Constituency No.	Constituency Name	Candidate Name	Party	Votes Polled	Position	Win/Lose Margin
1	Madhya Pradesh - SHEOPUR	BABU JANDEL	Indian National Congress	98580	1	41710
1	Madhya Pradesh - SHEOPUR	DURGA LAL VIJAY (VAKIL)	Bharatiya Janata Party	56870	2	41710
1	Madhya Pradesh - SHEOPUR	TULSINARAYAN MEENA	Bahujan Samaj Party	14444	3	
1	Madhya Pradesh - SHEOPUR	AD. KULDEEP SINGH	Aam Aadmi Party	2142	4	
1	Madhya Pradesh - SHEOPUR	None of the Above	None of the Above	1794	5	
1	Madhya Pradesh - SHEOPUR	DIPTEE SAYYAD ZFAR ALI	Independent	1062	6	
1	Madhya Pradesh - SHEOPUR	MUKESH SUMAN	Bahujan Mukti Party	937	7	
1	Madhya Pradesh - SHEOPUR	HRVILASH ADIVASI	Independent	878	8	
1	Madhya Pradesh - SHEOPUR	TEJPAL ADIWASI	Jai Prakash Janata Dal	594	9	
1	Madhya Pradesh - SHEOPUR	MURLIDHAR PRAJAPATI	Rashtriya Krantikari Samajwadi Party	525	10	
1	Madhya Pradesh - SHEOPUR	RAVINDRA KUMAR	Inqalab Vikas Dal	466	11	
1	Madhya Pradesh - SHEOPUR	BHURE SINGH MALEE	Jan Adhikar Party	398	12	
2	Madhya Pradesh - VIJAYPUR	SEETARAM	Bharatiya Janata Party	63331	1	2840
2	Madhya Pradesh - VIJAYPUR	RAMNIWAS RAWAT	Indian National Congress	60491	2	2840
2	Madhya Pradesh - VIJAYPUR	BABULAL MEBRA	Bahujan Samaj Party	35628	3	
2	Madhya Pradesh - VIJAYPUR	PANNALAL SOLANKI [RTD COLLECTOR]	Independent	2615	4	
2	Madhya Pradesh - VIJAYPUR	MUKESH MALHOTRA	Independent	2423	5	
2	Madhya Pradesh - VIJAYPUR	None of the Above	None of the Above	1793	6	
2	Madhya Pradesh - VIJAYPUR	ARVIND DHAKAR	Bahujan Mukti Party	1360	7	
2	Madhya Pradesh - VIJAYPUR	RAMSINGH DHAKAD URF PAPPU BABA	Independent	1180	8	
2	Madhya Pradesh - VIJAYPUR	RAMCHARAN MALI (BAKIL)	Independent	979	9	
2	Madhya Pradesh - VIJAYPUR	DURJAN LAL RAY	Independent	802	10	
2	Madhya Pradesh - VIJAYPUR	KAMLESH	Independent	719	11	
2	Madhya Pradesh - VIJAYPUR	MURARI SAHARIYA	Independent	543	12	
2	Madhya Pradesh - VIJAYPUR	ASHUTOSH CHATURVEDI (BABLU)	Aam Aadmi Party	474	13	
2	Madhya Pradesh - VIJAYPUR	AMRAT SINGH SIKARWAR	Independent	397	14	
2	Madhya Pradesh - VIJAYPUR	RAM NIVAS KUSHWAH	Bhartiya Veer Dal	391	15	
2	Madhya Pradesh - VIJAYPUR	GIRRAJ	Independent	379	16	
3	Madhya Pradesh - SABALAGADH	BAIJNATH KUSHWAH	Indian National Congress	54606	1	8737
3	Madhya Pradesh - SABALAGADH	LAL SINGH KEWAT	Bahujan Samaj Party	45869	2	8737
3	Madhya Pradesh - SABALAGADH	SARLA VIJENDRA RAWAT	Bharatiya Janata Party	45100	3	
3	Madhya Pradesh - SABALAGADH	COL.UMESH VERMA	Aam Aadmi Party	1532	4	
3	Madhya Pradesh - SABALAGADH	CHANDRA PRAKASH SHARMA	Independent	1433	5	
3	Madhya Pradesh - SABALAGADH	None of the Above	None of the Above	994	6	
3	Madhya Pradesh - SABALAGADH	ARVIND	Shiv Sena	934	7	
3	Madhya Pradesh - SABALAGADH	DR.RAJENDRA SINGH RAWAT	Samajwadi Party	845	8	
3	Madhya Pradesh - SABALAGADH	PATIRAM SHAKYA	Independent	559	9	
3	Madhya Pradesh - SABALAGADH	DIBAI CHAND KEVAT	Independent	425	10	
3	Madhya Pradesh - SABALAGADH	NARESH SHRIVASH	Independent	399	11	
3	Madhya Pradesh - SABALAGADH	SHAILENDRA KUMAR GAUR	All India Forward Bloc	350	12	
3	Madhya Pradesh - SABALAGADH	RAVI SHARMA	Bhartiya Gramin Samaj Party	230	13	
3	Madhya Pradesh - SABALAGADH	USHA RAWAT	Bhartiya Panchyat Party	94	14	
4	Madhya Pradesh - JAURA	BANAVAREELAL SHARMA (JAPTHAP)	Indian National Congress	56187	1	15173
4	Madhya Pradesh - JAURA	MANEERAM DHAKAD	Bahujan Samaj Party	41014	2	15173
4	Madhya Pradesh - JAURA	SUBEDAR SINGH RAJODHA	Bharatiya Janata Party	37988	3	
4	Madhya Pradesh - JAURA	ATAR SINGH GURJAR	Mahan Dal	17167	4	
4	Madhya Pradesh - JAURA	SONERAM KUSHWAH	Samajwadi Party	2742	5	
4	Madhya Pradesh - JAURA	VIDYARAM PRAJAPATI	Shiv Sena	1303	6	
4	Madhya Pradesh - JAURA	MANIRAM SHAKYA	Bahujan Mukti Party	1168	7	
4	Madhya Pradesh - JAURA	GAYARAM SINGH DHAKAD	Communist Party of India (Marxist)	1110	8	
4	Madhya Pradesh - JAURA	SHRIKRISHAN SINGH KUSHWAH	Aam Aadmi Party	791	9	
4	Madhya Pradesh - JAURA	DHARMENDRA	Independent	499	10	
4	Madhya Pradesh - JAURA	SURENDRA SHARMA (TYAGI)	Sapaks Party	438	11	
4	Madhya Pradesh - JAURA	RAMLAKHAN SINGH SIKARWAR	Independent	429	12	
4	Madhya Pradesh - JAURA	KULADEEP SINGH	Independent	370	13	
4	Madhya Pradesh - JAURA	None of the Above	None of the Above	363	14	
4	Madhya Pradesh - JAURA	RAM RAJ	Independent	360	15	
4	Madhya Pradesh - JAURA	GAJENDRA KORI	Jan Adhikar Party	303	16	
4	Madhya Pradesh - JAURA	VINAY SINGH	Independent	247	17	
4	Madhya Pradesh - JAURA	SATTAR KHAN	Bahujan Sangharshh Dal	202	18	
4	Madhya Pradesh - JAURA	PUSPENDRA SINGH	Rashtriya Samaj Paksha	199	19	
4	Madhya Pradesh - JAURA	PUSHPENDRA PARASAR	Independent	130	20	
4	Madhya Pradesh - JAURA	PRADEEP YADAV	Bhartiya Panchyat Party	101	21	
5	Madhya Pradesh - SUMAOLI	ADAL SINGH KANSANA	Indian National Congress	65455	1	13313
5	Madhya Pradesh - SUMAOLI	AJAB SINGH KUSHWAH	Bharatiya Janata Party	52142	2	13313
5	Madhya Pradesh - SUMAOLI	GANDHI MANVENDRA SINGH	Bahujan Samaj Party	31331	3	
5	Madhya Pradesh - SUMAOLI	SOBRAN SINGH GHALETHA	Samajwadi Party	6873	4	
5	Madhya Pradesh - SUMAOLI	None of the Above	None of the Above	1086	5	
5	Madhya Pradesh - SUMAOLI	RAMKISHOR SINGH SIKARWAR	Independent	631	6	
5	Madhya Pradesh - SUMAOLI	VINOD SINGH PARMAR	Aam Aadmi Party	420	7	
5	Madhya Pradesh - SUMAOLI	RAJ KUMAR	Independent	385	8	
5	Madhya Pradesh - SUMAOLI	DR. MATADIN SONI	Jan Adhikar Party	289	9	
5	Madhya Pradesh - SUMAOLI	GYAPRASAD	Independent	250	10	
5	Madhya Pradesh - SUMAOLI	RAVINDRA SINGH	Independent	173	11	
5	Madhya Pradesh - SUMAOLI	SUSHIL YADAV	Bhartiya Panchyat Party	112	12	
5	Madhya Pradesh - SUMAOLI	SIROMANI BAGHEL	Rashtriya Samaj Paksha	112	13	
5	Madhya Pradesh - SUMAOLI	KRISHNAPAL SINGH SIKARWAR	Independent	108	14	
6	Madhya Pradesh - MORENA	RAGHURAJ SINGH KANSANA	Indian National Congress	68965	1	20849
6	Madhya Pradesh - MORENA	RUSTAM SINGH	Bharatiya Janata Party	48116	2	20849
6	Madhya Pradesh - MORENA	BALVIR SINGH DANDOTIYA	Bahujan Samaj Party	21149	3	
6	Madhya Pradesh - MORENA	RAM PRAKASH RAJORIYA	Aam Aadmi Party	7160	4	
6	Madhya Pradesh - MORENA	BHAGEERATH SINGH	Samajwadi Party	1281	5	
6	Madhya Pradesh - MORENA	None of the Above	None of the Above	1138	6	
6	Madhya Pradesh - MORENA	KAPIL MAHOR	Rashtriya Rakshak Morcha	702	7	
6	Madhya Pradesh - MORENA	RANJEET KUSHWAH	Jan Adhikar Party	604	8	
6	Madhya Pradesh - MORENA	VIJAY SHRIVASTAVA	Independent	545	9	
6	Madhya Pradesh - MORENA	RAJU CHOUDHRI	Independent	363	10	
6	Madhya Pradesh - MORENA	VIKASH VICKY KIRAD	Bhartiya Panchyat Party	338	11	
6	Madhya Pradesh - MORENA	SUDHARAM SINGH BHADORIYA	Shiv Sena	304	12	
6	Madhya Pradesh - MORENA	MUKESH MOURYA	Independent	216	13	
6	Madhya Pradesh - MORENA	MANOJ	Independent	150	14	
6	Madhya Pradesh - MORENA	CHATUR SINGH	Independent	144	15	
7	Madhya Pradesh - DIMANI	GIRRAJ DANDOTIYA	Indian National Congress	69597	1	18477
7	Madhya Pradesh - DIMANI	SHIV MANGAL SINGH TOMAR	Bharatiya Janata Party	51120	2	18477
7	Madhya Pradesh - DIMANI	CHHATTAR SINGH TOMAR	Bahujan Samaj Party	14456	3	
7	Madhya Pradesh - DIMANI	JITENDRA SINGH	Independent	1146	4	
7	Madhya Pradesh - DIMANI	KISHORILAL	Independent	909	5	
7	Madhya Pradesh - DIMANI	PRABHU SINGH	Independent	756	6	
7	Madhya Pradesh - DIMANI	None of the Above	None of the Above	436	7	
7	Madhya Pradesh - DIMANI	SHYAMKARAN KHADIYAHAR	Sampoorna Samaj Party	382	8	
7	Madhya Pradesh - DIMANI	BALVEER SINGH	Jan Adhikar Party	328	9	
7	Madhya Pradesh - DIMANI	AJAMER SINGH	Independent	315	10	
7	Madhya Pradesh - DIMANI	BRAJWASHI KUSHWAH	Samajwadi Party	306	11	
7	Madhya Pradesh - DIMANI	MUKESH SINGH KUSHWAH	Rashtriya Lok Samta Party	297	12	
7	Madhya Pradesh - DIMANI	AROON SINGH	Bhartiya Jan Yug Party	286	13	
7	Madhya Pradesh - DIMANI	SIYARAM SINGH HARSANA	Bhartiya Veer Dal	275	14	
7	Madhya Pradesh - DIMANI	BISHAWNATH	Independent	188	15	
7	Madhya Pradesh - DIMANI	BAIJNATH	Rashtriya Krantikari Samajwadi Party	178	16	
7	Madhya Pradesh - DIMANI	SATYENDRA SINGH TOMAR	Shiv Sena	159	17	
7	Madhya Pradesh - DIMANI	GHAN SHYAM SINGH TOMAR	Aam Aadmi Party	138	18	
7	Madhya Pradesh - DIMANI	MAHENDRA SINGH TOMAR	All India Forward Bloc	97	19	
8	Madhya Pradesh - AMBAH	KAMLESH JATAV	Indian National Congress	37343	1	7547
8	Madhya Pradesh - AMBAH	NEHA KINNAR	Independent	29796	2	7547
8	Madhya Pradesh - AMBAH	GABBAR SAKHWAR	Bharatiya Janata Party	29715	3	
8	Madhya Pradesh - AMBAH	SATYAPRAKASH SAKHAWAR [ADVOCATE]	Bahujan Samaj Party	22179	4	
8	Madhya Pradesh - AMBAH	None of the Above	None of the Above	1255	5	
8	Madhya Pradesh - AMBAH	VIJAY KUMAR CHHARI	Independent	1042	6	
8	Madhya Pradesh - AMBAH	GAJENDAR SINGH	Independent	784	7	
8	Madhya Pradesh - AMBAH	SITA DEVI	Independent	687	8	
8	Madhya Pradesh - AMBAH	SEEMA KATHERIYA	Rashtriya Rakshak Morcha	601	9	
8	Madhya Pradesh - AMBAH	RAJKUMAR SHAKHAWAR	Hind Congress Party	463	10	
8	Madhya Pradesh - AMBAH	RAKESH KUMAR GOUR	Independent	375	11	
8	Madhya Pradesh - AMBAH	SUNEEL KUMAR MAHOR	Aam Aadmi Party	359	12	
8	Madhya Pradesh - AMBAH	RAKESH NAGAR	Bhartiya Panchyat Party	317	13	
9	Madhya Pradesh - ATER	ARVIND SINGH BHADORIA	Bharatiya Janata Party	58928	1	4978
9	Madhya Pradesh - ATER	HEMANT SATYADEV KATARE	Indian National Congress	53950	2	4978
9	Madhya Pradesh - ATER	SANJEEV BAGHEL	Bahujan Samaj Party	16585	3	
9	Madhya Pradesh - ATER	CHATUR SINGH	Independent	695	4	
9	Madhya Pradesh - ATER	NAND KISHOR YADAV	Samajwadi Party	645	5	
9	Madhya Pradesh - ATER	SHYAM SUNDAR SINGH YADAV	Loktantrik Samajwadi Party	636	6	
9	Madhya Pradesh - ATER	ASHOK SINGH BHADOURIA (KANAWAR)	Aam Aadmi Party	520	7	
9	Madhya Pradesh - ATER	JALALUDDIN KHAN	Independent	328	8	
9	Madhya Pradesh - ATER	KOSHLENDRA SINGH	Independent	297	9	
9	Madhya Pradesh - ATER	CHANDRVEER SINGH	Independent	293	10	
9	Madhya Pradesh - ATER	GANESH SHINGH BHADORIA	Independent	270	11	
9	Madhya Pradesh - ATER	DINESH SINGH	Independent	255	12	
9	Madhya Pradesh - ATER	SONU	Independent	245	13	
9	Madhya Pradesh - ATER	AVDHESH RAJAWAT	Independent	220	14	
9	Madhya Pradesh - ATER	None of the Above	None of the Above	195	15	
9	Madhya Pradesh - ATER	MITHLESH VIJAY MISHRA (RAJU KHERI)	Sarva Samaj Kalyan Party	191	16	
9	Madhya Pradesh - ATER	OMPRAKASH LAHARIA	Independent	133	17	
9	Madhya Pradesh - ATER	SHIVCHARAN SINGH LODHI	Rashtriya Kranti Party	121	18	
9	Madhya Pradesh - ATER	JAY PRAKASH	Independent	121	19	
9	Madhya Pradesh - ATER	SANTOSH SHARMA	Independent	117	20	
9	Madhya Pradesh - ATER	HARENDRA SINGH BHADOURIYA	Independent	109	21	
9	Madhya Pradesh - ATER	UMESH GARG	Independent	102	22	
9	Madhya Pradesh - ATER	INDAL SINGH	Independent	97	23	
9	Madhya Pradesh - ATER	SARVESH SINGH	Independent	96	24	
9	Madhya Pradesh - ATER	RAMNARESH PAVAIYA (JAGNNATH)	Independent	96	25	
9	Madhya Pradesh - ATER	ARVIND TYAGI	Independent	73	26	
9	Madhya Pradesh - ATER	SANTOSH KUMAR PACHAURI	Independent	69	27	
9	Madhya Pradesh - ATER	MUKESH KUMAR PORSIYA	Independent	37	28	
9	Madhya Pradesh - ATER	BHURI BAI	Independent	37	29	
9	Madhya Pradesh - ATER	MOHIT SINGH TOMAR	Independent	37	30	
9	Madhya Pradesh - ATER	VIKRANT SINGH	Independent	36	31	
9	Madhya Pradesh - ATER	RAJEEV SINGH BHADORIA	Independent	33	32	
9	Madhya Pradesh - ATER	VIRENDRA D SHARMA	Independent	31	33	
9	Madhya Pradesh - ATER	ENGINEER RAHUL DIXIT	Independent	30	34	
10	Madhya Pradesh - BHIND	SANJEEV SINGH (SANJU)	Bahujan Samaj Party	69107	1	35896
10	Madhya Pradesh - BHIND	CHAUDHARY RAKESH SINGH CHATURVEDI	Bharatiya Janata Party	33211	2	35896
10	Madhya Pradesh - BHIND	NARENDRA SINGH KUSHWAH	Samajwadi Party	30474	3	
10	Madhya Pradesh - BHIND	DR. RAMESH DUBEY	Indian National Congress	8297	4	
10	Madhya Pradesh - BHIND	None of the Above	None of the Above	942	5	
10	Madhya Pradesh - BHIND	CHUNNILAL PRAJAPATI	Bahujan Mukti Party	729	6	
10	Madhya Pradesh - BHIND	DR. MANOJ JAIN	Sapaks Party	687	7	
10	Madhya Pradesh - BHIND	UDAYVEER SINGH	Independent	655	8	
10	Madhya Pradesh - BHIND	DALVEER SINGH RATHOR	Shiv Sena	600	9	
10	Madhya Pradesh - BHIND	BHAI MUKESH GARG - PARSHAD	Bahujan Sangharshh Dal	566	10	
10	Madhya Pradesh - BHIND	DR. RAMKUMAR TRIPATHI (SEETI)	Independent	526	11	
10	Madhya Pradesh - BHIND	REKHA MUNNA SHAKYA	All India Forward Bloc	448	12	
10	Madhya Pradesh - BHIND	SAKET SAXENA	Aam Aadmi Party	427	13	
10	Madhya Pradesh - BHIND	SURESH	Independent	282	14	
10	Madhya Pradesh - BHIND	REKHA - RAKESH AGRAWAL	Bhartiya Sarvsamaj Party	234	15	
10	Madhya Pradesh - BHIND	CHAU. CALLECTAR SINGH	Independent	204	16	
10	Madhya Pradesh - BHIND	SUNIL	Independent	201	17	
10	Madhya Pradesh - BHIND	MANOJ SINGH KUSHWAH (FOUZI)	Bhartiya Jan Yug Party	168	18	
10	Madhya Pradesh - BHIND	JASMANT SINGH	Jan Adhikar Party	164	19	
11	Madhya Pradesh - LAHAR	DR. GOVIND SINGH	Indian National Congress	62113	1	9073
11	Madhya Pradesh - LAHAR	RASAL SINGH	Bharatiya Janata Party	53040	2	9073
11	Madhya Pradesh - LAHAR	AMBRISH SHARMA GUDDU	Bahujan Samaj Party	31367	3	
11	Madhya Pradesh - LAHAR	RAMKUMAR	Independent	1565	4	
11	Madhya Pradesh - LAHAR	DHANEERAM	Jan Adhikar Party	761	5	
11	Madhya Pradesh - LAHAR	RAMKUMAR	Independent	740	6	
11	Madhya Pradesh - LAHAR	MOHAMMAD VASEER KHAN	Independent	639	7	
11	Madhya Pradesh - LAHAR	LAL SINGH KUSHWAH	Bahujan Sangharshh Dal	497	8	
11	Madhya Pradesh - LAHAR	MAHIPAL	Independent	450	9	
11	Madhya Pradesh - LAHAR	RAMPRATAP	Independent	398	10	
11	Madhya Pradesh - LAHAR	AVNISH	Independent	398	11	
11	Madhya Pradesh - LAHAR	SHAILENDRASINGH	Independent	393	12	
11	Madhya Pradesh - LAHAR	SHIVNATH SINGH RATHOUD	Independent	390	13	
11	Madhya Pradesh - LAHAR	None of the Above	None of the Above	345	14	
11	Madhya Pradesh - LAHAR	YOGENDRA SINGH KUSHWAH (MEHDAVA)	Aam Aadmi Party	332	15	
11	Madhya Pradesh - LAHAR	PRABAL KUMAR	Independent	216	16	
11	Madhya Pradesh - LAHAR	ONKAR SINGH	Independent	212	17	
11	Madhya Pradesh - LAHAR	GANESH RATHAUR	Independent	194	18	
11	Madhya Pradesh - LAHAR	CHANDRASHEKHAR	Independent	188	19	
11	Madhya Pradesh - LAHAR	SANJAY SINGH URF RAJAJI	Independent	187	20	
11	Madhya Pradesh - LAHAR	KEDAR SINGH RAJAWAT	Independent	151	21	
11	Madhya Pradesh - LAHAR	SUBHASH AGNIHOTRI	Independent	145	22	
11	Madhya Pradesh - LAHAR	HARI SINGH	Independent	124	23	
12	Madhya Pradesh - MEHGAON	O.P.S. BHADORIA	Indian National Congress	61560	1	25814
12	Madhya Pradesh - MEHGAON	RAKESH SHUKLA	Bharatiya Janata Party	35746	2	25814
12	Madhya Pradesh - MEHGAON	RANJEET SINGH GURJAR	Bahujan Sangharshh Dal	28160	3	
12	Madhya Pradesh - MEHGAON	DR.RAJKUMAR SINGH KUSHWAH	Rashtriya Lok Samta Party	15307	4	
12	Madhya Pradesh - MEHGAON	KAUSHAL TIWARI	Bahujan Samaj Party	7597	5	
12	Madhya Pradesh - MEHGAON	SURESH SINGH SIKARWAR	Samajwadi Party	6151	6	
12	Madhya Pradesh - MEHGAON	O.P.S. NARWARIYA	Bahujan Mukti Party	1141	7	
12	Madhya Pradesh - MEHGAON	BHUPENDRA KARANA(GURJAR)	Aam Aadmi Party	1026	8	
12	Madhya Pradesh - MEHGAON	ASHISH TIWARI	Independent	642	9	
12	Madhya Pradesh - MEHGAON	SUNIL KUMAR SHARMA	Rashtriya Sanyukt Samaj Party	600	10	
12	Madhya Pradesh - MEHGAON	AKHILESH SINGH NARWARIA	Independent	307	11	
12	Madhya Pradesh - MEHGAON	RAJENDRA PRASHAD SHASTRI	Sapaks Party	301	12	
12	Madhya Pradesh - MEHGAON	BENIRAM KUSHWAH	Independent	290	13	
12	Madhya Pradesh - MEHGAON	None of the Above	None of the Above	283	14	
12	Madhya Pradesh - MEHGAON	SANTOSH TIWARI	Independent	280	15	
12	Madhya Pradesh - MEHGAON	AMIT SINGH	Independent	272	16	
12	Madhya Pradesh - MEHGAON	ABHILAKH SINGH	Independent	211	17	
12	Madhya Pradesh - MEHGAON	RANKENDRA SINGH	Independent	201	18	
12	Madhya Pradesh - MEHGAON	PAWAN SHARMA	Independent	198	19	
12	Madhya Pradesh - MEHGAON	DINESH SHARMA (D.K.)	Independent	197	20	
12	Madhya Pradesh - MEHGAON	LATOORI SINGH KUSHWAH	Jan Adhikar Party	192	21	
12	Madhya Pradesh - MEHGAON	UPENDRA	Independent	174	22	
12	Madhya Pradesh - MEHGAON	ANIL KUMAR	Independent	154	23	
12	Madhya Pradesh - MEHGAON	MUKAT SINGH NARWARIA DONIYAPURA	Independent	152	24	
12	Madhya Pradesh - MEHGAON	BRAHMAKISHOR	Independent	149	25	
12	Madhya Pradesh - MEHGAON	SATENDRA SINGH	Independent	146	26	
12	Madhya Pradesh - MEHGAON	SAUMYA SHARMA ADVOCATE	Independent	146	27	
12	Madhya Pradesh - MEHGAON	BHEEKAM SINGH	Independent	140	28	
12	Madhya Pradesh - MEHGAON	VIKRAM SHARMA	Independent	122	29	
12	Madhya Pradesh - MEHGAON	BRAJENDRA SINGH	Independent	115	30	
12	Madhya Pradesh - MEHGAON	MANISH KUMAR AGRAWAL	Independent	114	31	
12	Madhya Pradesh - MEHGAON	PRAMOD KUMAR SHARMA	Independent	91	32	
12	Madhya Pradesh - MEHGAON	RAJVEER SINGH	Independent	83	33	
12	Madhya Pradesh - MEHGAON	RAHEESH KHAN	Independent	81	34	
12	Madhya Pradesh - MEHGAON	SHRINIVASH	Independent	81	35	
13	Madhya Pradesh - GOHAD	RANVIR JATAV	Indian National Congress	62981	1	23989
13	Madhya Pradesh - GOHAD	LALSINGH ARYA	Bharatiya Janata Party	38992	2	23989
13	Madhya Pradesh - GOHAD	DR. JAGDISH SINGH SAGAR	Bahujan Samaj Party	15477	3	
13	Madhya Pradesh - GOHAD	GULAB SINGH JATAV	Bahujan Sangharshh Dal	4386	4	
13	Madhya Pradesh - GOHAD	PREM NARAYAN MAHORE	Communist Party of India (Marxist)	1734	5	
13	Madhya Pradesh - GOHAD	GUDDU VALMIK	Aam Aadmi Party	1173	6	
13	Madhya Pradesh - GOHAD	None of the Above	None of the Above	982	7	
13	Madhya Pradesh - GOHAD	DR. P. S BOUDDH	Independent	694	8	
13	Madhya Pradesh - GOHAD	RAKESH SAGAR	Rashtriya Lok Samta Party	685	9	
13	Madhya Pradesh - GOHAD	RAMLAKHAN	Independent	657	10	
13	Madhya Pradesh - GOHAD	MOHARSINGH	Independent	566	11	
13	Madhya Pradesh - GOHAD	THAKURDAS KHATIK	Rashtriya Sanyukt Samaj Party	312	12	
13	Madhya Pradesh - GOHAD	VIDHYARAM	Independent	291	13	
13	Madhya Pradesh - GOHAD	RAJNEESH PAWAIYA	Bahujan Mukti Party	265	14	
13	Madhya Pradesh - GOHAD	JITENDRA ( BANTI KHATIK)	Samajwadi Party	233	15	
13	Madhya Pradesh - GOHAD	MAHENDRA	Jan Adhikar Party	228	16	
14	Madhya Pradesh - GWALIOR RURAL	BHARAT SINGH KUSHWAH	Bharatiya Janata Party	51033	1	1517
14	Madhya Pradesh - GWALIOR RURAL	SAHAB SINGH GURJAR	Bahujan Samaj Party	49516	2	1517
14	Madhya Pradesh - GWALIOR RURAL	MADAN KUSHWAH	Indian National Congress	38199	3	
14	Madhya Pradesh - GWALIOR RURAL	PHOOL SINGH BARAIYA	Bahujan Sangharshh Dal	7698	4	
14	Madhya Pradesh - GWALIOR RURAL	BALVEER SINGH BAGHEL	Aam Aadmi Party	2689	5	
14	Madhya Pradesh - GWALIOR RURAL	None of the Above	None of the Above	1349	6	
14	Madhya Pradesh - GWALIOR RURAL	MONU YADAV	Independent	790	7	
14	Madhya Pradesh - GWALIOR RURAL	BHAGWANDAS	Independent	709	8	
14	Madhya Pradesh - GWALIOR RURAL	RAMSIYA PARIHAR	Rashtriya Rakshak Morcha	602	9	
14	Madhya Pradesh - GWALIOR RURAL	DOLEE SHARMA	AARAKSHAN VIRODHI PARTY	522	10	
14	Madhya Pradesh - GWALIOR RURAL	SUNEEL SHARMA	Rashtriya Sanyukt Samaj Party	483	11	
14	Madhya Pradesh - GWALIOR RURAL	RAMU VERMA	Independent	447	12	
14	Madhya Pradesh - GWALIOR RURAL	RAMVEER SINGH RORA	Samajwadi Party	417	13	
14	Madhya Pradesh - GWALIOR RURAL	ALABEL SINGH	Independent	394	14	
14	Madhya Pradesh - GWALIOR RURAL	BHAGAVAN LAL	Independent	280	15	
14	Madhya Pradesh - GWALIOR RURAL	ASHUTOSH GOSWAMI	Independent	276	16	
15	Madhya Pradesh - GWALIOR	PRADHUMAN SINGH TOMAR	Indian National Congress	92055	1	21044
15	Madhya Pradesh - GWALIOR	JAI BHAN SINGH PAWAIYA	Bharatiya Janata Party	71011	2	21044
15	Madhya Pradesh - GWALIOR	ENG. SAVITRI KATARIYA	Bahujan Samaj Party	4596	3	
15	Madhya Pradesh - GWALIOR	KULDEEP BATHAM (BILLU BHAIYA)	Aam Aadmi Party	1742	4	
15	Madhya Pradesh - GWALIOR	None of the Above	None of the Above	1109	5	
15	Madhya Pradesh - GWALIOR	ASHA RAVINDRA RATHORE	Independent	981	6	
15	Madhya Pradesh - GWALIOR	RAJVEER SINGH DHAKAR	Independent	762	7	
15	Madhya Pradesh - GWALIOR	DHEERAJ YADAV	Samajwadi Party	435	8	
15	Madhya Pradesh - GWALIOR	MAHESH KOLI	Independent	408	9	
15	Madhya Pradesh - GWALIOR	ANIL KUMAR GUPTA	Sapaks Party	402	10	
15	Madhya Pradesh - GWALIOR	RAM SINGH BHADAURIYA	Independent	389	11	
15	Madhya Pradesh - GWALIOR	SHRI RAM GOYAL	Jai Lok Party	280	12	
15	Madhya Pradesh - GWALIOR	VIKRAM SINGH	Independent	257	13	
15	Madhya Pradesh - GWALIOR	KIRANLATA /BADAM SINGH RAJPUT	Bhartiya Apna Adhikar Party	170	14	
15	Madhya Pradesh - GWALIOR	VISHAL SINGH BHADORIA	Independent	165	15	
15	Madhya Pradesh - GWALIOR	KRISHNA KUMAR SHARMA	Rashtriya Rakshak Morcha	163	16	
15	Madhya Pradesh - GWALIOR	CHANDRAHAS SINGH TOMAR	Rashtravadi Party (Bharat)	152	17	
15	Madhya Pradesh - GWALIOR	SHRAVAN KUMAR SHARMA(SHASHTRI)	Bhartiya Jan Yug Party	143	18	
15	Madhya Pradesh - GWALIOR	SAMEER BHAI	Independent	137	19	
15	Madhya Pradesh - GWALIOR	KAUSTUBH SHARMA ADVOCATE (MAHANT)	AARAKSHAN VIRODHI PARTY	119	20	
15	Madhya Pradesh - GWALIOR	HARIOM KUSHWAH	Rashtriya Samanta Dal	111	21	
15	Madhya Pradesh - GWALIOR	VISHNU KANT SHARMA (ANNA)	Independent	89	22	
16	Madhya Pradesh - GWALIOR EAST	MUNNALAL GOYAL (MUNNA BHAIYA)	Indian National Congress	90133	1	17819
16	Madhya Pradesh - GWALIOR EAST	SATISH SINGH SIKARWAR	Bharatiya Janata Party	72314	2	17819
16	Madhya Pradesh - GWALIOR EAST	BHURY SINGH	Bahujan Samaj Party	5446	3	
16	Madhya Pradesh - GWALIOR EAST	None of the Above	None of the Above	1873	4	
16	Madhya Pradesh - GWALIOR EAST	AMIT DUBEY	Sapaks Party	1219	5	
16	Madhya Pradesh - GWALIOR EAST	MANEEKSHA SINGH TOMAR	Aam Aadmi Party	854	6	
16	Madhya Pradesh - GWALIOR EAST	BHUVNESH LOVELY TOMAR	Independent	437	7	
16	Madhya Pradesh - GWALIOR EAST	DR. ANIL KUMAR SHRIVASTAVA	Rashtriya Rakshak Morcha	400	8	
16	Madhya Pradesh - GWALIOR EAST	SMT MEENAKSHI JAIN	Independent	340	9	
16	Madhya Pradesh - GWALIOR EAST	NAMAN KUMAR NAYAK	Independent	246	10	
16	Madhya Pradesh - GWALIOR EAST	NARESH KUMAR SINGH	Independent	180	11	
16	Madhya Pradesh - GWALIOR EAST	BRANDAVAN PRJAPTI	Bharatiya Prajashakti Party	166	12	
17	Madhya Pradesh - GWALIOR SOUTH	PRAVEEN PATHAK	Indian National Congress	56369	1	121
