Constituency No.	Constituency Name	Candidate Name	Party	Votes Polled	Position	Win/Lose Margin
49	Madhya Pradesh - CHANDLA	AHIRWAR RAJKUMAR	Independent	1293	7	
49	Madhya Pradesh - CHANDLA	AHIRWAR SANJAY KUMAR	Apna Dal (Soneylal)	1117	8	
49	Madhya Pradesh - CHANDLA	JYOTIVRAV	Independent	1022	9	
49	Madhya Pradesh - CHANDLA	KAMTA PRASAD BANSAL	Bhartiya Panchyat Party	645	10	
49	Madhya Pradesh - CHANDLA	SHRIRAM NAGAR	Sapaks Party	563	11	
49	Madhya Pradesh - CHANDLA	MOTILAL AHIRWAR	Madhya Pradesh Jan Vikas Party	515	12	
50	Madhya Pradesh - RAJNAGAR	VIKRAM SINGH (NATI RAJA)	Indian National Congress	40362	1	732
50	Madhya Pradesh - RAJNAGAR	ARVIND PATERIYA	Bharatiya Janata Party	39630	2	732
50	Madhya Pradesh - RAJNAGAR	VINOD KUMAR PATEL	Bahujan Samaj Party	28972	3	
50	Madhya Pradesh - RAJNAGAR	CHATURVEDI NITIN - "BANTI BHAIYA"	Samajwadi Party	23783	4	
50	Madhya Pradesh - RAJNAGAR	None of the Above	None of the Above	2485	5	
50	Madhya Pradesh - RAJNAGAR	RAHUL SUREHA	Independent	1841	6	
50	Madhya Pradesh - RAJNAGAR	ADVOCATE KULDEEP SINGH	Sapaks Party	1145	7	
50	Madhya Pradesh - RAJNAGAR	MUHAMMAD SATTAR	Independent	1140	8	
50	Madhya Pradesh - RAJNAGAR	IMRAN	Independent	1025	9	
50	Madhya Pradesh - RAJNAGAR	SURAJ PATEL	Apna Dal (Soneylal)	808	10	
50	Madhya Pradesh - RAJNAGAR	AHIRWAR-MATADEEN	Independent	780	11	
50	Madhya Pradesh - RAJNAGAR	GAUTAM PRAVIN URF MONU GAUTAM	Jan Adhikar Party	695	12	
50	Madhya Pradesh - RAJNAGAR	BABADEEN AHIRWAR	Independent	615	13	
50	Madhya Pradesh - RAJNAGAR	IKLAKH URF RAJJU SARDAR	Bhartiya Panchyat Party	581	14	
51	Madhya Pradesh - CHHATARPUR	ALOK CHATURVEDI (PAJJAN BHAIYA)	Indian National Congress	65774	1	3495
51	Madhya Pradesh - CHHATARPUR	ARCHNA GUDDU SINGH	Bharatiya Janata Party	62279	2	3495
51	Madhya Pradesh - CHHATARPUR	ABDUL SAMEER (BHAIYA THEKEDAR)	Bahujan Samaj Party	9161	3	
51	Madhya Pradesh - CHHATARPUR	PANDIT VINOD KUMAR DUBEY	Independent	1446	4	
51	Madhya Pradesh - CHHATARPUR	AGRAWAL VINOD	Sapaks Party	1180	5	
51	Madhya Pradesh - CHHATARPUR	GAYATRI KUSHWAHA	Jan Adhikar Party	1144	6	
51	Madhya Pradesh - CHHATARPUR	RAKESH PATEL	Independent	976	7	
51	Madhya Pradesh - CHHATARPUR	RAJU RAIKWAR(PAN BALE)	Independent	848	8	
51	Madhya Pradesh - CHHATARPUR	None of the Above	None of the Above	762	9	
51	Madhya Pradesh - CHHATARPUR	MOHAN SINGH	Samajwadi Party	640	10	
51	Madhya Pradesh - CHHATARPUR	MOHAMMAD NAWAB KHAN	Independent	443	11	
51	Madhya Pradesh - CHHATARPUR	AHRWAR HARISHCHANDRA	Independent	426	12	
51	Madhya Pradesh - CHHATARPUR	ARCHANA SINGH W/O BALBEER SINGH	Independent	392	13	
51	Madhya Pradesh - CHHATARPUR	MANJU ASHUTOSH DWIVEDI	Bhartiya Shakti Chetna Party	327	14	
51	Madhya Pradesh - CHHATARPUR	DEEPA PATEL	Apna Dal (Soneylal)	313	15	
51	Madhya Pradesh - CHHATARPUR	NEHA SINGH	Independent	303	16	
51	Madhya Pradesh - CHHATARPUR	ARCHANA SINGH W/O RAJENDRA SINGH	Independent	272	17	
52	Madhya Pradesh - BIJAWAR	RAJESH KUMAR (BABLU BHAIYA)	Samajwadi Party	67623	1	36714
52	Madhya Pradesh - BIJAWAR	GUDDAN BHAIYA PUSHPENDRA NATH PATHAK	Bharatiya Janata Party	30909	2	36714
52	Madhya Pradesh - BIJAWAR	SHANKAR PRATAP SINGH MUNNA RAJA	Indian National Congress	23726	3	
52	Madhya Pradesh - BIJAWAR	ANUPAMA YADAV	Bahujan Samaj Party	9318	4	
52	Madhya Pradesh - BIJAWAR	AMIT BHATNAGAR	Aam Aadmi Party	1943	5	
52	Madhya Pradesh - BIJAWAR	DEEPAK BHAIYA	Independent	1902	6	
52	Madhya Pradesh - BIJAWAR	RAM PRASAD PATEL	Akhil Bhartiya Aarakshit Samaj Party	1254	7	
52	Madhya Pradesh - BIJAWAR	CHAMELI ADIWASI	Independent	1123	8	
52	Madhya Pradesh - BIJAWAR	AHIRWAR DESHRAJ	Independent	958	9	
52	Madhya Pradesh - BIJAWAR	MANOJ AHIRWAR	Naya Bharat Party	919	10	
52	Madhya Pradesh - BIJAWAR	TARIK BABU	Independent	877	11	
52	Madhya Pradesh - BIJAWAR	None of the Above	None of the Above	663	12	
52	Madhya Pradesh - BIJAWAR	KOUSHAL KISHOR	Independent	607	13	
52	Madhya Pradesh - BIJAWAR	LEELA DHAR RAJPOOT	Sanjhi Virasat Party	527	14	
52	Madhya Pradesh - BIJAWAR	RAJESH	Independent	487	15	
52	Madhya Pradesh - BIJAWAR	AWADH BIHARI CHORACIA	Independent	457	16	
52	Madhya Pradesh - BIJAWAR	PRASHANT SHARMA	Sapaks Party	441	17	
52	Madhya Pradesh - BIJAWAR	VEER SINGH	Independent	417	18	
52	Madhya Pradesh - BIJAWAR	PARVATI PATEL	Jan Adhikar Party	392	19	
53	Madhya Pradesh - MALHARA	KUNWAR PRADYUMNA SINGH LODHI (MUNNA BHAIYA)	Indian National Congress	67184	1	15779
53	Madhya Pradesh - MALHARA	LALITA YADAV	Bharatiya Janata Party	51405	2	15779
53	Madhya Pradesh - MALHARA	ENG. HARI KRISHNA	Bahujan Samaj Party	14922	3	
53	Madhya Pradesh - MALHARA	SUNIL KAPOOR CHANDRA GHUWARA	Independent	2685	4	
53	Madhya Pradesh - MALHARA	LAXMAN SINGH THAKUR	Independent	2187	5	
53	Madhya Pradesh - MALHARA	RAJA RAM VISHVAKARMA SENDAPA	Communist Party of India	1902	6	
53	Madhya Pradesh - MALHARA	JAGDISH SINGH KISAN NETA	Aam Aadmi Party	1308	7	
53	Madhya Pradesh - MALHARA	MANOJ KUMAR	Independent	995	8	
53	Madhya Pradesh - MALHARA	None of the Above	None of the Above	963	9	
53	Madhya Pradesh - MALHARA	KRISHNA RAJPUT	Pichhara Samaj Party United	937	10	
53	Madhya Pradesh - MALHARA	DHARMENDRA KUMAR SAHU	Independent	838	11	
53	Madhya Pradesh - MALHARA	RAHUL KUMAR RAI	Independent	665	12	
53	Madhya Pradesh - MALHARA	MAHESH SONI	Bhartiya Shakti Chetna Party	631	13	
53	Madhya Pradesh - MALHARA	TILAK SINGH LODHI	Independent	443	14	
53	Madhya Pradesh - MALHARA	ACHARYA JINENDRA SINGHAI	Independent	413	15	
53	Madhya Pradesh - MALHARA	ENGR. SANJEEV KUMAR	Bundelkhand Mukti Morcha	412	16	
53	Madhya Pradesh - MALHARA	UTTAM LAL	Independent	384	17	
53	Madhya Pradesh - MALHARA	SANDHYA RAJA	Independent	256	18	
53	Madhya Pradesh - MALHARA	AHIRWAR RAJU	Independent	252	19	
54	Madhya Pradesh - PATHARIYA	RAMBAI GOVIND SINGH	Bahujan Samaj Party	39267	1	2205
54	Madhya Pradesh - PATHARIYA	LAKHAN PATEL	Bharatiya Janata Party	37062	2	2205
54	Madhya Pradesh - PATHARIYA	BRAJENDRA SINGH	Independent	27074	3	
54	Madhya Pradesh - PATHARIYA	GOURAV PATEL	Indian National Congress	25438	4	
54	Madhya Pradesh - PATHARIYA	DR. RAMKRISHNA KUSMARIA "BABAJI"	Independent	8755	5	
54	Madhya Pradesh - PATHARIYA	ANURAG VARDHAN SINGH HAZARI	Samajwadi Party	7827	6	
54	Madhya Pradesh - PATHARIYA	CHOTI BAHU LODHI	Bhartiya Shakti Chetna Party	3744	7	
54	Madhya Pradesh - PATHARIYA	BHUSHAN SINGH	Independent	2577	8	
54	Madhya Pradesh - PATHARIYA	CHANDRA MOHAN GURU "CHANDA BHAIYA"	Aam Aadmi Party	2279	9	
54	Madhya Pradesh - PATHARIYA	GOOPI KUSHWAHA PATEL	Pichhara Samaj Party United	1430	10	
54	Madhya Pradesh - PATHARIYA	RAJESH PATEL	Independent	1250	11	
54	Madhya Pradesh - PATHARIYA	RAJKISHOR PATEL	Independent	1180	12	
54	Madhya Pradesh - PATHARIYA	BHAGAT SINGH LODHI	Independent	876	13	
54	Madhya Pradesh - PATHARIYA	DEEPENDRA SINGH (GOLU BHAIA)	Independent	860	14	
54	Madhya Pradesh - PATHARIYA	CHOORAMAN AHIRWAR	Independent	757	15	
54	Madhya Pradesh - PATHARIYA	GANESH PRASAD PATEL	Gondvana Gantantra Party	718	16	
54	Madhya Pradesh - PATHARIYA	GANESH AHIRWAR	Independent	617	17	
54	Madhya Pradesh - PATHARIYA	LAKHAN GOURAV KUSMARIA	Independent	590	18	
54	Madhya Pradesh - PATHARIYA	RAMKUMAR DUBEY	Independent	565	19	
54	Madhya Pradesh - PATHARIYA	RAMBHAI ROSHAN PATEL	Independent	517	20	
54	Madhya Pradesh - PATHARIYA	None of the Above	None of the Above	468	21	
54	Madhya Pradesh - PATHARIYA	LAKHAN BHAIYA	Independent	202	22	
55	Madhya Pradesh - DAMOH	RAHUL SINGH	Indian National Congress	78997	1	798
55	Madhya Pradesh - DAMOH	JAYANT MALAIYA	Bharatiya Janata Party	78199	2	798
55	Madhya Pradesh - DAMOH	KOMAL AHIRWAR	Bahujan Samaj Party	5460	3	
55	Madhya Pradesh - DAMOH	AARTI SINGH	Bhartiya Shakti Chetna Party	3443	4	
55	Madhya Pradesh - DAMOH	RAHUL SINGH	Independent	1755	5	
55	Madhya Pradesh - DAMOH	RAHUL YADAV	Independent	1570	6	
55	Madhya Pradesh - DAMOH	None of the Above	None of the Above	1299	7	
55	Madhya Pradesh - DAMOH	RIHANA SABBO BUA	Independent	1283	8	
55	Madhya Pradesh - DAMOH	DR. RAMKRISHNA KUSMARIA BABA JI	Independent	1133	9	
55	Madhya Pradesh - DAMOH	MANOJ DEVALIYA	Sapaks Party	774	10	
55	Madhya Pradesh - DAMOH	RAHUL BHAIYA	Independent	376	11	
55	Madhya Pradesh - DAMOH	JUJAR ALI	Gondvana Gantantra Party	366	12	
55	Madhya Pradesh - DAMOH	BHAGWAN DAS	Independent	282	13	
55	Madhya Pradesh - DAMOH	RAMRATAN PATEL	Rashtriya Lok Samta Party	246	14	
55	Madhya Pradesh - DAMOH	BALRAM SINGH	Independent	189	15	
56	Madhya Pradesh - JABERA	DHARMENDRA BHAV SINGH LODHI	Bharatiya Janata Party	48901	1	3485
56	Madhya Pradesh - JABERA	PRATAP SINGH	Indian National Congress	45416	2	3485
56	Madhya Pradesh - JABERA	RAGHVENDRA SINGH (RISHI BHAIYA)	Independent	21751	3	
56	Madhya Pradesh - JABERA	ADITYA RATNESH SOLOMON	Independent	13015	4	
56	Madhya Pradesh - JABERA	ARVIND PRATAP SINGH JUDEV	Gondvana Gantantra Party	10490	5	
56	Madhya Pradesh - JABERA	DELAN SINGH DHURVE	Bahujan Samaj Party	10355	6	
56	Madhya Pradesh - JABERA	ASHISH SHUKLA "RAJU BHAIYA"	Bhartiya Shakti Chetna Party	8444	7	
56	Madhya Pradesh - JABERA	UTTAM BHAIYA	Independent	3039	8	
56	Madhya Pradesh - JABERA	None of the Above	None of the Above	2264	9	
56	Madhya Pradesh - JABERA	BASANT RAI	Aam Aadmi Party	1475	10	
56	Madhya Pradesh - JABERA	DEVI SINGH/MAKHUN SINGH	Independent	1337	11	
56	Madhya Pradesh - JABERA	KESHAV PRASAD	Independent	1042	12	
56	Madhya Pradesh - JABERA	SEETARAM SINGH KULASTE	Bahujan Mukti Party	481	13	
56	Madhya Pradesh - JABERA	VEERANDRA DUBEY	Sarvadharam Party (Madhya Pradesh)	328	14	
57	Madhya Pradesh - HATTA	PURUSOTTAM/RAMKALI TANTUWAY HATTA	Bharatiya Janata Party	76607	1	19905
57	Madhya Pradesh - HATTA	HARISHANKAR CHOUDHRI	Indian National Congress	56702	2	19905
57	Madhya Pradesh - HATTA	PRADEEP KHATIK	Independent	10011	3	
57	Madhya Pradesh - HATTA	OMVATI ATHYA	Bhartiya Shakti Chetna Party	4192	4	
57	Madhya Pradesh - HATTA	ROSHNI AHIRWAR(CHANDRAKAR)	Bahujan Samaj Party	4047	5	
57	Madhya Pradesh - HATTA	None of the Above	None of the Above	3327	6	
57	Madhya Pradesh - HATTA	AMOL CHOUDHRY	Rashtriya Lok Samta Party	2109	7	
57	Madhya Pradesh - HATTA	MUNNALAL KORI	Pichhara Samaj Party United	1264	8	
58	Madhya Pradesh - PAWAI	PRAHLAD LODHI	Bharatiya Janata Party	79647	1	23680
58	Madhya Pradesh - PAWAI	PANDIT MUKESH NAYAK	Indian National Congress	55967	2	23680
58	Madhya Pradesh - PAWAI	BHUWAN VIKRAM SINGH (KESHU BHAIYA RAJA)	Samajwadi Party	22384	3	
58	Madhya Pradesh - PAWAI	SITA RAM PATEL ADVOCATE	Bahujan Samaj Party	14381	4	
58	Madhya Pradesh - PAWAI	MAHIPAL SINGH	Gondvana Gantantra Party	9913	5	
58	Madhya Pradesh - PAWAI	ANIL TIWARI	Aam Aadmi Party	3846	6	
58	Madhya Pradesh - PAWAI	None of the Above	None of the Above	3789	7	
58	Madhya Pradesh - PAWAI	MANSUKH LAL	Independent	2275	8	
58	Madhya Pradesh - PAWAI	P. MUKESH	Independent	1863	9	
58	Madhya Pradesh - PAWAI	PRAKASH LODHI	Independent	1516	10	
58	Madhya Pradesh - PAWAI	RAJU PRASAD LODHI	Bhartiya Shakti Chetna Party	1243	11	
58	Madhya Pradesh - PAWAI	KAMLESH KUMAR GUPTA	Independent	1054	12	
58	Madhya Pradesh - PAWAI	BALMAN KUSHWAHA	Rashtriya Lok Samta Party	805	13	
58	Madhya Pradesh - PAWAI	KULDEEP TIWARI	Shiv Sena	792	14	
58	Madhya Pradesh - PAWAI	GANGARAM KUSHWAHA	Jan Adhikar Party	481	15	
59	Madhya Pradesh - GUNNOUR	SHIVDAYAL BAGRI	Indian National Congress	57658	1	1984
59	Madhya Pradesh - GUNNOUR	RAJESH KUMAR VERMA	Bharatiya Janata Party	55674	2	1984
59	Madhya Pradesh - GUNNOUR	JEEVANLAL SIDDHARTH	Bahujan Samaj Party	32793	3	
59	Madhya Pradesh - GUNNOUR	None of the Above	None of the Above	3734	4	
59	Madhya Pradesh - GUNNOUR	KHILAWAN PRASAD URF KHILLU	Sapaks Party	3700	5	
60	Madhya Pradesh - PANNA	BRIJENDRA PRATAP SINGH	Bharatiya Janata Party	68359	1	20708
60	Madhya Pradesh - PANNA	SHIVJEET SINGH "BHAIYA RAJA"	Indian National Congress	47651	2	20708
60	Madhya Pradesh - PANNA	ANUPAMA CHARAN SINGH YADAV	Bahujan Samaj Party	22818	3	
60	Madhya Pradesh - PANNA	LODHI MAHENDRA PAL VERMA	Jan Adhikar Party	10973	4	
60	Madhya Pradesh - PANNA	PAHALWAN DASRATH SINGH YADAV	Samajwadi Party	3291	5	
60	Madhya Pradesh - PANNA	RAM BHAGAT PATEL	Independent	3253	6	
60	Madhya Pradesh - PANNA	SHALIGRAM PANDEY	Sapaks Party	1743	7	
60	Madhya Pradesh - PANNA	RAM BIHARI GOSWAMI PATRKAR	Independent	1734	8	
60	Madhya Pradesh - PANNA	UDAYA AATMANAND JI	Independent	1590	9	
60	Madhya Pradesh - PANNA	PRAMOD KUMAR SEN	Independent	1452	10	
60	Madhya Pradesh - PANNA	ADVOCATE PRAMOD KUMAR SINGH	Independent	1049	11	
60	Madhya Pradesh - PANNA	NEELAM W/O KAMLESH KEWAT	Rashtriya mahan Gantantra Party	933	12	
60	Madhya Pradesh - PANNA	IKRAM	Independent	879	13	
60	Madhya Pradesh - PANNA	VISHNU	Independent	728	14	
60	Madhya Pradesh - PANNA	None of the Above	None of the Above	680	15	
60	Madhya Pradesh - PANNA	LOKPAL SINGH	Independent	640	16	
60	Madhya Pradesh - PANNA	SADHU SINGH	Independent	613	17	
60	Madhya Pradesh - PANNA	ANKIT RAI	Independent	576	18	
60	Madhya Pradesh - PANNA	PUSHPENDARA PAYASI	Brihattar Bharat Prajatantra Sewa Party	520	19	
60	Madhya Pradesh - PANNA	PARAMLAL AHIRWAR	Aam Aadmi Party	507	20	
61	Madhya Pradesh - CHITRAKOOT	NEELANSHU CHATURVEDI	Indian National Congress	58465	1	10198
61	Madhya Pradesh - CHITRAKOOT	SURENDRA SINGH GAHARWAR	Bharatiya Janata Party	48267	2	10198
61	Madhya Pradesh - CHITRAKOOT	RAVENDRA SINGH PATWARI	Bahujan Samaj Party	24010	3	
61	Madhya Pradesh - CHITRAKOOT	BRIJESH PRATAP SINGH	Independent	1791	4	
61	Madhya Pradesh - CHITRAKOOT	ABHAY LAL YADAV	Independent	1339	5	
61	Madhya Pradesh - CHITRAKOOT	AJAY URF GOLU GARG BARAUNDHA	Independent	1098	6	
61	Madhya Pradesh - CHITRAKOOT	AWADH BIHARI MISHRA	Independent	1064	7	
61	Madhya Pradesh - CHITRAKOOT	BHAI PUSHPRAJ KUSHAWAHA	Jan Adhikar Party	887	8	
61	Madhya Pradesh - CHITRAKOOT	RAJKUMARI MISHRA (MOTI LAL MISHRA )	Independent	881	9	
61	Madhya Pradesh - CHITRAKOOT	RAJARAM SINGH GOND	All India Forward Bloc	832	10	
61	Madhya Pradesh - CHITRAKOOT	VIDHYA SHANKAR	Sapaks Party	511	11	
61	Madhya Pradesh - CHITRAKOOT	None of the Above	None of the Above	449	12	
61	Madhya Pradesh - CHITRAKOOT	RAMDEEN SATNAMI	Independent	443	13	
61	Madhya Pradesh - CHITRAKOOT	VISHWANATH GUPTA	Sarva Samaj Kalyan Party	432	14	
61	Madhya Pradesh - CHITRAKOOT	RAMA BHAIYA	Rashtriya mahan Gantantra Party	388	15	
61	Madhya Pradesh - CHITRAKOOT	RAMCHANDRA	Independent	385	16	
61	Madhya Pradesh - CHITRAKOOT	RAJVANT SINGH (RAJU)	Aam Aadmi Party	374	17	
61	Madhya Pradesh - CHITRAKOOT	SHRIPAL PAL	Independent	367	18	
61	Madhya Pradesh - CHITRAKOOT	BIPIN KUMAR PANDEY	Bharatiya Jan Morcha Party	365	19	
61	Madhya Pradesh - CHITRAKOOT	RAJ BAHADUR	Peoples Party of India (Democratic)	325	20	
61	Madhya Pradesh - CHITRAKOOT	MANORAJ DWIVEDI	Janata Congress	274	21	
62	Madhya Pradesh - RAIGAON	JUGUL KISHOR BAGRI	Bharatiya Janata Party	65910	1	17421
62	Madhya Pradesh - RAIGAON	KALPANA VERMA	Indian National Congress	48489	2	17421
62	Madhya Pradesh - RAIGAON	USHA CHAUDHARY	Bahujan Samaj Party	16677	3	
62	Madhya Pradesh - RAIGAON	DEVRAJ AHIRWAR	Independent	2319	4	
62	Madhya Pradesh - RAIGAON	DR. RAJENDRA KUMAR	Independent	1687	5	
62	Madhya Pradesh - RAIGAON	UPENDRA KUMAR DAHAYAT	Aam Aadmi Party	1578	6	
62	Madhya Pradesh - RAIGAON	SAVITRI ARJUN SINGH	Independent	1503	7	
62	Madhya Pradesh - RAIGAON	DHARBENDRA RAM NARESH CHAUDHARY	Independent	1416	8	
62	Madhya Pradesh - RAIGAON	BIMALA BAGRI - DHIRENDRA SINGH DHIRU	Sapaks Party	1181	9	
62	Madhya Pradesh - RAIGAON	ADVOCATE RAJ BAHADUR BAGRI	Independent	1163	10	
62	Madhya Pradesh - RAIGAON	None of the Above	None of the Above	1084	11	
62	Madhya Pradesh - RAIGAON	AVINASH KUMAR (JEETU)	Independent	657	12	
62	Madhya Pradesh - RAIGAON	GYANENDRA ARYA (SUNIL)	Rashtravadi Party (Bharat)	502	13	
62	Madhya Pradesh - RAIGAON	BACHCHA KANJAR	Jan Adhikar Party	481	14	
62	Madhya Pradesh - RAIGAON	SANTOSH KUMAR PRAJAPATI	Peoples Party of India (Democratic)	427	15	
62	Madhya Pradesh - RAIGAON	RAM VISHWAS PRAJAPATI	Gondvana Gantantra Party	348	16	
62	Madhya Pradesh - RAIGAON	RAM CHARIT VARMA	Bahujan Sangharshh Dal	334	17	
62	Madhya Pradesh - RAIGAON	RAJENDRA PRASAD VARMA	Apna Dal (Soneylal)	302	18	
63	Madhya Pradesh - SATNA	DABBU SIDDHARTH SUKHLAL KUSHWAHA	Indian National Congress	60105	1	12558
63	Madhya Pradesh - SATNA	SHANKARLAL TIWARI	Bharatiya Janata Party	47547	2	12558
63	Madhya Pradesh - SATNA	PUSHKAR SINGH TOMAR	Bahujan Samaj Party	35064	3	
63	Madhya Pradesh - SATNA	RAMORAM GUPTA	Sapaks Party	7984	4	
63	Madhya Pradesh - SATNA	PHOUJI SANDEEP BABA	Rashtravadi Party (Bharat)	1109	5	
63	Madhya Pradesh - SATNA	None of the Above	None of the Above	973	6	
63	Madhya Pradesh - SATNA	VIJAY VISHWAKARMA EX.ARMY	Independent	928	7	
63	Madhya Pradesh - SATNA	NISHANT SHRIVASTAVA	Aam Aadmi Party	864	8	
63	Madhya Pradesh - SATNA	SHASHANK SINGH	Anarakshit Samaj Party	759	9	
63	Madhya Pradesh - SATNA	ANIL KEWAT	Adhikar Vikas Party	678	10	
63	Madhya Pradesh - SATNA	SUDEEP SHUKLA (PINKU) (DEAF)	Apna Dal (Soneylal)	613	11	
63	Madhya Pradesh - SATNA	NANDLAL SAHU	Akhil Bharat Hindu Mahasabha	506	12	
63	Madhya Pradesh - SATNA	AKBAR MASTAN KHAN	Independent	460	13	
63	Madhya Pradesh - SATNA	RAKESH GARG (KHUTHA)	Shiv Sena	396	14	
63	Madhya Pradesh - SATNA	KRISHAN KUMAR DWIVEDI( LALLU BADGHIYA)	Independent	322	15	
63	Madhya Pradesh - SATNA	SHYAMA AHIRWAR (SHYAMLAL SAKET)	Independent	308	16	
63	Madhya Pradesh - SATNA	SHOBHIT KUMAR PANDEY	Independent	275	17	
63	Madhya Pradesh - SATNA	JITENDRA KUMAR ROY	Janata Congress	273	18	
63	Madhya Pradesh - SATNA	JITENDRA SINGH (JITTU)	Independent	259	19	
63	Madhya Pradesh - SATNA	RASHMI	Independent	237	20	
63	Madhya Pradesh - SATNA	JAGJEEVANRAM (J.J.KALAKAR)	Bahujan Sangharshh Dal	221	21	
63	Madhya Pradesh - SATNA	ENGINEER AKASH JAISWAL	Peoples Party of India (Democratic)	220	22	
63	Madhya Pradesh - SATNA	LAL PRAMOD SINGH	Sarvadharam Party (Madhya Pradesh)	215	23	
63	Madhya Pradesh - SATNA	NIRMALA TIWARI	Bhartiya Shakti Chetna Party	179	24	
63	Madhya Pradesh - SATNA	RAJENDRA KUMAR VERMA	Independent	162	25	
63	Madhya Pradesh - SATNA	SHIVVARAN"G" BAGHA	Independent	148	26	
63	Madhya Pradesh - SATNA	RAMSAJJAN MALLAH	Independent	137	27	
63	Madhya Pradesh - SATNA	VINOD GUPTA	Independent	128	28	
63	Madhya Pradesh - SATNA	TRIBHUWAN PRASAD PANDEY	Independent	126	29	
63	Madhya Pradesh - SATNA	RABIA KHAN	Independent	125	30	
63	Madhya Pradesh - SATNA	NAUSHAD HUSSAIN (MUNNA BABU)	Independent	66	31	
64	Madhya Pradesh - NAGOD	NAGENDRA SINGH	Bharatiya Janata Party	54637	1	1234
64	Madhya Pradesh - NAGOD	YADVENDRA SINGH	Indian National Congress	53403	2	1234
64	Madhya Pradesh - NAGOD	DR. RASHMI SINGH ARUNENDRA SINGH	Independent	25700	3	
64	Madhya Pradesh - NAGOD	ADV. RAMBIHARI	Bahujan Samaj Party	22428	4	
64	Madhya Pradesh - NAGOD	None of the Above	None of the Above	2301	5	
64	Madhya Pradesh - NAGOD	RAMSAJEEVAN KOL	Gondvana Gantantra Party	1934	6	
64	Madhya Pradesh - NAGOD	PREMLAL	Independent	1242	7	
64	Madhya Pradesh - NAGOD	VIVEK SINGH LODHI	Aam Aadmi Party	1172	8	
64	Madhya Pradesh - NAGOD	AVADHRAJ SINGH	Independent	972	9	
64	Madhya Pradesh - NAGOD	PRASANNA PRATAP SINGH	Independent	943	10	
64	Madhya Pradesh - NAGOD	BIRENDRA BHAI PATEL	Samajwadi Party	912	11	
64	Madhya Pradesh - NAGOD	SUNEEL KUMAR SONU BHAIYA	Sapaks Party	810	12	
64	Madhya Pradesh - NAGOD	GAJENDRA SINGH LODHI	Pichhara Samaj Party United	487	13	
64	Madhya Pradesh - NAGOD	SANT KUMAR GUPTA (PAPPU BHAIYA)	Bhartiya Shakti Chetna Party	424	14	
64	Madhya Pradesh - NAGOD	RAJENDRA JAISWAL	Peoples Party of India (Democratic)	357	15	
64	Madhya Pradesh - NAGOD	PHOOLAN DEVI BAGARI	Akhil Bhartiya Apna Dal	272	16	
65	Madhya Pradesh - MAIHAR	NARAYAN TRIPATHI	Bharatiya Janata Party	54877	1	2984
65	Madhya Pradesh - MAIHAR	SHRIKANT CHATURVEDI	Indian National Congress	51893	2	2984
65	Madhya Pradesh - MAIHAR	MANISH PATEL	Gondvana Gantantra Party	33397	3	
65	Madhya Pradesh - MAIHAR	NAGENDRA SINGH (LALLU PATEL)	Bahujan Samaj Party	18418	4	
65	Madhya Pradesh - MAIHAR	RAMNIWAS URMALIYA	Samajwadi Party	11202	5	
65	Madhya Pradesh - MAIHAR	None of the Above	None of the Above	2166	6	
65	Madhya Pradesh - MAIHAR	ER. PUSHPENDRA SINGH	Aam Aadmi Party	1795	7	
65	Madhya Pradesh - MAIHAR	NOOR MOHAMMAD URF KALLU BHAI	Independent	1580	8	
65	Madhya Pradesh - MAIHAR	SHIVAM PANDEY URF SHIBBU	Sampoorna Samaj Party	1424	9	
65	Madhya Pradesh - MAIHAR	RAMNIVAS KUSHWAHA	Bhartiya Shakti Chetna Party	1335	10	
65	Madhya Pradesh - MAIHAR	KAMTA PRASAD LODHI	Pichhara Samaj Party United	971	11	
65	Madhya Pradesh - MAIHAR	VIPIN KUMAR PANDEY	Madhya Pradesh Jan Vikas Party	906	12	
65	Madhya Pradesh - MAIHAR	RAJESH KUMAR GAUTAM	Shiv Sena	755	13	
65	Madhya Pradesh - MAIHAR	VIJAY KUMAR BHATT	Sapaks Party	613	14	
65	Madhya Pradesh - MAIHAR	GORELAL KOL	All India Forward Bloc	586	15	
66	Madhya Pradesh - AMARPATAN	RAMKHELAWAN PATEL	Bharatiya Janata Party	59836	1	3747
66	Madhya Pradesh - AMARPATAN	DR. RAJENDRA KUMAR SINGH "DADA BHAI"	Indian National Congress	56089	2	3747
66	Madhya Pradesh - AMARPATAN	CHHANGELAL KOL	Bahujan Samaj Party	37918	3	
66	Madhya Pradesh - AMARPATAN	None of the Above	None of the Above	2380	4	
66	Madhya Pradesh - AMARPATAN	OM PRAKASH GAUTAM	Independent	1908	5	
66	Madhya Pradesh - AMARPATAN	RAJIV LOCHAN TIWARI	Independent	1625	6	
66	Madhya Pradesh - AMARPATAN	AMIT KUMAR TIWARI	Samajwadi Party	1495	7	
66	Madhya Pradesh - AMARPATAN	COM. RAJDHANI SINGH	Communist Party of India	1427	8	
66	Madhya Pradesh - AMARPATAN	JITENDRA CHAURASIYA	Aam Aadmi Party	899	9	
66	Madhya Pradesh - AMARPATAN	MO. HABEB	Apna Dal (Soneylal)	794	10	
66	Madhya Pradesh - AMARPATAN	DR. SANTOSH KUMAR GUPTA	Gondvana Gantantra Party	750	11	
66	Madhya Pradesh - AMARPATAN	ER. VIRENDRA KUMAR PATEL	Independent	612	12	
