Constituency No.	Constituency Name	Candidate Name	Party	Votes Polled	Position	Win/Lose Margin
1	Karnataka - Nippani	JOLLE SHASHIKALA ANNASAHEB	Bharatiya Janata Party	87006	1	8506
1	Karnataka - Nippani	KAKASO PANDURANG PATIL	Indian National Congress	78500	2	8506
1	Karnataka - Nippani	KAMAT RAMESH ISHWAR	Bahujan Samaj Party	2476	3	
1	Karnataka - Nippani	None of the Above	None of the Above	1447	4	
1	Karnataka - Nippani	ROHINI SHRIMANT DIXIT	All India Mahila Empowerment Party	1353	5	
1	Karnataka - Nippani	SHARAD RAMAGONDA PATIL	Independent	525	6	
1	Karnataka - Nippani	JAYARAM PARASHARAM MIRAJAKARKAKA	Independent	270	7	
1	Karnataka - Nippani	SAMBHAJI BAPUSO THORAVAT	Independent	266	8	
1	Karnataka - Nippani	VIJAYLAKSHMI APPASAHEB KURANE	Bharatiya Republican Paksha	165	9	
1	Karnataka - Nippani	SACHIN KALLAPPA MADHALE	Bahujan Mukti Party	133	10	
1	Karnataka - Nippani	ANIL SHIVAJI KAMATE	Independent	110	11	
2	Karnataka - Chikkodi-Sadalga	GANESH PRAKASH HUKKERI	Indian National Congress	91467	1	10569
2	Karnataka - Chikkodi-Sadalga	ANNASAHEB SHANKAR JOLLE	Bharatiya Janata Party	80898	2	10569
2	Karnataka - Chikkodi-Sadalga	SADASHIVAPPA MARUTI WALKE	Bahujan Samaj Party	2935	3	
2	Karnataka - Chikkodi-Sadalga	None of the Above	None of the Above	1363	4	
2	Karnataka - Chikkodi-Sadalga	ANNAPURNA CHANNAPPA ASURKAR	All India Mahila Empowerment Party	794	5	
2	Karnataka - Chikkodi-Sadalga	SOMANATH GANGAYYA HIREMATH	Independent	734	6	
2	Karnataka - Chikkodi-Sadalga	SUNIL ANNASAB K.KHOT	Independent	282	7	
2	Karnataka - Chikkodi-Sadalga	MOHAN GURAPPA MOTANNAVAR	Independent	244	8	
2	Karnataka - Chikkodi-Sadalga	APPASAHEB SHRIPATI KURANE	Bharatiya Republican Paksha	198	9	
2	Karnataka - Chikkodi-Sadalga	DADA VASANT PATIL	Independent	147	10	
2	Karnataka - Chikkodi-Sadalga	JITENDRA SUBHASH NERLE	Independent	139	11	
3	Karnataka - Athani	MAHESH IRANAGOUDA KUMATHALLI	Indian National Congress	82094	1	2331
3	Karnataka - Athani	LAXMAN SANGAPPA SAVADI	Bharatiya Janata Party	79763	2	2331
3	Karnataka - Athani	GIRISH KEDAREPPA BUTALI	Janata Dal (Secular)	3381	3	
3	Karnataka - Athani	MAHAVEER DASHARATH MANOJI	All India Mahila Empowerment Party	912	4	
3	Karnataka - Athani	RAJESH BABU SHINGE	Independent	880	5	
3	Karnataka - Athani	None of the Above	None of the Above	842	6	
3	Karnataka - Athani	NINGAPPA SUBHAS GURAV	Praja Parivartan Party	827	7	
3	Karnataka - Athani	SHIVAMALLAPPA BASAPPA KULALI	Independent	725	8	
3	Karnataka - Athani	ARJUN BHAGAVANT PATIL	Independent	541	9	
3	Karnataka - Athani	MEHABUB ASLAM SHAIKH	Bahujan Mukti Party	210	10	
3	Karnataka - Athani	VITTHAL NINGAPPA PUJARI	Namma Congress	207	11	
3	Karnataka - Athani	BASAPPA KALLAPPA HANCHINAL	Hindustan Janta Party	183	12	
4	Karnataka - Kagwad	SHRIMANT BALASAHEB PATIL	Indian National Congress	83060	1	32942
4	Karnataka - Kagwad	BHARAMAGOUDA ALAGOUDA KAGE	Bharatiya Janata Party	50118	2	32942
4	Karnataka - Kagwad	KALLAPPA PARIS MAGENNAVAR	Janata Dal (Secular)	7337	3	
4	Karnataka - Kagwad	DIVAKAR RAMACHANDRA POTADAR	Sarva Janata Party	1004	4	
4	Karnataka - Kagwad	GANAPATI BHUTALI MOLEKAR	Independent	784	5	
4	Karnataka - Kagwad	None of the Above	None of the Above	754	6	
4	Karnataka - Kagwad	MURAGEPPA NINGAPPA DEVAREDDI	Independent	580	7	
4	Karnataka - Kagwad	BHIMAGOUDA SHANKAR KHOT	All India Mahila Empowerment Party	533	8	
4	Karnataka - Kagwad	SANJAY HONAKHANDE	Jana Samanyara Party (Karnataka)	305	9	
4	Karnataka - Kagwad	SAROJANI-AKKA M ARAGE	Janahitha Paksha	279	10	
4	Karnataka - Kagwad	BAHUSAB ASHOK NAIK URF DAVALE	Indian New Congress Party	257	11	
4	Karnataka - Kagwad	BALASAHEB RAVSAHEB RAO	Aam Aadmi Party	243	12	
4	Karnataka - Kagwad	SACHIN ALAGURE	Bharatiya Republican Paksha	210	13	
4	Karnataka - Kagwad	NASIRKHAN GAJIMAMMAD PATHAN	Republican Party of India (A)	150	14	
4	Karnataka - Kagwad	DR. RIZWAN BALEKUNDARI	Bahujan Mukti Party	121	15	
5	Karnataka - Kudachi	P.RAJEEV	Bharatiya Janata Party	67781	1	15008
5	Karnataka - Kudachi	AMIT SHAMA GHATAGE	Indian National Congress	52773	2	15008
5	Karnataka - Kudachi	SURESH GURAPPA TALAWAR	Independent	6731	3	
5	Karnataka - Kudachi	AIHOLE RAJENDRA ANNAPPA	Janata Dal (Secular)	1532	4	
5	Karnataka - Kudachi	SANGEETA GAJENDRA KAMBLE	Independent	1105	5	
5	Karnataka - Kudachi	SANJEEV BASAPPA KAMBALE	Independent	1045	6	
5	Karnataka - Kudachi	RAMAPPA BHARAMAPPA BHAJANTRI	Independent	1004	7	
5	Karnataka - Kudachi	RODKAR YOGESH PANDURANG	Independent	787	8	
5	Karnataka - Kudachi	ASHOK TAMMANNA GUPTE	Independent	680	9	
5	Karnataka - Kudachi	SADASHIV C. MANG	Ambedkar Samaj Party	634	10	
5	Karnataka - Kudachi	AJJAPPAGOL KIRAN MAHADEV	Janahitha Paksha	368	11	
5	Karnataka - Kudachi	None of the Above	None of the Above	348	12	
5	Karnataka - Kudachi	PARSHURAM V. SHINDE	Republican Party of India (A)	298	13	
5	Karnataka - Kudachi	ANNAPPA S. AIGALI	Indian New Congress Party	297	14	
5	Karnataka - Kudachi	K. NARASAPPA	Independent	246	15	
5	Karnataka - Kudachi	THAVARASING R. RATHOD	Shivsena	227	16	
5	Karnataka - Kudachi	ASODE JANGLU SATTYAPPA	Independent	218	17	
5	Karnataka - Kudachi	DR. JASMIN SALEEM ALASE	Independent	201	18	
5	Karnataka - Kudachi	RAJU APPASAHEB NIPPANIKAR	Bharatiya Republican Paksha	194	19	
5	Karnataka - Kudachi	SURENDRA UGARE	Bahujan Mukti Party	184	20	
6	Karnataka - Raybag	AIHOLE DURYODHAN MAHALINGAPPA	Bharatiya Janata Party	67502	1	16548
6	Karnataka - Raybag	PRADEEPKUMAR RAMU MALAGE	Indian National Congress	50954	2	16548
6	Karnataka - Raybag	MAHAVEER MOHITE	Independent	24627	3	
6	Karnataka - Raybag	DR.RAJEEV KAMBLE	Bahujan Samaj Party	1724	4	
6	Karnataka - Raybag	None of the Above	None of the Above	1184	5	
6	Karnataka - Raybag	RAMANNA DATTU PATROT	Independent	677	6	
6	Karnataka - Raybag	ASHOK NILAPPA DANDINNAVAR	Independent	642	7	
6	Karnataka - Raybag	NILAPPA KASHAPPA GEBADYAGOL	Nationalist Congress Party	617	8	
6	Karnataka - Raybag	PRABHAKAR H GAGGARI	Independent	503	9	
6	Karnataka - Raybag	TYAGARAJ P. KADAM	Karnataka Rajya Ryota Sangha	366	10	
6	Karnataka - Raybag	SANADI BHIMASHEN	Independent	349	11	
6	Karnataka - Raybag	KEMPAYYA MALLAYYA HIREMATH	Independent	339	12	
6	Karnataka - Raybag	ANANTKUMAR Y. BYAKUD	Independent	271	13	
6	Karnataka - Raybag	HOSAMANI SURESH B	Shivsena	234	14	
6	Karnataka - Raybag	PRAKASH KALLAPPA MAISHALE	Bharatiya Prajagala Kalyana Paksha	217	15	
6	Karnataka - Raybag	MANJULA VASANT ASODE	Republican Party of India (A)	193	16	
7	Karnataka - Hukkeri	UMESH VISHWANATH KATTI	Bharatiya Janata Party	83588	1	15385
7	Karnataka - Hukkeri	APPAYYAGOUDA BASAGOUDA PATIL	Indian National Congress	68203	2	15385
7	Karnataka - Hukkeri	None of the Above	None of the Above	1830	3	
7	Karnataka - Hukkeri	MALLIKARJUN BABAGOUD PATIL	Janata Dal (Secular)	1426	4	
7	Karnataka - Hukkeri	SANJEEV B MAGADUM	Independent	1064	5	
7	Karnataka - Hukkeri	SUBASH BABU KASARAKAR	Shivsena	413	6	
7	Karnataka - Hukkeri	SHAHJAHAN ABDULKHADAR BHADAGAVI	Independent	360	7	
7	Karnataka - Hukkeri	RAMAPPA MALLAPPA KURABETI	Independent	261	8	
7	Karnataka - Hukkeri	IMAMHUSAIN PEERZADE	Independent	236	9	
7	Karnataka - Hukkeri	RAMACHANDRA GURUSIDDAPPA KAMMAR	Nationalist Congress Party	214	10	
7	Karnataka - Hukkeri	H.GIRIRAJA	Independent	171	11	
7	Karnataka - Hukkeri	NAZIRAHMED DASTGEERSAB MULLA	Independent	121	12	
8	Karnataka - Arabhavi	BALACHANDRA LAKSHMANARAO JARAKIHOLI	Bharatiya Janata Party	96144	1	47328
8	Karnataka - Arabhavi	BHIMAPPA GUNDAPPA GADAD	Janata Dal (Secular)	48816	2	47328
8	Karnataka - Arabhavi	ARVIND MAHADEVRAO DALWAI	Indian National Congress	23253	3	
8	Karnataka - Arabhavi	CHUNAPPA UDDAPPA PUJERI	Independent	2962	4	
8	Karnataka - Arabhavi	ASHOK P HANAJI	Sarva Janata Party	1745	5	
8	Karnataka - Arabhavi	None of the Above	None of the Above	1398	6	
8	Karnataka - Arabhavi	BHIMAPPA SIDDAPPA NAIK	Independent	1161	7	
8	Karnataka - Arabhavi	SHANKARGOUDA NINGANNGOUDA PADESUR	All India Mahila Empowerment Party	830	8	
8	Karnataka - Arabhavi	LAXMAN BASAPPA TOLI	Shivsena	627	9	
9	Karnataka - Gokak	JARKIHOLI RAMESH LAXMANRAO	Indian National Congress	90249	1	14280
9	Karnataka - Gokak	ASHOK NINGAYYASWAMI PUJARI	Bharatiya Janata Party	75969	2	14280
9	Karnataka - Gokak	None of the Above	None of the Above	2121	3	
9	Karnataka - Gokak	KAREPPA LAKKAPPA TALAWAR	Janata Dal (Secular)	1553	4	
9	Karnataka - Gokak	PARAVIN JABBAR TAMBULE	All India Mahila Empowerment Party	1477	5	
9	Karnataka - Gokak	SHRINATH BALAPPA KAULAGI	Independent	923	6	
9	Karnataka - Gokak	SURESH BABURAO PATIL	Independent	656	7	
9	Karnataka - Gokak	RIYAZAHMED ABDULKHADAR PATAD	Independent	360	8	
9	Karnataka - Gokak	HIDAKAL IMAMASAB HUSENASAB	Independent	357	9	
9	Karnataka - Gokak	BABU MITTUSAB PHANIBAND	Independent	315	10	
10	Karnataka - Yemkanmardi	SATISH. L. JARKIHOLI	Indian National Congress	73512	1	2850
10	Karnataka - Yemkanmardi	ASTAGI MARUTI MALLAPPA	Bharatiya Janata Party	70662	2	2850
10	Karnataka - Yemkanmardi	SHANKAR BHARAMA GASTI	Janata Dal (Secular)	1837	3	
10	Karnataka - Yemkanmardi	None of the Above	None of the Above	1702	4	
10	Karnataka - Yemkanmardi	DR: YALGUND BASANAIK NAIK	Karnataka Jantha Paksha	1299	5	
10	Karnataka - Yemkanmardi	BHIMASHI SIDDAPPA NAIK	Independent	520	6	
11	Karnataka - Belgaum Uttar	ANIL S BENAKE	Bharatiya Janata Party	79060	1	17267
11	Karnataka - Belgaum Uttar	FAIROZ NURUDDIN SAITH	Indian National Congress	61793	2	17267
11	Karnataka - Belgaum Uttar	BALASAHEB SHIVAJIRAV KAKATKAR	Independent	1869	3	
11	Karnataka - Belgaum Uttar	None of the Above	None of the Above	1361	4	
11	Karnataka - Belgaum Uttar	ASHFAQ AHMED MADAKI	Janata Dal (Secular)	1143	5	
11	Karnataka - Belgaum Uttar	SANTOSH BAVADEKAR	Independent	472	6	
11	Karnataka - Belgaum Uttar	RAHIM DODDAMANI	Nationalist Congress Party	353	7	
11	Karnataka - Belgaum Uttar	SUVARNA P DODAMANI	Samanya Janatha Party (Loktantrik)	263	8	
11	Karnataka - Belgaum Uttar	SAMBHAJI LAXMAN PATIL	Independent	249	9	
11	Karnataka - Belgaum Uttar	AHMAR ABDULSATTAR GOVE	All India Mahila Empowerment Party	168	10	
11	Karnataka - Belgaum Uttar	MAGADUM GOUSMOHIUDDIN ISMAILMAGADUM	Independent	161	11	
11	Karnataka - Belgaum Uttar	KURSHIDBANU ASLAM NADAF	Ambedkar Samaj Party	137	12	
11	Karnataka - Belgaum Uttar	NADAF FAKARUSAB HASANSAB	Aam Aadmi Party	111	13	
11	Karnataka - Belgaum Uttar	K SANTOSH KUMAR	BhartiyaBahujanKranti Dal	104	14	
11	Karnataka - Belgaum Uttar	GANESH PRAKASH SINGANNAVAR	Republican Party of India	94	15	
11	Karnataka - Belgaum Uttar	MOHAMMEDRASUL BEPARI	Namma Congress	88	16	
12	Karnataka - Belgaum Dakshin	ABHAY PATIL	Bharatiya Janata Party	84498	1	58692
12	Karnataka - Belgaum Dakshin	M D LAKSHMINARAYAN (ANNAYYA)	Indian National Congress	25806	2	58692
12	Karnataka - Belgaum Dakshin	PRAKASH APPAJI MARAGALE	Independent	21537	3	
12	Karnataka - Belgaum Dakshin	KIRAN KRISHNA SAYNAK	Independent	8295	4	
12	Karnataka - Belgaum Dakshin	None of the Above	None of the Above	1474	5	
12	Karnataka - Belgaum Dakshin	N. S. SHANKARACHARYA	Independent	1392	6	
12	Karnataka - Belgaum Dakshin	CHANGADEV KUGAJI @ MAHESH KUGAJI	Janata Dal (Secular)	940	7	
12	Karnataka - Belgaum Dakshin	VARDHMAN DEVENDRA GANGAI	Independent	932	8	
12	Karnataka - Belgaum Dakshin	MAHANTESH B.RANAGATTIMATH	All India Mahila Empowerment Party	613	9	
12	Karnataka - Belgaum Dakshin	SUJIT MADIWALAPPA MULGUND	Independent	531	10	
12	Karnataka - Belgaum Dakshin	SNEHA N.CHODANKAR	Ambedkar Samaj Party	199	11	
12	Karnataka - Belgaum Dakshin	VINAYAK KASHINATH JADHAV	Independent	180	12	
12	Karnataka - Belgaum Dakshin	SADANAND R. METRI	Aam Aadmi Party	180	13	
12	Karnataka - Belgaum Dakshin	ANITA SHANKAR DODAMANI	Independent	138	14	
13	Karnataka - Belgaum Rural	LAXMI R HEBBALKAR	Indian National Congress	102040	1	51724
13	Karnataka - Belgaum Rural	SANJAY B PATIL	Bharatiya Janata Party	50316	2	51724
13	Karnataka - Belgaum Rural	KINEKAR MANOHAR KALLAPPA	Independent	23776	3	
13	Karnataka - Belgaum Rural	PATIL SHIVANAGOUDA S	Janata Dal (Secular)	3794	4	
13	Karnataka - Belgaum Rural	None of the Above	None of the Above	1958	5	
13	Karnataka - Belgaum Rural	MOHAN YALLAPPA MORE	Independent	925	6	
13	Karnataka - Belgaum Rural	RAJANEESH ACHARYA	Independent	898	7	
13	Karnataka - Belgaum Rural	MOHAN REMAJI BELGUNDKAR	Independent	694	8	
13	Karnataka - Belgaum Rural	LAXMAN SIDDAPPA BOMMANNAVAR	Republican Party of India (A)	546	9	
13	Karnataka - Belgaum Rural	SATISH B GUDAGENATTI	Independent	533	10	
13	Karnataka - Belgaum Rural	ANWAR K JAMADAR	All India Mahila Empowerment Party	517	11	
13	Karnataka - Belgaum Rural	SADANAND GANAPAT BHATKANDE	Rashtriya Samaj Paksha	218	12	
13	Karnataka - Belgaum Rural	MAHAMADRAFIK MULLA	Independent	204	13	
14	Karnataka - Khanapur	DR. ANJALI HEMANT NIMBALKAR	Indian National Congress	36649	1	5133
14	Karnataka - Khanapur	VITHAL HALAGEKAR	Bharatiya Janata Party	31516	2	5133
14	Karnataka - Khanapur	BAGWAN NASIR PAPULSAB	Janata Dal (Secular)	27272	3	
14	Karnataka - Khanapur	ARVIND CHANDRAKANT PATIL	Independent	26613	4	
14	Karnataka - Khanapur	VILAS KRISHNA BELGAONKAR	Independent	17851	5	
14	Karnataka - Khanapur	JOTHIBA PRALHAD REMANI	Independent	5898	6	
14	Karnataka - Khanapur	KRISHNAJI PUNDALIK PATIL	Independent	2153	7	
14	Karnataka - Khanapur	None of the Above	None of the Above	1561	8	
14	Karnataka - Khanapur	YASHAVANTH THIMANNA NIPPANIKAR	Indian New Congress Party	1326	9	
14	Karnataka - Khanapur	SHRIKANT HANMANT BHAJANTRI	Independent	1171	10	
14	Karnataka - Khanapur	DESAI MEGHANA CHANDRAKANT	All India Mahila Empowerment Party	843	11	
14	Karnataka - Khanapur	LAXMAN YALLAPPA BANNAR	Independent	798	12	
14	Karnataka - Khanapur	MAHADEV YALLAPPA SHINDOLKAR	Independent	568	13	
15	Karnataka - Kittur	DODDAGOUDAR MAHANTESH BASAVANTARAY	Bharatiya Janata Party	73155	1	32862
15	Karnataka - Kittur	INAMDAR DANAPPAGOUDA BASANAGOUDA	Indian National Congress	40293	2	32862
15	Karnataka - Kittur	BABASAHEB DEVANAGOUDA PATIL	Independent	25366	3	
15	Karnataka - Kittur	SURESH SHIVARUDRAPPA MARIHAL	Janata Dal (Secular)	3755	4	
15	Karnataka - Kittur	None of the Above	None of the Above	1456	5	
15	Karnataka - Kittur	RAGHAVENDRA VILAS NAIK	Independent	1137	6	
15	Karnataka - Kittur	BABU ABDULSAB HAAJI	Independent	723	7	
15	Karnataka - Kittur	TANGEVVA ADIVEPPA IRAGAR	All India Mahila Empowerment Party	686	8	
15	Karnataka - Kittur	SIDDAPPA BASAVANNEPPA DOLLIN	Namma Congress	663	9	
15	Karnataka - Kittur	MAHANTESH KRISHNA HOTAKAR	Indian New Congress Party	457	10	
15	Karnataka - Kittur	ANAND IRAPPA HAMPANNAVAR	Aam Aadmi Party	453	11	
15	Karnataka - Kittur	ASHOK BHEEMAPPA NAIK	Independent	368	12	
16	Karnataka - Bailhongal	KOUJALAGI. MAHANTESH. SHIVANAND.	Indian National Congress	47040	1	5122
16	Karnataka - Bailhongal	JAGDISH. CHANNAPPA METGUD	Independent	41918	2	5122
16	Karnataka - Bailhongal	VISHWANATH IRANAGOUDA PATIL	Bharatiya Janata Party	37498	3	
16	Karnataka - Bailhongal	SHANKAR. BHARAMAPPA. MADALAGI	Janata Dal (Secular)	13548	4	
16	Karnataka - Bailhongal	SUNIL. L. GUDDAKAYU.	Independent	1767	5	
16	Karnataka - Bailhongal	None of the Above	None of the Above	1352	6	
16	Karnataka - Bailhongal	DURAGAMMA BASAPPA YARAZARAVI	All India Mahila Empowerment Party	984	7	
16	Karnataka - Bailhongal	MAHADEV SOMAPPA. KARABASANNAVAR	Independent	693	8	
17	Karnataka - Saundatti yellamma	ANAND @ VISHWANATH CHANDRASHEKHAR MAMANI	Bharatiya Janata Party	62480	1	6291
17	Karnataka - Saundatti yellamma	ANAND CHOPRA	Independent	56189	2	6291
17	Karnataka - Saundatti yellamma	VISHWAS VASANT VAIDYA	Indian National Congress	30018	3	
17	Karnataka - Saundatti yellamma	SHAMEER KARIMBEG JAMADAR	All India Mahila Empowerment Party	970	4	
17	Karnataka - Saundatti yellamma	None of the Above	None of the Above	960	5	
17	Karnataka - Saundatti yellamma	DODDAGOUDA FAKIRGOUDA PATIL	Janata Dal (Secular)	758	6	
17	Karnataka - Saundatti yellamma	D.B.NAIK	Independent	701	7	
17	Karnataka - Saundatti yellamma	PANCHANAGOUDA KALLAPPA SANAGOUDRA	Samanya Janatha Party (Loktantrik)	616	8	
17	Karnataka - Saundatti yellamma	ISHWAR CHANNAPPA MELAGIRI	Janata Dal (United)	610	9	
17	Karnataka - Saundatti yellamma	ANGADI MAHESH GURAPPA	Nationalist Congress Party	405	10	
18	Karnataka - Ramdurg	MAHADEVAPPA SHIVALINGAPPA YADAWAD	Bharatiya Janata Party	68349	1	2875
18	Karnataka - Ramdurg	ASHOK MAHADEVAPPA PATTAN	Indian National Congress	65474	2	2875
18	Karnataka - Ramdurg	PANCHAKATTIMATH RAMESH CHANDRAYY	Independent	8427	3	
18	Karnataka - Ramdurg	JAVEEDSAB. M	Janata Dal (Secular)	2266	4	
18	Karnataka - Ramdurg	None of the Above	None of the Above	1704	5	
18	Karnataka - Ramdurg	GAIBU JAINEKHAN	Communist Party of India (Marxist)	1516	6	
18	Karnataka - Ramdurg	ANGADI SIDDAPPA MARITHAMMAPPA	Indian New Congress Party	925	7	
18	Karnataka - Ramdurg	MUKAPPA MUTHTHARI	Independent	637	8	
18	Karnataka - Ramdurg	SUDHIRA FAKIRAPPA SIDDANKOLLA	Independent	599	9	
18	Karnataka - Ramdurg	GHODAKE SUBHASHCHANDRA ASHOK	All India Mahila Empowerment Party	567	10	
18	Karnataka - Ramdurg	LAKKANNAVAR MANINGAPPA FAKIRAPPA	Independent	324	11	
18	Karnataka - Ramdurg	GADARAJ MARUTI BELUR	Independent	289	12	
18	Karnataka - Ramdurg	BHARATI SANGAMESH CHIKKANARAGUND	Independent	251	13	
19	Karnataka - Mudhol	GOVIND MAKTHAPPA KARAJOL	Bharatiya Janata Party	76431	1	15482
19	Karnataka - Mudhol	BANDIWADDAR SATISH CHINNAPPA	Indian National Congress	60949	2	15482
19	Karnataka - Mudhol	SHANKAR N NAYAK	Janata Dal (Secular)	4431	3	
19	Karnataka - Mudhol	BASAVANT LAXMAN KAMBALE	Karnataka Rajya Ryota Sangha	2088	4	
19	Karnataka - Mudhol	None of the Above	None of the Above	1608	5	
19	Karnataka - Mudhol	G F BADANURU	Independent	1081	6	
19	Karnataka - Mudhol	ARAVIND KAMBALE	Shivsena	887	7	
19	Karnataka - Mudhol	RAMESH GONYAGOL	Prabuddha Republican Party	315	8	
19	Karnataka - Mudhol	BHIMARAO KALAVVAGOL	Republican Party of India (A)	239	9	
20	Karnataka - Terdal	SIDDU SAVADI	Bharatiya Janata Party	87213	1	20889
20	Karnataka - Terdal	UMASHREE	Indian National Congress	66324	2	20889
20	Karnataka - Terdal	BASAPPA K KONNUR	Janata Dal (Secular)	12435	3	
20	Karnataka - Terdal	None of the Above	None of the Above	2012	4	
20	Karnataka - Terdal	GANGAPPA SHRISHAILAPPA METI	Karnataka Rajya Ryota Sangha	1262	5	
20	Karnataka - Terdal	R. VEERESH PRASAD (VEERESH NEKAR)	Namma Congress	1091	6	
20	Karnataka - Terdal	KALLAPPA RAMAPPA PICHELI	Independent	711	7	
20	Karnataka - Terdal	BASAVARAJ BHIMAPPA GAYAKWAD	Shivsena	357	8	
20	Karnataka - Terdal	JAVED INAMDAR	All India Mahila Empowerment Party	319	9	
20	Karnataka - Terdal	MOHAMMAD RAFIQBADASHA DOU	Bahujan Mukti Party	298	10	
20	Karnataka - Terdal	PRABHAKAR CHALWADI	Praja Parivartan Party	281	11	
20	Karnataka - Terdal	POOJA MALLAPPA BEVOOR	Bhaarateeya Janashakthi Congress	279	12	
20	Karnataka - Terdal	M M NADAF	Indian New Congress Party	264	13	
20	Karnataka - Terdal	MALAKAPPA KALLAPPA SAPTSAGR	Janahitha Paksha	194	14	
21	Karnataka - Jamkhandi	SIDDU BHIMAPPA NYAMGOUD	Indian National Congress	49245	1	2795
21	Karnataka - Jamkhandi	KULKARNI SHRIKANT SUBRAO	Bharatiya Janata Party	46450	2	2795
21	Karnataka - Jamkhandi	NIRANI SANGMESH RUDRAPPA	Independent	24461	3	
21	Karnataka - Jamkhandi	DALAWAI SHRISHAIL MURARI	Independent	19753	4	
21	Karnataka - Jamkhandi	PARASHURAM MAHARAJANAVAR	Praja Parivartan Party	5167	5	
21	Karnataka - Jamkhandi	KOMAR MUTTAPPA HANAMAPPA	Jana Samanyara Party (Karnataka)	1524	6	
21	Karnataka - Jamkhandi	PARATHANAHALLI TOUFIQ	Independent	1200	7	
21	Karnataka - Jamkhandi	SADASHIV KALAL	Janata Dal (Secular)	849	8	
21	Karnataka - Jamkhandi	RAMAPPA SHETTEPPA SHINGHE	Independent	643	9	
21	Karnataka - Jamkhandi	MUSTAFA MAHAMMADHANIF JAGIRDAR	Independent	620	10	
21	Karnataka - Jamkhandi	VASUDEV PARAS	Shivsena	545	11	
21	Karnataka - Jamkhandi	NAGAPPA ARJUN TALAWAR	Independent	462	12	
21	Karnataka - Jamkhandi	HANAMANT MUTTANNA MALAPUR	Independent	423	13	
21	Karnataka - Jamkhandi	GOPAL HANAMANT GURAV @ PUJARI	Independent	399	14	
21	Karnataka - Jamkhandi	None of the Above	None of the Above	379	15	
21	Karnataka - Jamkhandi	LAKSHMAN GANGAPPA CHINAGUNDI	Independent	354	16	
21	Karnataka - Jamkhandi	SHRIKANTH APPARAO MUDHOLE	Bhaarateeya Janashakthi Congress	282	17	
21	Karnataka - Jamkhandi	KAMARUDDIN MURASAL	Independent	279	18	
21	Karnataka - Jamkhandi	MASALI RAJESAB BURANSAB	Sarva Janata Party	247	19	
21	Karnataka - Jamkhandi	MALAGUNDI GURAPPA NANDEPPA	Independent	196	20	
21	Karnataka - Jamkhandi	HANAMANT YALLAPPA MANDAGANI	Independent	130	21	
22	Karnataka - Bilgi	MURUGESH RUDRAPPA NIRANI	Bharatiya Janata Party	85135	1	4811
22	Karnataka - Bilgi	JAGADISH TIMMANAGOUDA PATIL	Indian National Congress	80324	2	4811
22	Karnataka - Bilgi	SANGAPPA TIPPANNA KANDAGAL	Janata Dal (Secular)	1773	3	
22	Karnataka - Bilgi	ASHVINI DESAI	Bhaarateeya Janashakthi Congress	1258	4	
22	Karnataka - Bilgi	MEERASAB MOULASAB SHAIKH	Independent	1187	5	
22	Karnataka - Bilgi	MANSURSAB BABAJAN MUJWAR	Independent	1139	6	
22	Karnataka - Bilgi	None of the Above	None of the Above	848	7	
22	Karnataka - Bilgi	BADSHAHA MAHAMMADSAB KOUJALAGI	Independent	420	8	
22	Karnataka - Bilgi	REKHA LAXMANRAO NAIKAR	All India Mahila Empowerment Party	263	9	
22	Karnataka - Bilgi	BASIRAMMAD SAIFANSAB DADIWALE	Independent	203	10	
22	Karnataka - Bilgi	VINAYAK PRALHAD SHINDHE	Shivsena	189	11	
22	Karnataka - Bilgi	NARENDRABABU P.J	Independent	184	12	
22	Karnataka - Bilgi	MUNIRAHMAD MALLIKASAB KHAJI	Indian New Congress Party	168	13	
22	Karnataka - Bilgi	SHRISHAILAPPA GHATABASAPPA PASAR	Jansatta Party	121	14	
22	Karnataka - Bilgi	KUSAPPA SHIVALINGAPPA CHALAWADI	Independent	106	15	
23	Karnataka - Badami	SIDDARAMAIAH	Indian National Congress	67599	1	1696
23	Karnataka - Badami	B SREERAMULU	Bharatiya Janata Party	65903	2	1696
23	Karnataka - Badami	HANAMANT MAVINAMARAD	Janata Dal (Secular)	24484	3	
23	Karnataka - Badami	None of the Above	None of the Above	2007	4	
23	Karnataka - Badami	SOMASHEKHAR BASAPPA BARAGUNDI	Independent	1235	5	
23	Karnataka - Badami	SHANKRAPPA GOUDAR	Independent	806	6	
23	Karnataka - Badami	DONGRISAB LALSAB NADAF	Indian New Congress Party	663	7	
23	Karnataka - Badami	RAVI KULKARNI	Rani Chennamma Party	348	8	
23	Karnataka - Badami	PUTTAIAH T	Independent	258	9	
23	Karnataka - Badami	TULASAPPA DASAR	Independent	166	10	
23	Karnataka - Badami	GIRISH ANKALAGI	Independent	145	11	
23	Karnataka - Badami	NILESH IRAPPA BANNUR	Jana Samanyara Party (Karnataka)	120	12	
23	Karnataka - Badami	DAYANAND KULAKARNI	Independent	109	13	
23	Karnataka - Badami	SIDDAPPA GODI	Independent	82	14	
24	Karnataka - Bagalkot	VEERABHADRAYYA (VEERANNA) CHARANTIMATH	Bharatiya Janata Party	85653	1	15934
24	Karnataka - Bagalkot	METI HULLAPPA YAMANAPPA	Indian National Congress	69719	2	15934
24	Karnataka - Bagalkot	None of the Above	None of the Above	1902	3	
24	Karnataka - Bagalkot	MOHAN MALLIKARJUAN JIGALUR	Bahujan Samaj Party	996	4	
