Constituency No.	Constituency Name	Candidate Name	Party	Votes Polled	Position	Win/Lose Margin
118	Karnataka - Byndoor	B. M. SUKUMAR SHETTY	Bharatiya Janata Party	96029	1	24393
118	Karnataka - Byndoor	K. GOPALA POOJARY	Indian National Congress	71636	2	24393
118	Karnataka - Byndoor	SURESH KALLAGAR	Communist Party of India (Marxist)	2415	3	
118	Karnataka - Byndoor	RAVI SHETTY	Janata Dal (Secular)	1911	4	
118	Karnataka - Byndoor	None of the Above	None of the Above	1647	5	
118	Karnataka - Byndoor	B. SUBRAMANYA BIJOOR	Independent	941	6	
118	Karnataka - Byndoor	H SURESH POOJARI	Independent	783	7	
118	Karnataka - Byndoor	ABDUL HAJEED	All India Mahila Empowerment Party	666	8	
118	Karnataka - Byndoor	MARAKALA MANJUNATHA BASAVA	Independent	401	9	
118	Karnataka - Byndoor	MANJUNATHA NAIK KOLLUR	Independent	297	10	
119	Karnataka - Kundapura	HALADY SRINIVAS SHETTY	Bharatiya Janata Party	103434	1	56405
119	Karnataka - Kundapura	RAKESH MALLI	Indian National Congress	47029	2	56405
119	Karnataka - Kundapura	THEKKATTE PRAKASH SHETTY	Janata Dal (Secular)	2712	3	
119	Karnataka - Kundapura	RAJIV KOTIAN	Janata Dal (United)	2628	4	
119	Karnataka - Kundapura	None of the Above	None of the Above	1813	5	
119	Karnataka - Kundapura	SUDHAKARA SOORGOLI	Republican Party of India (A)	1028	6	
120	Karnataka - Udupi	K RAGHUPATHI BHAT	Bharatiya Janata Party	84946	1	12044
120	Karnataka - Udupi	PRAMOD MADHWARAJ	Indian National Congress	72902	2	12044
120	Karnataka - Udupi	BIRTHI GANGANDHAR BHANDARY	Janata Dal (Secular)	1361	3	
120	Karnataka - Udupi	None of the Above	None of the Above	1089	4	
120	Karnataka - Udupi	MADHUKARA MUDRADI	Shivsena	605	5	
120	Karnataka - Udupi	Y S VISHWANATH	All India Mahila Empowerment Party	401	6	
120	Karnataka - Udupi	SUDHEER KANCHAN	Independent	394	7	
120	Karnataka - Udupi	MAHESHA THADEKALLU	Independent	386	8	
120	Karnataka - Udupi	SHEKAR HAVANJE	Bharatiya Republican Paksha	321	9	
121	Karnataka - Kapu	LALAJI .R. MENDON	Bharatiya Janata Party	75893	1	11917
121	Karnataka - Kapu	VINAY KUMAR SORAKE	Indian National Congress	63976	2	11917
121	Karnataka - Kapu	ANUPAMA SHENOY	Bhaarateeya Janashakthi Congress	1634	3	
121	Karnataka - Kapu	M.MANSOOR IBRAHIM	Janata Dal (Secular)	1393	4	
121	Karnataka - Kapu	None of the Above	None of the Above	839	5	
121	Karnataka - Kapu	ABDUL RAHIMAN	All India Mahila Empowerment Party	713	6	
122	Karnataka - Karkal	V. SUNIL KUMAR	Bharatiya Janata Party	91245	1	42566
122	Karnataka - Karkal	GOPALA BHANDARY	Indian National Congress	48679	2	42566
122	Karnataka - Karkal	MAKSOOD AHAMED	All India Mahila Empowerment Party	1817	3	
122	Karnataka - Karkal	UDAY KUMAR	Bahujan Samaj Party	1348	4	
122	Karnataka - Karkal	None of the Above	None of the Above	1340	5	
122	Karnataka - Karkal	SUMANTHA K POOJARY	Independent	554	6	
122	Karnataka - Karkal	ASHRAF ALI	Independent	539	7	
122	Karnataka - Karkal	ABDUL AZIZ	Independent	413	8	
123	Karnataka - Sringeri	T D RAJEGOWDA	Indian National Congress	62780	1	1989
123	Karnataka - Sringeri	D N JEEVARAJ	Bharatiya Janata Party	60791	2	1989
123	Karnataka - Sringeri	H G VENKATESH	Janata Dal (Secular)	9799	3	
123	Karnataka - Sringeri	PRAVEEN KHANDYA	Independent	1294	4	
123	Karnataka - Sringeri	None of the Above	None of the Above	1015	5	
123	Karnataka - Sringeri	ABRAHAM	Independent	482	6	
123	Karnataka - Sringeri	M K DAYANANDA	Proutist Sarva Samaj	424	7	
123	Karnataka - Sringeri	MAHESHKUMAR K V	Shivsena	275	8	
123	Karnataka - Sringeri	K C PRAKASH	Independent	193	9	
124	Karnataka - Mudigere	M.P.KUMARASWAMY	Bharatiya Janata Party	58783	1	12512
124	Karnataka - Mudigere	MOTAMMA	Indian National Congress	46271	2	12512
124	Karnataka - Mudigere	B.B.NINGAIAH	Janata Dal (Secular)	22063	3	
124	Karnataka - Mudigere	None of the Above	None of the Above	1321	4	
124	Karnataka - Mudigere	ANILKUMAR.N.G	All India Mahila Empowerment Party	988	5	
124	Karnataka - Mudigere	S.VENKATESH	Independent	555	6	
124	Karnataka - Mudigere	NINGAIAH	Purvanchal Mahapanchayat	397	7	
124	Karnataka - Mudigere	MUNIYAPPA	Independent	346	8	
124	Karnataka - Mudigere	NANJUNDA MASTER	Independent	259	9	
124	Karnataka - Mudigere	ARUN KUMAR.B	Independent	187	10	
124	Karnataka - Mudigere	LAXMANA	Republican Sena	148	11	
125	Karnataka - Chikmagalur	C T RAVI	Bharatiya Janata Party	70863	1	26314
125	Karnataka - Chikmagalur	SHANKAR B L	Indian National Congress	44549	2	26314
125	Karnataka - Chikmagalur	HARISHA B H	Janata Dal (Secular)	38317	3	
125	Karnataka - Chikmagalur	M G VIJAYAKUMAR	Independent	1419	4	
125	Karnataka - Chikmagalur	None of the Above	None of the Above	1224	5	
125	Karnataka - Chikmagalur	LAKSHMANA	Independent	849	6	
125	Karnataka - Chikmagalur	VISHWANATHAN M	Independent	792	7	
125	Karnataka - Chikmagalur	NURULLA KHAN	All India Mahila Empowerment Party	528	8	
125	Karnataka - Chikmagalur	B V RANJITH	Shivsena	383	9	
125	Karnataka - Chikmagalur	K R RAMASHETTY	Independent	329	10	
125	Karnataka - Chikmagalur	H D REVANNA	Independent	272	11	
125	Karnataka - Chikmagalur	JOHAR ANJUM	Independent	264	12	
125	Karnataka - Chikmagalur	K ANANDASHETTY	Independent	243	13	
125	Karnataka - Chikmagalur	G M JAYAKUMAR	Independent	229	14	
125	Karnataka - Chikmagalur	MOHSINA	Independent	223	15	
125	Karnataka - Chikmagalur	YOGEESHA N H	Independent	204	16	
125	Karnataka - Chikmagalur	MANSOOR AHMED	Independent	194	17	
125	Karnataka - Chikmagalur	MUNIYA BHOVI	Independent	132	18	
125	Karnataka - Chikmagalur	B M THIMMA SHETTY	Independent	124	19	
126	Karnataka - Tarikere	D S SURESH	Bharatiya Janata Party	44940	1	11687
126	Karnataka - Tarikere	G H SRINIVASA	Independent	33253	2	11687
126	Karnataka - Tarikere	H M GOPI	Independent	29663	3	
126	Karnataka - Tarikere	S M NAGARAJU	Indian National Congress	20402	4	
126	Karnataka - Tarikere	T H SHIVASHANKARAPPA	Janata Dal (Secular)	14574	5	
126	Karnataka - Tarikere	KHALEEL	Republican Sena	2096	6	
126	Karnataka - Tarikere	AKSHAY L B	Karnataka Pragnyavantha Janatha Party	1236	7	
126	Karnataka - Tarikere	None of the Above	None of the Above	758	8	
126	Karnataka - Tarikere	SRINATH S	Independent	751	9	
126	Karnataka - Tarikere	D C SURESH	Independent	693	10	
126	Karnataka - Tarikere	SADIQ PASHA	Independent	517	11	
126	Karnataka - Tarikere	KANTHARAJA N S	Independent	391	12	
126	Karnataka - Tarikere	MANJUNATH B S	All India Mahila Empowerment Party	319	13	
127	Karnataka - Kadur	K S PRAKASH	Bharatiya Janata Party	62232	1	15372
127	Karnataka - Kadur	Y S V DATTA	Janata Dal (Secular)	46860	2	15372
127	Karnataka - Kadur	K S ANAND	Indian National Congress	46142	3	
127	Karnataka - Kadur	None of the Above	None of the Above	1075	4	
127	Karnataka - Kadur	NAGARAJ N T	Karnataka Pragnyavantha Janatha Party	698	5	
127	Karnataka - Kadur	C M RUDRESH	Independent	546	6	
127	Karnataka - Kadur	H PRADEEP	Independent	478	7	
127	Karnataka - Kadur	THIMMEGOWDA H G	Independent	404	8	
127	Karnataka - Kadur	LATHA H K	All India Mahila Empowerment Party	337	9	
127	Karnataka - Kadur	NAGARAJA K H	Independent	302	10	
127	Karnataka - Kadur	SHYLA MOHAN	Samanya Janatha Party (Loktantrik)	222	11	
127	Karnataka - Kadur	G YARADAKERE Y N KANTHARAJU	Independent	197	12	
127	Karnataka - Kadur	K R GANGADHARAPPA	Independent	195	13	
128	Karnataka - Chiknayakanhalli	J.C. MADHU SWAMY	Bharatiya Janata Party	69612	1	10277
128	Karnataka - Chiknayakanhalli	C.B SURESHBABU	Janata Dal (Secular)	59335	2	10277
128	Karnataka - Chiknayakanhalli	SANTHOSH JAYACHANDRA	Indian National Congress	45893	3	
128	Karnataka - Chiknayakanhalli	RAMACHANDRAIAH	Indian New Congress Party	1154	4	
128	Karnataka - Chiknayakanhalli	None of the Above	None of the Above	1116	5	
128	Karnataka - Chiknayakanhalli	DR.M.K PASHA	All India Mahila Empowerment Party	1020	6	
128	Karnataka - Chiknayakanhalli	H.P. RANGALAKSHMI	Independent	650	7	
128	Karnataka - Chiknayakanhalli	RANGASWAMY K	Independent	490	8	
128	Karnataka - Chiknayakanhalli	K.S. SATHEESH KENKERE	Karnataka Rajya Ryota Sangha	465	9	
128	Karnataka - Chiknayakanhalli	HOSAHALLI CHANDRANNA	Independent	379	10	
128	Karnataka - Chiknayakanhalli	JAGRUTHI ANANDA .S	Independent	280	11	
128	Karnataka - Chiknayakanhalli	M.V. REDDY	Janata Dal (United)	269	12	
129	Karnataka - Tiptur	B.C. NAGESH	Bharatiya Janata Party	61383	1	25563
129	Karnataka - Tiptur	K. SHADAKSHARI	Indian National Congress	35820	2	25563
129	Karnataka - Tiptur	LOKESHWARA	Janata Dal (Secular)	17027	3	
129	Karnataka - Tiptur	K.T. SHANTHAKUMAR	Independent	13506	4	
129	Karnataka - Tiptur	G. NARAYAN	Independent	8689	5	
129	Karnataka - Tiptur	B. NANJAMARI	Independent	6212	6	
129	Karnataka - Tiptur	T N KUMARASWAMY	Independent	3018	7	
129	Karnataka - Tiptur	MYLARI .M.	Independent	2348	8	
129	Karnataka - Tiptur	None of the Above	None of the Above	856	9	
129	Karnataka - Tiptur	M. RAMESHA	All India Mahila Empowerment Party	660	10	
129	Karnataka - Tiptur	T. SHIVANAG	Independent	501	11	
129	Karnataka - Tiptur	DR. S. SHOBHA	Independent	425	12	
129	Karnataka - Tiptur	ANANTHASHAYANA .A.T.	Independent	335	13	
129	Karnataka - Tiptur	SANTHOSH BHYRATAE	Shivsena	306	14	
129	Karnataka - Tiptur	R S RAJASHEKHAR	Independent	272	15	
129	Karnataka - Tiptur	N.L. MALLESH (MALLI)	Independent	213	16	
130	Karnataka - Turuvekere	JAYARAM A S	Bharatiya Janata Party	60710	1	2049
130	Karnataka - Turuvekere	M T KRISHNAPPA	Janata Dal (Secular)	58661	2	2049
130	Karnataka - Turuvekere	RANGAPPA T CHOWDRI	Indian National Congress	24584	3	
130	Karnataka - Turuvekere	M.NARAYAN GOWDA	Independent	4566	4	
130	Karnataka - Turuvekere	M D RAMESH	Independent	2148	5	
130	Karnataka - Turuvekere	None of the Above	None of the Above	954	6	
130	Karnataka - Turuvekere	H L SANJEEVAIAH	Independent	613	7	
130	Karnataka - Turuvekere	KAPANIGOWDA	Independent	393	8	
130	Karnataka - Turuvekere	RAGHAVENDRA M J LAD	Independent	279	9	
130	Karnataka - Turuvekere	KRISHNAPPA	Independent	238	10	
130	Karnataka - Turuvekere	G S BASAVALINGAIAH	Independent	198	11	
130	Karnataka - Turuvekere	RAMESH B M	Independent	195	12	
131	Karnataka - Kunigal	H.D. RANGANATH	Indian National Congress	58697	1	5600
131	Karnataka - Kunigal	D KRISHNA KUMAR	Bharatiya Janata Party	53097	2	5600
131	Karnataka - Kunigal	D. NAGARAJAIAH	Janata Dal (Secular)	44476	3	
131	Karnataka - Kunigal	ANAND PATEL HULIKATTE	Karnataka Rajya Ryota Sangha	2869	4	
131	Karnataka - Kunigal	None of the Above	None of the Above	830	5	
131	Karnataka - Kunigal	H B SHIVALINGAIAH	Independent	527	6	
131	Karnataka - Kunigal	H.A JAYARAMAIAH	Independent	485	7	
131	Karnataka - Kunigal	BHAGYALAKSHMI E	Independent	343	8	
131	Karnataka - Kunigal	HERUR DHANARAJ	Republican Party of India (A)	240	9	
131	Karnataka - Kunigal	B.T. THIRUMALEGOWDA	Independent	222	10	
131	Karnataka - Kunigal	LAKSHMINARAYANA GOWDA	Samajwadi Party	137	11	
132	Karnataka - Tumkur City	G.B. JYOTHI GANESH	Bharatiya Janata Party	60421	1	5293
132	Karnataka - Tumkur City	N. GOVINDARAJU	Janata Dal (Secular)	55128	2	5293
132	Karnataka - Tumkur City	DR. RAFEEQ AHMED. S.	Indian National Congress	51219	3	
132	Karnataka - Tumkur City	None of the Above	None of the Above	1309	4	
132	Karnataka - Tumkur City	C.THIPPESWAMY	Samanya Janatha Party (Loktantrik)	383	5	
132	Karnataka - Tumkur City	R. SHARIFF (AFSAR)	Independent	345	6	
132	Karnataka - Tumkur City	PRAKASH R.A. JAIN	Independent	253	7	
132	Karnataka - Tumkur City	NISSAR AHMED (ARIF)	All India Mahila Empowerment Party	157	8	
132	Karnataka - Tumkur City	VEERAPPA DEVARU R. S.	Janata Dal (United)	131	9	
132	Karnataka - Tumkur City	NAGARAJU R	Independent	119	10	
132	Karnataka - Tumkur City	BABAJAN (DUBAIBABU)	Karnataka Pragnyavantha Janatha Party	118	11	
132	Karnataka - Tumkur City	RAJU	Karnataka Jantha Paksha	104	12	
132	Karnataka - Tumkur City	RESHMA MARIAM	Federal Congress of India	95	13	
132	Karnataka - Tumkur City	MANJULA M	Rashtriya Manav Vikas Party	89	14	
133	Karnataka - Tumkur Rural	D C GOWRISHANKAR	Janata Dal (Secular)	82740	1	5640
133	Karnataka - Tumkur Rural	B SURESH GOWDA	Bharatiya Janata Party	77100	2	5640
133	Karnataka - Tumkur Rural	RAYASANDRA RAVIKUMAR	Indian National Congress	7633	3	
133	Karnataka - Tumkur Rural	None of the Above	None of the Above	1530	4	
133	Karnataka - Tumkur Rural	SIDDARAMEGOWDA T B	Independent	906	5	
133	Karnataka - Tumkur Rural	TAJUDDIN SHARIFF	Welfare Party Of India	718	6	
133	Karnataka - Tumkur Rural	K V SRINIVASKALKERE	Independent	508	7	
133	Karnataka - Tumkur Rural	SUNIL YADAV S	All India Mahila Empowerment Party	351	8	
133	Karnataka - Tumkur Rural	SHABBIR AHMED	Independent	239	9	
133	Karnataka - Tumkur Rural	ANWAR	Independent	220	10	
133	Karnataka - Tumkur Rural	ARUN GOWDA H B	Independent	150	11	
133	Karnataka - Tumkur Rural	YOGANARASIMHAMURTHY T H	Independent	140	12	
133	Karnataka - Tumkur Rural	GULURU RANGAIAH NAGARAJU	Independent	97	13	
134	Karnataka - Koratagere	DR. G. PARAMESHWARA	Indian National Congress	81598	1	7619
134	Karnataka - Koratagere	P.R. SUDHAKAR LAL	Janata Dal (Secular)	73979	2	7619
134	Karnataka - Koratagere	Y.H. HUCHHAIAH	Bharatiya Janata Party	12190	3	
134	Karnataka - Koratagere	None of the Above	None of the Above	1351	4	
134	Karnataka - Koratagere	K V SRINIVAS KALKERE	Independent	622	5	
134	Karnataka - Koratagere	SATHYAPPA	All India Mahila Empowerment Party	332	6	
134	Karnataka - Koratagere	SHANTHA KUMAR V	Independent	308	7	
134	Karnataka - Koratagere	DR. NANDINI A.C	Independent	205	8	
134	Karnataka - Koratagere	MUTHURAJU P M	Independent	205	9	
134	Karnataka - Koratagere	GANGAIAH.N.S	Independent	196	10	
134	Karnataka - Koratagere	VENKATESHA	Independent	167	11	
134	Karnataka - Koratagere	A V NAGARAJU	Independent	143	12	
135	Karnataka - Gubbi	S R SRINIVAS (VASU)	Janata Dal (Secular)	55572	1	9081
135	Karnataka - Gubbi	G N BETTASWAMY	Bharatiya Janata Party	46491	2	9081
135	Karnataka - Gubbi	S D DILIP KUMAR (SHIVASANDRA)	Independent	30528	3	
135	Karnataka - Gubbi	K KUMAR (BALAJI KUMAR)	Indian National Congress	13938	4	
135	Karnataka - Gubbi	H T KRISHNAPPA	Independent	3296	5	
135	Karnataka - Gubbi	PRABHUSWAMI B S	Aam Aadmi Party	1129	6	
135	Karnataka - Gubbi	BETTASWAMY	Independent	983	7	
135	Karnataka - Gubbi	DILEEP KUMAR K U	Independent	813	8	
135	Karnataka - Gubbi	SRINIVAS	Independent	660	9	
135	Karnataka - Gubbi	SHIVAKUMAR M S	Karnataka Pragnyavantha Janatha Party	457	10	
135	Karnataka - Gubbi	None of the Above	None of the Above	457	11	
135	Karnataka - Gubbi	NAGANNA G K	Independent	383	12	
135	Karnataka - Gubbi	A B AJAZ PASHA	Independent	265	13	
135	Karnataka - Gubbi	RAJU B S	All India Mahila Empowerment Party	227	14	
135	Karnataka - Gubbi	RAVIKUMAR M K	Republican Sena	221	15	
136	Karnataka - Sira	B SATHYANARAYANA	Janata Dal (Secular)	74338	1	10365
136	Karnataka - Sira	T B JAYACHANDRA	Indian National Congress	63973	2	10365
136	Karnataka - Sira	S R GOWDA	Bharatiya Janata Party	16959	3	
136	Karnataka - Sira	C M NAGARAJU	Independent	14468	4	
136	Karnataka - Sira	CHIDANAND M GOWDA	Independent	3610	5	
136	Karnataka - Sira	GIREESH	Communist Party of India	1457	6	
136	Karnataka - Sira	KAVITHA R MANANGI	Samanya Janatha Party (Loktantrik)	1179	7	
136	Karnataka - Sira	SHASHIKUMAR SIRA	Independent	649	8	
136	Karnataka - Sira	None of the Above	None of the Above	568	9	
136	Karnataka - Sira	S N KANTHARAJU	Independent	503	10	
136	Karnataka - Sira	B A MANJUNATHA	Independent	479	11	
136	Karnataka - Sira	RANGAPPA	Independent	471	12	
136	Karnataka - Sira	M L A R KAMBANNA	Independent	456	13	
136	Karnataka - Sira	GURUSIDDAPPA M.	Independent	439	14	
136	Karnataka - Sira	D LAKSHMAIAH	Independent	419	15	
136	Karnataka - Sira	K MANJUNATHA	Independent	296	16	
137	Karnataka - Pavagada	VENKATARAMANAPPA	Indian National Congress	72974	1	409
137	Karnataka - Pavagada	K M THIMMARAYAPPA	Janata Dal (Secular)	72565	2	409
137	Karnataka - Pavagada	G.V.BALARAM	Bharatiya Janata Party	14074	3	
137	Karnataka - Pavagada	G.MUTHYALAPPA	Lok Awaz Dal	796	4	
137	Karnataka - Pavagada	None of the Above	None of the Above	794	5	
137	Karnataka - Pavagada	VENKATAPPA	Samanya Janatha Party (Loktantrik)	458	6	
137	Karnataka - Pavagada	HANUMANTHARAYAPPA	Independent	260	7	
137	Karnataka - Pavagada	HANUMANTHARAYA.O	Independent	185	8	
137	Karnataka - Pavagada	MADLETAPPA	Independent	167	9	
137	Karnataka - Pavagada	RAMESH NAIK.R	Samajwadi Party	153	10	
137	Karnataka - Pavagada	P.MURTHY	All India Mahila Empowerment Party	149	11	
137	Karnataka - Pavagada	DUGGAMMA	Independent	117	12	
137	Karnataka - Pavagada	B.T.RAMASUBBAIAH	BhartiyaBahujanKranti Dal	111	13	
137	Karnataka - Pavagada	L.GANGADHARA	Independent	108	14	
138	Karnataka - Madhugiri	M.V. VEERABHADRAIAH	Janata Dal (Secular)	88521	1	18574
138	Karnataka - Madhugiri	KYATHASANDRA N.RAJANNA	Indian National Congress	69947	2	18574
138	Karnataka - Madhugiri	RAMESH REDDY S.E.	Bharatiya Janata Party	2911	3	
138	Karnataka - Madhugiri	VEERABHADRESHAIAH	Independent	1532	4	
138	Karnataka - Madhugiri	MUJEEBUR REHMAN	All India Mahila Empowerment Party	740	5	
138	Karnataka - Madhugiri	SRINIVASA	Independent	486	6	
138	Karnataka - Madhugiri	None of the Above	None of the Above	428	7	
138	Karnataka - Madhugiri	K.R.RAJANNA	Independent	417	8	
138	Karnataka - Madhugiri	RAGHAVENDRA S.V.	Samajwadi Party	175	9	
138	Karnataka - Madhugiri	MARUTHI G.H.	Independent	165	10	
138	Karnataka - Madhugiri	UDAYA KUMARA	Independent	158	11	
138	Karnataka - Madhugiri	K.C.CHOWDAPPA KABATHANAHALLY	Independent	155	12	
138	Karnataka - Madhugiri	SYED MUZAMIL PASHA	Karnataka Pragnyavantha Janatha Party	133	13	
138	Karnataka - Madhugiri	LEADER BHASKAR	Independent	100	14	
138	Karnataka - Madhugiri	B.M.CHOLARAJU ADVOCATE (B.M.C.RAJU)	Independent	97	15	
138	Karnataka - Madhugiri	BALARAMA S T	Independent	95	16	
139	Karnataka - Gauribidanur	N.H.SHIVASHANKARA REDDY	Indian National Congress	69000	1	9168
139	Karnataka - Gauribidanur	C.R.NARASIMHAMURTHY	Janata Dal (Secular)	59832	2	9168
139	Karnataka - Gauribidanur	K.JAIPAL REDDY	Bharatiya Janata Party	34759	3	
139	Karnataka - Gauribidanur	N.R.RAVICHANDRAREDDY	Communist Party of India (Marxist)	1095	4	
139	Karnataka - Gauribidanur	None of the Above	None of the Above	784	5	
139	Karnataka - Gauribidanur	ANANTHA.G. (P.T.MASTER)	Republican Party of India (A)	731	6	
139	Karnataka - Gauribidanur	V.C.SACHIDANANDAMURTHY	Bhaarateeya Janashakthi Congress	600	7	
139	Karnataka - Gauribidanur	N.HANUMANTHANAYAKA	Independent	453	8	
139	Karnataka - Gauribidanur	G.R.MOHAN KUMAR	Independent	325	9	
139	Karnataka - Gauribidanur	YOGEESHA. H.V.	All India Mahila Empowerment Party	314	10	
139	Karnataka - Gauribidanur	G.N.RAVI	Independent	234	11	
139	Karnataka - Gauribidanur	D.PALYA. KHADAR SUBHAN KHAN	Samajwadi Party	192	12	
139	Karnataka - Gauribidanur	AMJAD KHAN (NADIM)	Independent	190	13	
139	Karnataka - Gauribidanur	DEVAKI. B.A.	Pyramid Party of India	161	14	
140	Karnataka - Bagepalli	S.N. SUBBAREDDY(CHINNAKAYALAPALLI)	Indian National Congress	65710	1	14013
140	Karnataka - Bagepalli	G.V. SREERAMAREDDY	Communist Party of India (Marxist)	51697	2	14013
140	Karnataka - Bagepalli	DR. C. R. MANOHAR	Janata Dal (Secular)	38302	3	
140	Karnataka - Bagepalli	SAIKUMAR. P.	Bharatiya Janata Party	4140	4	
140	Karnataka - Bagepalli	TAHSEEN TAJ	Samajwadi Party	851	5	
140	Karnataka - Bagepalli	GUNJURU R SRINIVASAREDDY	Independent	845	6	
140	Karnataka - Bagepalli	A. N. NARENDRA MELINA APPIREEDY HALLI	Independent	720	7	
140	Karnataka - Bagepalli	None of the Above	None of the Above	680	8	
140	Karnataka - Bagepalli	T. S .SOMASHEKAR	Independent	424	9	
140	Karnataka - Bagepalli	T. RAMAPPA	Independent	300	10	
140	Karnataka - Bagepalli	R. MUNIRAJU.	Samanya Janatha Party (Loktantrik)	190	11	
140	Karnataka - Bagepalli	UTTAMKUMAR. V	Independent	155	12	
140	Karnataka - Bagepalli	V. NARASIMHAMURTHY	Lok Awaz Dal	141	13	
140	Karnataka - Bagepalli	S. N. GOVINDAREDDY.	Independent	133	14	
140	Karnataka - Bagepalli	H. N. RAMAKRISHNA REDDY	Pyramid Party of India	126	15	
140	Karnataka - Bagepalli	B. A. BABAJAN	All India Mahila Empowerment Party	114	16	
141	Karnataka - Chikkaballapur	DR. K. SUDHAKAR	Indian National Congress	82006	1	30431
141	Karnataka - Chikkaballapur	K.P.BACHEGOWDA	Janata Dal (Secular)	51575	2	30431
141	Karnataka - Chikkaballapur	NAVEEN KIRAN K.V.	Independent	29433	3	
141	Karnataka - Chikkaballapur	DR. G.V. MANJUNATHA	Bharatiya Janata Party	5576	4	
141	Karnataka - Chikkaballapur	N NARASIMHAMURTHY B.E.	Kannada Paksha	1830	5	
141	Karnataka - Chikkaballapur	ASHOKA.M.B	Ambedkar Samaj Party	851	6	
141	Karnataka - Chikkaballapur	None of the Above	None of the Above	714	7	
141	Karnataka - Chikkaballapur	NAVEEN KUMAR	Independent	369	8	
141	Karnataka - Chikkaballapur	SUDHAKAR	Independent	285	9	
141	Karnataka - Chikkaballapur	S.N.TABASSUM	All India Mahila Empowerment Party	232	10	
141	Karnataka - Chikkaballapur	SUDHAKAR	Independent	226	11	
141	Karnataka - Chikkaballapur	NAVEEN KUMAR G.	Independent	198	12	
141	Karnataka - Chikkaballapur	SUDHAKARA	Independent	172	13	
142	Karnataka - Sidlaghatta	V. MUNIYAPPA	Indian National Congress	76240	1	9709
142	Karnataka - Sidlaghatta	B.N. RAVIKUMAR	Janata Dal (Secular)	66531	2	9709
142	Karnataka - Sidlaghatta	ANJINAPPA (PUTTU)	Independent	10986	3	
142	Karnataka - Sidlaghatta	M .RAJANNA	Independent	8593	4	
142	Karnataka - Sidlaghatta	SURESH.H.	Bharatiya Janata Party	3596	5	
142	Karnataka - Sidlaghatta	B.S.MOULA JAAN	Ambedkar National Congress	1081	6	
142	Karnataka - Sidlaghatta	None of the Above	None of the Above	958	7	
142	Karnataka - Sidlaghatta	S.N. RAVIKUMAR	Independent	752	8	
142	Karnataka - Sidlaghatta	VENKATESHAPPA	Republican Sena	290	9	
142	Karnataka - Sidlaghatta	M. NARAYANASWAMY	Jai Bharath Jena Sena Party	282	10	
142	Karnataka - Sidlaghatta	WISDOM NAGARAJ	Independent	220	11	
142	Karnataka - Sidlaghatta	K.V. YAMEGOWDA	All India Mahila Empowerment Party	207	12	
142	Karnataka - Sidlaghatta	MOHAMMED ISMAIL	Samajwadi Party	202	13	
142	Karnataka - Sidlaghatta	R. MOHAN	Independent	159	14	
142	Karnataka - Sidlaghatta	Y.N. GANGADHARA	Independent	125	15	
142	Karnataka - Sidlaghatta	BYAREGOWDA VENKATASHAMI	Independent	100	16	
143	Karnataka - Chintamani	J K KRISHNA REDDY	Janata Dal (Secular)	87753	1	5673
143	Karnataka - Chintamani	DR.M.C SUDHAKAR	Bharatiya Praja Paksha	82080	2	5673
143	Karnataka - Chintamani	VANI KRISHNAREDDY	Indian National Congress	2233	3	
143	Karnataka - Chintamani	NAA SHANKAR	Bharatiya Janata Party	1961	4	
143	Karnataka - Chintamani	N.R SUDHAKAR	Independent	1425	5	
143	Karnataka - Chintamani	None of the Above	None of the Above	877	6	
143	Karnataka - Chintamani	T.C VENKATESHREDDY	Independent	794	7	
143	Karnataka - Chintamani	SRINATHA. L.V	Dr. Ambedkar People's Party	784	8	
143	Karnataka - Chintamani	BHASKAR ANKALAMADUGU SHIVAREDDY	Independent	384	9	
143	Karnataka - Chintamani	SURESH Y.N	Rashtriya Manav Vikas Party	357	10	
143	Karnataka - Chintamani	M. SUDHAKAR	Independent	286	11	
143	Karnataka - Chintamani	G.S SHUBHASH	Independent	276	12	
143	Karnataka - Chintamani	SUDHAKARAREDDY K.V	Independent	227	13	
143	Karnataka - Chintamani	KRISHNAREDDY	Independent	220	14	
143	Karnataka - Chintamani	DR.S. RACHANA	Independent	192	15	
143	Karnataka - Chintamani	SYED ALEEM PASHA	Ambedkar National Congress	150	16	
143	Karnataka - Chintamani	GHOUSE KHAN	All India Mahila Empowerment Party	126	17	
143	Karnataka - Chintamani	T.S SUDHAKARAREDDY	Independent	126	18	
143	Karnataka - Chintamani	KRISHNA REDDY .M	Independent	122	19	
143	Karnataka - Chintamani	JAMEER PASHA	Ambedkar Samaj Party	119	20	
143	Karnataka - Chintamani	SYED AYUB	Federal Congress of India	108	21	
143	Karnataka - Chintamani	R. SUDHAKAR	Independent	88	22	
143	Karnataka - Chintamani	M. KRISHNA REDDY	Independent	66	23	
144	Karnataka - Srinivaspur	K R RAMESH KUMAR	Indian National Congress	93571	1	10552
144	Karnataka - Srinivaspur	G K VENKATASHIVAREDDY	Janata Dal (Secular)	83019	2	10552
144	Karnataka - Srinivaspur	DR VENU GOPAL K N	Bharatiya Janata Party	4208	3	
144	Karnataka - Srinivaspur	G.K.VENKATASHIVAREDDY	Independent	837	4	
144	Karnataka - Srinivaspur	P R SURYA NARAYANA SWAMI	Communist Party of India (Marxist)	784	5	
144	Karnataka - Srinivaspur	None of the Above	None of the Above	689	6	
144	Karnataka - Srinivaspur	VENKATASHIVAREDDY	Independent	493	7	
