Constituency No.	Constituency Name	Candidate Name	Party	Votes Polled	Position	Win/Lose Margin
191	Rajasthan - Ladpura	CHIRONJI LAL SAMARIYA	Bharatiya Republican Paksha	225	11	
191	Rajasthan - Ladpura	AVADESH YADAV	Naya Bharat Party	175	12	
192	Rajasthan - Ramganj mandi	MADAN DILAWAR	Bharatiya Janata Party	90817	1	12879
192	Rajasthan - Ramganj mandi	RAMGOPAL	Indian National Congress	77938	2	12879
192	Rajasthan - Ramganj mandi	KAILASH CHAND	Bahujan Samaj Party	2521	3	
192	Rajasthan - Ramganj mandi	None of the Above	None of the Above	2196	4	
192	Rajasthan - Ramganj mandi	NIRMAL MEHRA	Aam Aadmi Party	2115	5	
192	Rajasthan - Ramganj mandi	BHANWAR KUMAR RAWAL	Bharatiya Yuva Shakti	936	6	
193	Rajasthan - Anta	PRAMOD BHAYA	Indian National Congress	97160	1	34063
193	Rajasthan - Anta	PRABHU LAL SAINI	Bharatiya Janata Party	63097	2	34063
193	Rajasthan - Anta	ASHOK KUMAR JAIN	Aam Aadmi Party	1739	3	
193	Rajasthan - Anta	RAVIKANT MEENA	Independent	1447	4	
193	Rajasthan - Anta	DEENBANDHU DHAKAD	Bahujan Samaj Party	1335	5	
193	Rajasthan - Anta	None of the Above	None of the Above	1301	6	
193	Rajasthan - Anta	BHUVNESH NAGAR	Independent	796	7	
193	Rajasthan - Anta	DINESH KUMAR	Independent	374	8	
194	Rajasthan - Kishanganj	NIRMALA SAHARIYA	Indian National Congress	87765	1	14136
194	Rajasthan - Kishanganj	LALIT MEENA	Bharatiya Janata Party	73629	2	14136
194	Rajasthan - Kishanganj	None of the Above	None of the Above	3034	3	
194	Rajasthan - Kishanganj	RADHAKISHAN MEENA	Bahujan Samaj Party	2193	4	
194	Rajasthan - Kishanganj	KALULAL BHEEL	Bharatiya Rashtravadi Samanta Party	1484	5	
194	Rajasthan - Kishanganj	LEELADHAR MEENA	Bharatiya Yuva Shakti	923	6	
194	Rajasthan - Kishanganj	BALVEER URF BEERBAL	Independent	922	7	
195	Rajasthan - Baran-atru	PANA CHAND MEGHWAL	Indian National Congress	86986	1	12248
195	Rajasthan - Baran-atru	BABOO LAL VERMA	Bharatiya Janata Party	74738	2	12248
195	Rajasthan - Baran-atru	DHARMRAJ MEHRA	Independent	3778	3	
195	Rajasthan - Baran-atru	None of the Above	None of the Above	3063	4	
195	Rajasthan - Baran-atru	LALIT SHAKYAWAL	Independent	1069	5	
195	Rajasthan - Baran-atru	RAM BHAROSH NARWALA	Bahujan Samaj Party	960	6	
195	Rajasthan - Baran-atru	RAMSINGH AIRWAL	Shiv Sena	655	7	
195	Rajasthan - Baran-atru	BHARAT PRAKASH	Aam Aadmi Party	321	8	
195	Rajasthan - Baran-atru	HEMRAJ MEHRA	Bharatiya Yuva Shakti	264	9	
195	Rajasthan - Baran-atru	LAKSHMAN KUMAR BAIRWA	Bharat Vahini Party	197	10	
195	Rajasthan - Baran-atru	RAJENDRA KUMAR	Bahujan Mukti Party	183	11	
196	Rajasthan - Chhabra	PRATAP SINGH	Bharatiya Janata Party	79707	1	3744
196	Rajasthan - Chhabra	KARAN SINGH	Indian National Congress	75963	2	3744
196	Rajasthan - Chhabra	VEERBHADRA SINGH	Independent	14252	3	
196	Rajasthan - Chhabra	None of the Above	None of the Above	3343	4	
196	Rajasthan - Chhabra	REKHA RANI	Bahujan Samaj Party	2796	5	
196	Rajasthan - Chhabra	BHAGWAN SAWROOP	Bhartiya Kisan Party	1550	6	
196	Rajasthan - Chhabra	RAM SWAROOP NAGAR	Independent	796	7	
196	Rajasthan - Chhabra	KALAN	Asankhya Samaj Party	779	8	
196	Rajasthan - Chhabra	HEMANT KUMAR	Aam Aadmi Party	540	9	
196	Rajasthan - Chhabra	RAMESH MEENA	Bharat Vahini Party	414	10	
196	Rajasthan - Chhabra	JITENDRA	Bharatiya Yuva Shakti	346	11	
197	Rajasthan - Dag	KALURAM	Bharatiya Janata Party	103665	1	19513
197	Rajasthan - Dag	MADAN LAL	Indian National Congress	84152	2	19513
197	Rajasthan - Dag	None of the Above	None of the Above	4247	3	
197	Rajasthan - Dag	VIKRAM LAL DASAURIYA	Ambedkarite Party of India	2875	4	
197	Rajasthan - Dag	RAMSWAROOP	Bahujan Samaj Party	2078	5	
197	Rajasthan - Dag	JAY PRAKASH	Bharatiya Yuva Shakti	1071	6	
198	Rajasthan - Jhalrapatan	VASUNDHARA RAJE	Bharatiya Janata Party	116484	1	34980
198	Rajasthan - Jhalrapatan	MANVENDRA SINGH	Indian National Congress	81504	2	34980
198	Rajasthan - Jhalrapatan	SHREELAL	Independent	7490	3	
198	Rajasthan - Jhalrapatan	None of the Above	None of the Above	3125	4	
198	Rajasthan - Jhalrapatan	GAYAS AHMED KHAN	Bahujan Samaj Party	2684	5	
198	Rajasthan - Jhalrapatan	GOVERDHAN DANGI	Aam Aadmi Party	1602	6	
198	Rajasthan - Jhalrapatan	VIRAM LAL	Independent	1215	7	
198	Rajasthan - Jhalrapatan	MOHAMMAD NASIR	Independent	567	8	
198	Rajasthan - Jhalrapatan	KARAN SHARMA	Independent	497	9	
199	Rajasthan - Khanpur	NARENDRA NAGAR	Bharatiya Janata Party	85984	1	2265
199	Rajasthan - Khanpur	SURESH	Indian National Congress	83719	2	2265
199	Rajasthan - Khanpur	ARJUN SINGH GAUR	Independent	5534	3	
199	Rajasthan - Khanpur	None of the Above	None of the Above	2415	4	
199	Rajasthan - Khanpur	MOHAN LAL	Bahujan Samaj Party	1756	5	
199	Rajasthan - Khanpur	PRAMOD KUMAR TIWARI	Independent	1334	6	
199	Rajasthan - Khanpur	NANDKISHOR SHARMA	Aam Aadmi Party	1334	7	
199	Rajasthan - Khanpur	RATANLAL	Independent	715	8	
199	Rajasthan - Khanpur	KANHAIYALAL	Independent	463	9	
200	Rajasthan - Manohar thana	GOVIND PRASAD	Bharatiya Janata Party	110215	1	21869
200	Rajasthan - Manohar thana	KAILASH CHAND	Indian National Congress	88346	2	21869
200	Rajasthan - Manohar thana	None of the Above	None of the Above	3117	3	
200	Rajasthan - Manohar thana	CHANDR SINGH	Bahujan Samaj Party	1793	4	
200	Rajasthan - Manohar thana	MANISHA MEENA	Independent	1479	5	
200	Rajasthan - Manohar thana	ABID AHMED	Rashtriya Jankranti Party	749	6	
200	Rajasthan - Manohar thana	HARISHANKAR	Bharatiya Rashtravadi Samanta Party	675	7	
