Constituency No.	Constituency Name	Candidate Name	Party	Votes Polled	Position	Win/Lose Margin
44	Tamil Nadu - Anaikattu	SIVARAJ K	Naam Tamilar Katchi	723	7	
44	Tamil Nadu - Anaikattu	KARUNANITHI E	Bahujan Samaj Party	679	8	
44	Tamil Nadu - Anaikattu	CHANDIRASEKAR D	Independent	661	9	
44	Tamil Nadu - Anaikattu	SAMPATH G	Independent	616	10	
44	Tamil Nadu - Anaikattu	UDHAYAKUMAR N	Independent	524	11	
44	Tamil Nadu - Anaikattu	VENKADESAN P	Ulzaipali Makkal Katchy	393	12	
44	Tamil Nadu - Anaikattu	ELAVARASAN A	Independent	353	13	
44	Tamil Nadu - Anaikattu	NANDAKUMAR T	Independent	312	14	
44	Tamil Nadu - Anaikattu	KALAIYARASAN P	Independent	246	15	
44	Tamil Nadu - Anaikattu	PUSHPARAJ R	People's Party of India(secular)	202	16	
44	Tamil Nadu - Anaikattu	SRINIVASAN R	Namadhu Makkal Katchi	197	17	
44	Tamil Nadu - Anaikattu	SUDHAKAR M	Vijaya Bharatha Makkal (People) Party	191	18	
44	Tamil Nadu - Anaikattu	KATHAVARAYAN M	Ganasangam Party of India	152	19	
44	Tamil Nadu - Anaikattu	NANDAKUMAR M	Independent	146	20	
44	Tamil Nadu - Anaikattu	MAHALAKSHMI A	Independent	128	21	
44	Tamil Nadu - Anaikattu	NANTHAKUMAR V	Independent	122	22	
44	Tamil Nadu - Anaikattu	BALARAMAN M	Independent	104	23	
44	Tamil Nadu - Anaikattu	GOVINDAMMAL A	Rashtriya Samaj Paksha	102	24	
44	Tamil Nadu - Anaikattu	SIVAKUMAR T	Samajwadi Party	92	25	
45	Tamil Nadu - Kilvaithinankuppam	LOGANATHAN.G	All India Anna Dravida Munnetra Kazhagam	75612	1	9746
45	Tamil Nadu - Kilvaithinankuppam	AMALU V	Dravida Munnetra Kazhagam	65866	2	9746
45	Tamil Nadu - Kilvaithinankuppam	KUSALAKUMARI.C	Pattali Makkal Katchi	13046	3	
45	Tamil Nadu - Kilvaithinankuppam	DEVIYAMMAL M	Desiya Murpokku Dravida Kazhagam	4170	4	
45	Tamil Nadu - Kilvaithinankuppam	VIMALA R	Bharatiya Janata Party	2210	5	
45	Tamil Nadu - Kilvaithinankuppam	None of the Above	None of the Above	1990	6	
45	Tamil Nadu - Kilvaithinankuppam	ARCHANA.N	Naam Tamilar Katchi	788	7	
45	Tamil Nadu - Kilvaithinankuppam	MOHAN.K	Bahujan Samaj Party	457	8	
45	Tamil Nadu - Kilvaithinankuppam	RAJA J	Independent	283	9	
45	Tamil Nadu - Kilvaithinankuppam	ANNAMAL S	Independent	238	10	
45	Tamil Nadu - Kilvaithinankuppam	SELVA KUMAR.A	Lok Jan Shakti Party	229	11	
45	Tamil Nadu - Kilvaithinankuppam	SIVALINGAM K	All Peoples Party	169	12	
45	Tamil Nadu - Kilvaithinankuppam	MAYILEESWARAN S	Independent	168	13	
46	Tamil Nadu - Gudiyattam	JAYANTHI PADMANABHAN .C	All India Anna Dravida Munnetra Kazhagam	94689	1	11470
46	Tamil Nadu - Gudiyattam	RAJAMARTHANDAN K.	Dravida Munnetra Kazhagam	83219	2	11470
46	Tamil Nadu - Gudiyattam	DEEPA .B	Pattali Makkal Katchi	7505	3	
46	Tamil Nadu - Gudiyattam	LINGAMUTHU .K	Communist Party of India	3140	4	
46	Tamil Nadu - Gudiyattam	None of the Above	None of the Above	2241	5	
46	Tamil Nadu - Gudiyattam	GANESAN .T	Indiya Jananayaka Katchi	891	6	
46	Tamil Nadu - Gudiyattam	RAJKUMAR S.	Naam Tamilar Katchi	876	7	
46	Tamil Nadu - Gudiyattam	SHANMUGAM .M	Bahujan Samaj Party	529	8	
46	Tamil Nadu - Gudiyattam	JAYARAMAN SENUR. PON.	Independent	441	9	
46	Tamil Nadu - Gudiyattam	RAJAMANICKAM .C	Independent	414	10	
46	Tamil Nadu - Gudiyattam	VINOTH .M	Independent	292	11	
46	Tamil Nadu - Gudiyattam	RAMAMURTHI .A	Independent	193	12	
46	Tamil Nadu - Gudiyattam	VADIVELAN .P	Vijaya Bharatha Makkal (People) Party	186	13	
46	Tamil Nadu - Gudiyattam	THANGARAJ .G	All Peoples Party	153	14	
46	Tamil Nadu - Gudiyattam	BALASINGAM .S	Independent	115	15	
46	Tamil Nadu - Gudiyattam	SARAVANAN S	People's Party of India(secular)	104	16	
47	Tamil Nadu - Vaniyambadi	NILOFER	All India Anna Dravida Munnetra Kazhagam	69588	1	14526
47	Tamil Nadu - Vaniyambadi	SYED FAROOQ	Indian Union Muslim League	55062	2	14526
47	Tamil Nadu - Vaniyambadi	GNANASEKARAN.C	Tamil Maanila Congress (Moopanar)	21090	3	
47	Tamil Nadu - Vaniyambadi	VAKEEL AHMED . T. S	All India Majlis-E-Ittehadul Muslimeen	10117	4	
47	Tamil Nadu - Vaniyambadi	KIRUBAKARAN.R.	Pattali Makkal Katchi	9283	5	
47	Tamil Nadu - Vaniyambadi	G.VENKATESAN	Bharatiya Janata Party	1935	6	
47	Tamil Nadu - Vaniyambadi	None of the Above	None of the Above	1774	7	
47	Tamil Nadu - Vaniyambadi	MOHAMMED ISMAIL	Welfare Party Of India	1104	8	
47	Tamil Nadu - Vaniyambadi	J. WAZEER AHMED	Bahujan Samaj Party	848	9	
47	Tamil Nadu - Vaniyambadi	KALILLUR RAHMAN	Naam Tamilar Katchi	623	10	
47	Tamil Nadu - Vaniyambadi	K.CHAKKARAVARTHI	Samajwadi Party	401	11	
47	Tamil Nadu - Vaniyambadi	GNANASEKAR.G	Independent	274	12	
47	Tamil Nadu - Vaniyambadi	ABDUL GAFFAR. P.	Independent	243	13	
47	Tamil Nadu - Vaniyambadi	SUDHAKAR. S.	Independent	157	14	
47	Tamil Nadu - Vaniyambadi	KANNADASAN. L	Independent	139	15	
48	Tamil Nadu - Ambur	BALASUBRAMANI	All India Anna Dravida Munnetra Kazhagam	79182	1	28006
48	Tamil Nadu - Ambur	NAZEER AHMED	Manithaneya Makkal Katchi	51176	2	28006
48	Tamil Nadu - Ambur	MADAR KHALEELLUR RAHMAN	Sunder Samaj Party	7640	3	
48	Tamil Nadu - Ambur	VASU	Desiya Murpokku Dravida Kazhagam	7043	4	
48	Tamil Nadu - Ambur	VENKATESAN	Bharatiya Janata Party	5760	5	
48	Tamil Nadu - Ambur	AMEEN BASHA	Pattali Makkal Katchi	4643	6	
48	Tamil Nadu - Ambur	None of the Above	None of the Above	1632	7	
48	Tamil Nadu - Ambur	SUNDAR.N	Bahujan Samaj Party	967	8	
48	Tamil Nadu - Ambur	PARTHIBAN	Independent	748	9	
48	Tamil Nadu - Ambur	KALAI KAMARAJ	Naam Tamilar Katchi	574	10	
48	Tamil Nadu - Ambur	MURALIMOHAN	Shivsena	385	11	
48	Tamil Nadu - Ambur	DHARUMAN	People's Party of India(secular)	376	12	
48	Tamil Nadu - Ambur	GOPINATH	Vijaya Bharatha Makkal (People) Party	375	13	
48	Tamil Nadu - Ambur	ZAHEERU ZAMAN	Independent	231	14	
48	Tamil Nadu - Ambur	SYAMALA	Rashtriya Samaj Paksha	193	15	
48	Tamil Nadu - Ambur	KRISHNAN	Independent	150	16	
49	Tamil Nadu - Jolarpet	VEERAMANI.K.C.	All India Anna Dravida Munnetra Kazhagam	82525	1	10991
49	Tamil Nadu - Jolarpet	KAVITHA.C	Dravida Munnetra Kazhagam	71534	2	10991
49	Tamil Nadu - Jolarpet	PONNUSAMY.G	Pattali Makkal Katchi	17516	3	
49	Tamil Nadu - Jolarpet	FAYAZ BASHA.A	Desiya Murpokku Dravida Kazhagam	3509	4	
49	Tamil Nadu - Jolarpet	None of the Above	None of the Above	1483	5	
49	Tamil Nadu - Jolarpet	THIRUMALAI.A	Vijaya Bharatha Makkal (People) Party	1224	6	
49	Tamil Nadu - Jolarpet	OVEYAM RANJAN.N	Bharatiya Janata Party	1021	7	
49	Tamil Nadu - Jolarpet	THENMOZHI.A	Naam Tamilar Katchi	868	8	
49	Tamil Nadu - Jolarpet	LATHA.M	Bahujan Samaj Party	700	9	
49	Tamil Nadu - Jolarpet	VEERAMANI.P	Independent	236	10	
49	Tamil Nadu - Jolarpet	SATHISH.C	Independent	198	11	
49	Tamil Nadu - Jolarpet	VEERAMANI.M.S.	Independent	158	12	
49	Tamil Nadu - Jolarpet	SIVAKUMAR.V.C.	Independent	112	13	
50	Tamil Nadu - Tirupattur	NALLATHAMBI. A	Dravida Munnetra Kazhagam	80791	1	7647
50	Tamil Nadu - Tirupattur	KUMAR.T.T	All India Anna Dravida Munnetra Kazhagam	73144	2	7647
50	Tamil Nadu - Tirupattur	RAJA.T.K	Pattali Makkal Katchi	12227	3	
50	Tamil Nadu - Tirupattur	HARIKRISHNAN.K	Desiya Murpokku Dravida Kazhagam	3968	4	
50	Tamil Nadu - Tirupattur	GOVINDARAJAN. V	Bharatiya Janata Party	1831	5	
50	Tamil Nadu - Tirupattur	None of the Above	None of the Above	1193	6	
50	Tamil Nadu - Tirupattur	RAJA.T	Independent	1051	7	
50	Tamil Nadu - Tirupattur	RAJA.K	Independent	789	8	
50	Tamil Nadu - Tirupattur	VIJAYAN.E	Naam Tamilar Katchi	691	9	
50	Tamil Nadu - Tirupattur	NEELAVENI. P	Bahujan Samaj Party	574	10	
50	Tamil Nadu - Tirupattur	VANKATESAN. M	Kongunadu Makkal Desia Katchi	281	11	
50	Tamil Nadu - Tirupattur	PALANI.M	Independent	271	12	
50	Tamil Nadu - Tirupattur	RAMESH.T.P	Independent	230	13	
50	Tamil Nadu - Tirupattur	SAMUELBAKYARAJ.A	People's Party of India(secular)	203	14	
50	Tamil Nadu - Tirupattur	KUMAR.T	Independent	166	15	
50	Tamil Nadu - Tirupattur	KUMAR.N	Independent	162	16	
50	Tamil Nadu - Tirupattur	SAKTHI.V	Vijaya Bharatha Makkal (People) Party	159	17	
50	Tamil Nadu - Tirupattur	SANKAR. S	United Communist Party of India	112	18	
51	Tamil Nadu - Uthangarai	N.MANORANJITHAM	All India Anna Dravida Munnetra Kazhagam	69980	1	2613
51	Tamil Nadu - Uthangarai	S.MALATHY	Dravida Munnetra Kazhagam	67367	2	2613
51	Tamil Nadu - Uthangarai	T.N.ANGUTHI	Pattali Makkal Katchi	23500	3	
51	Tamil Nadu - Uthangarai	C.KANIYAMUDHAN	Viduthalai Chiruthaigal Katchi	12669	4	
51	Tamil Nadu - Uthangarai	None of the Above	None of the Above	1717	5	
51	Tamil Nadu - Uthangarai	S A PANDU	Bharatiya Janata Party	1591	6	
51	Tamil Nadu - Uthangarai	V. THEERTHAGIRI	Kongunadu Makkal Desia Katchi	1266	7	
51	Tamil Nadu - Uthangarai	VENKATESAN T	Naam Tamilar Katchi	728	8	
51	Tamil Nadu - Uthangarai	THEERTHAGIRI A	Independent	578	9	
51	Tamil Nadu - Uthangarai	K.BALAMUTHU	Independent	547	10	
51	Tamil Nadu - Uthangarai	C.HAMSA	Nationalist Congress Party	481	11	
51	Tamil Nadu - Uthangarai	THEERTHAGIRI A	Republican Party of India (A)	192	12	
52	Tamil Nadu - Bargur	V.RAJENDRAN	All India Anna Dravida Munnetra Kazhagam	80650	1	982
52	Tamil Nadu - Bargur	GOVINDDARASAN.E.C	Dravida Munnetra Kazhagam	79668	2	982
52	Tamil Nadu - Bargur	A.KUMAR	Pattali Makkal Katchi	18407	3	
52	Tamil Nadu - Bargur	R.RAJENDRAN	Tamil Maanila Congress (Moopanar)	2948	4	
52	Tamil Nadu - Bargur	None of the Above	None of the Above	1382	5	
52	Tamil Nadu - Bargur	R.MANIVANNAN	Bharatiya Janata Party	1273	6	
52	Tamil Nadu - Bargur	N.ANANTHI	Nationalist Congress Party	876	7	
52	Tamil Nadu - Bargur	P.ESWARAN	Naam Tamilar Katchi	685	8	
52	Tamil Nadu - Bargur	SUGUMAR	Independent	568	9	
52	Tamil Nadu - Bargur	RAMESH.D	Independent	450	10	
52	Tamil Nadu - Bargur	C.ANBALAGAN	Independent	395	11	
52	Tamil Nadu - Bargur	C.GOVINDARASU	Independent	252	12	
52	Tamil Nadu - Bargur	C.S.SARDHAR	Puratchikara Thozilalar Katchi	143	13	
52	Tamil Nadu - Bargur	G.K.MUNIRAJ	Ulzaipali Makkal Katchy	128	14	
52	Tamil Nadu - Bargur	K.THIRUVENKADAM	Kongunadu Makkal Desia Katchi	118	15	
52	Tamil Nadu - Bargur	R.THANIGAI	Youth And Students Party	113	16	
53	Tamil Nadu - Krishnagiri	SENGUTTUVAN.T	Dravida Munnetra Kazhagam	87637	1	4891
53	Tamil Nadu - Krishnagiri	GOVINDARAJ	All India Anna Dravida Munnetra Kazhagam	82746	2	4891
53	Tamil Nadu - Krishnagiri	KUMAR.S	Pattali Makkal Katchi	15736	3	
53	Tamil Nadu - Krishnagiri	JAYAPRAKASH.R	Tamil Maanila Congress (Moopanar)	4199	4	
53	Tamil Nadu - Krishnagiri	None of the Above	None of the Above	1855	5	
53	Tamil Nadu - Krishnagiri	MANAGER	Independent	1195	6	
53	Tamil Nadu - Krishnagiri	CHANDRAMOHAN.K.M	Nationalist Congress Party	1151	7	
53	Tamil Nadu - Krishnagiri	LATHA.G	Independent	1082	8	
53	Tamil Nadu - Krishnagiri	PONN.PARTHIBAN	Naam Tamilar Katchi	986	9	
53	Tamil Nadu - Krishnagiri	ARUNKOWTHAM	Indiya Jananayaka Katchi	886	10	
53	Tamil Nadu - Krishnagiri	VELU.K	Independent	663	11	
53	Tamil Nadu - Krishnagiri	SIVARAJ.M.K	Independent	415	12	
53	Tamil Nadu - Krishnagiri	PANDIAN@PANDIA PRABHU.P	Independent	291	13	
53	Tamil Nadu - Krishnagiri	GANDHI.T.V.S	Independent	258	14	
53	Tamil Nadu - Krishnagiri	VADIVEL	Independent	198	15	
53	Tamil Nadu - Krishnagiri	VENKATESH.K.C	United Communist Party of India	194	16	
53	Tamil Nadu - Krishnagiri	MUBARAK.B	All India Majlis-E-Ittehadul Muslimeen	172	17	
53	Tamil Nadu - Krishnagiri	VAJRAVEL.G	Kongunadu Makkal Desia Katchi	167	18	
53	Tamil Nadu - Krishnagiri	SANKAR.K	Ulzaipali Makkal Katchy	158	19	
53	Tamil Nadu - Krishnagiri	SIGAMANI.K.N	Puratchikara Thozilalar Katchi	103	20	
54	Tamil Nadu - Veppanahalli	MURUGAN P	Dravida Munnetra Kazhagam	88952	1	5228
54	Tamil Nadu - Veppanahalli	MADHU A.V.M @ HEMNATH M	All India Anna Dravida Munnetra Kazhagam	83724	2	5228
54	Tamil Nadu - Veppanahalli	TAMIL SELVI M	Pattali Makkal Katchi	5476	3	
54	Tamil Nadu - Veppanahalli	NAGARAJ N	Desiya Murpokku Dravida Kazhagam	4656	4	
54	Tamil Nadu - Veppanahalli	PREMANATHAN V S	Bharatiya Janata Party	1966	5	
54	Tamil Nadu - Veppanahalli	None of the Above	None of the Above	1482	6	
54	Tamil Nadu - Veppanahalli	ABBAS ALI S B	Forward Democratic Labour Party	1373	7	
54	Tamil Nadu - Veppanahalli	RAMASAMY GC	Independent	893	8	
54	Tamil Nadu - Veppanahalli	GOVINDARAJ R	Independent	704	9	
54	Tamil Nadu - Veppanahalli	SUJATHA K	Nationalist Congress Party	653	10	
54	Tamil Nadu - Veppanahalli	ILANTHAMIZAN	Naam Tamilar Katchi	588	11	
54	Tamil Nadu - Veppanahalli	SHANMUGAM L	Independent	553	12	
54	Tamil Nadu - Veppanahalli	SUDHAKAR N	Independent	394	13	
54	Tamil Nadu - Veppanahalli	SADANAPALLIYAPPA	Independent	391	14	
54	Tamil Nadu - Veppanahalli	VADIVEL P	Independent	352	15	
54	Tamil Nadu - Veppanahalli	VIRGINIA BERNADINE FRANCIS	Independent	313	16	
54	Tamil Nadu - Veppanahalli	SURYAPRAKASH C.L.	Republican Sena	307	17	
54	Tamil Nadu - Veppanahalli	KRISHNAPPA @ KRISHNAN	Kongunadu Makkal Desia Katchi	291	18	
54	Tamil Nadu - Veppanahalli	SANKAR K	United Communist Party of India	257	19	
55	Tamil Nadu - Hosur	BALAKRISHNA REDDY P	All India Anna Dravida Munnetra Kazhagam	89510	1	22964
55	Tamil Nadu - Hosur	GOPINATH K	Indian National Congress	66546	2	22964
55	Tamil Nadu - Hosur	BALAKRISHNAN G	Bharatiya Janata Party	28850	3	
55	Tamil Nadu - Hosur	MUNIRAJ P	Pattali Makkal Katchi	10309	4	
55	Tamil Nadu - Hosur	CHANDRAN V	Desiya Murpokku Dravida Kazhagam	7780	5	
55	Tamil Nadu - Hosur	None of the Above	None of the Above	3445	6	
55	Tamil Nadu - Hosur	ALEX ESTHER	Naam Tamilar Katchi	3021	7	
55	Tamil Nadu - Hosur	SHANAWASKHAN N	SOCIAL DEMOCRATIC PARTY OF INDIA	1134	8	
55	Tamil Nadu - Hosur	DEVAPPA Y	Independent	741	9	
55	Tamil Nadu - Hosur	PATTABHIRAMA C	Independent	737	10	
55	Tamil Nadu - Hosur	CHAN BASHA M	Bahujan Samaj Party	465	11	
55	Tamil Nadu - Hosur	VELUCHAMY R	Kongunadu Makkal Desia Katchi	424	12	
55	Tamil Nadu - Hosur	SONAPPA SM	United Communist Party of India	354	13	
55	Tamil Nadu - Hosur	SATHYA NARAYANA MOORTHY K	Independent	328	14	
55	Tamil Nadu - Hosur	SEKAR P	Gandhiya Makkal Iyakkam	293	15	
55	Tamil Nadu - Hosur	GOPINATH K	Independent	274	16	
55	Tamil Nadu - Hosur	JAGADISWARA REDDY	Independent	265	17	
55	Tamil Nadu - Hosur	AYUB JOHN S M	Independent	223	18	
55	Tamil Nadu - Hosur	MANJUNATH V	Independent	201	19	
55	Tamil Nadu - Hosur	GOPINATH K	Independent	182	20	
55	Tamil Nadu - Hosur	BALARAJU N	Independent	149	21	
56	Tamil Nadu - Thalli	PRAKAASH Y.	Dravida Munnetra Kazhagam	74429	1	6245
56	Tamil Nadu - Thalli	RAMACHANDRAN T.	Communist Party of India	68184	2	6245
56	Tamil Nadu - Thalli	NAGESH C.	All India Anna Dravida Munnetra Kazhagam	31415	3	
56	Tamil Nadu - Thalli	ARUNRAJAN D.	Pattali Makkal Katchi	5253	4	
56	Tamil Nadu - Thalli	RAMACHANDRAN B.	Bharatiya Janata Party	2908	5	
56	Tamil Nadu - Thalli	None of the Above	None of the Above	2450	6	
56	Tamil Nadu - Thalli	HARI V.	Independent	1722	7	
56	Tamil Nadu - Thalli	ROSELIN R.	Nationalist Congress Party	958	8	
56	Tamil Nadu - Thalli	PANDU	United Communist Party of India	704	9	
56	Tamil Nadu - Thalli	ABUBEKAR	Independent	485	10	
56	Tamil Nadu - Thalli	TAMILSELVAN S.	Naam Tamilar Katchi	433	11	
56	Tamil Nadu - Thalli	VINDHAI VENDHAN	Independent	409	12	
57	Tamil Nadu - Palacode	ANBALAGAN. K.P.	All India Anna Dravida Munnetra Kazhagam	76143	1	5983
57	Tamil Nadu - Palacode	MURUGAN. P.K.	Dravida Munnetra Kazhagam	70160	2	5983
57	Tamil Nadu - Palacode	MANNAN. K.	Pattali Makkal Katchi	31612	3	
57	Tamil Nadu - Palacode	KAVERIVARMAN. K.G.	Desiya Murpokku Dravida Kazhagam	4915	4	
57	Tamil Nadu - Palacode	None of the Above	None of the Above	1880	5	
57	Tamil Nadu - Palacode	CHANDRASEKARAN. G.	Youth And Students Party	536	6	
57	Tamil Nadu - Palacode	VENKATESAN. S.	Naam Tamilar Katchi	503	7	
57	Tamil Nadu - Palacode	NANJAPPAN. P.	Indiya Jananayaka Katchi	463	8	
57	Tamil Nadu - Palacode	GOVINDARAJAN. S.	Independent	430	9	
57	Tamil Nadu - Palacode	SIVAKUMAR. S.	Tamilar Makkal Katchi	397	10	
57	Tamil Nadu - Palacode	PERUMAL. P.	Bahujan Samaj Party	337	11	
57	Tamil Nadu - Palacode	KRISHNAMOORTHY. P.	Independent	334	12	
57	Tamil Nadu - Palacode	MURUGAN. K.G.	Independent	325	13	
57	Tamil Nadu - Palacode	PACHIYAPPAN. M.	Independent	302	14	
57	Tamil Nadu - Palacode	SIVAKUMAR. T.	Kongunadu Makkal Desia Katchi	257	15	
57	Tamil Nadu - Palacode	ANBALAGAN. E.	Independent	173	16	
58	Tamil Nadu - Pennagaram	INBASEKARAN. P.N.P.	Dravida Munnetra Kazhagam	76848	1	18446
58	Tamil Nadu - Pennagaram	ANBUMANI RAMADOSS	Pattali Makkal Katchi	58402	2	18446
58	Tamil Nadu - Pennagaram	MUNUSAMY K.P	All India Anna Dravida Munnetra Kazhagam	51687	3	
58	Tamil Nadu - Pennagaram	NANJAPPAN. N.	Communist Party of India	5624	4	
58	Tamil Nadu - Pennagaram	None of the Above	None of the Above	2081	5	
58	Tamil Nadu - Pennagaram	MUNIAPPAN. A	Independent	716	6	
58	Tamil Nadu - Pennagaram	SIVAKUMAR. G	Naam Tamilar Katchi	688	7	
58	Tamil Nadu - Pennagaram	MURUGESAN. M	Independent	688	8	
58	Tamil Nadu - Pennagaram	POTHURASU. N	Independent	640	9	
58	Tamil Nadu - Pennagaram	DHANAPAL. G	Independent	555	10	
58	Tamil Nadu - Pennagaram	MALLIGA. M	Bahujan Samaj Party	473	11	
58	Tamil Nadu - Pennagaram	VENKATESAN. P. C	Independent	336	12	
58	Tamil Nadu - Pennagaram	AGNI SRIRAMACHANDRAN	Independent	300	13	
58	Tamil Nadu - Pennagaram	SIVALINGAM. P	Independent	222	14	
58	Tamil Nadu - Pennagaram	JAIKUMAR. K	Janata Dal (Secular)	193	15	
58	Tamil Nadu - Pennagaram	SINGARAVELU. K	Independent	182	16	
59	Tamil Nadu - Dharmapuri	SUBRAMANI. P.	Dravida Munnetra Kazhagam	71056	1	9676
59	Tamil Nadu - Dharmapuri	ELANGOVAN. P.D.	All India Anna Dravida Munnetra Kazhagam	61380	2	9676
59	Tamil Nadu - Dharmapuri	SENTHIL. R. DR.	Pattali Makkal Katchi	56727	3	
59	Tamil Nadu - Dharmapuri	ELANGOVAN. V. DR.	Desiya Murpokku Dravida Kazhagam	9348	4	
59	Tamil Nadu - Dharmapuri	None of the Above	None of the Above	2251	5	
59	Tamil Nadu - Dharmapuri	ARUMUGAM. M.	Bharatiya Janata Party	1606	6	
59	Tamil Nadu - Dharmapuri	RUKMANIDEVI. R.	Naam Tamilar Katchi	1213	7	
59	Tamil Nadu - Dharmapuri	VIJAYASARATHI. N.DR.	Independent	812	8	
59	Tamil Nadu - Dharmapuri	MADHAIYAN. K.	Kongunadu Makkal Desia Katchi	570	9	
59	Tamil Nadu - Dharmapuri	SREENIVASAN.R.K.	Youth And Students Party	525	10	
59	Tamil Nadu - Dharmapuri	MOHAN S	Bahujan Samaj Party	495	11	
59	Tamil Nadu - Dharmapuri	RAGUPATHI. N.	Gandhiya Makkal Iyakkam	473	12	
59	Tamil Nadu - Dharmapuri	ILANGOVAN. V.	Independent	326	13	
59	Tamil Nadu - Dharmapuri	RADHA.P.	Nationalist Congress Party	297	14	
59	Tamil Nadu - Dharmapuri	SIVAN. K.	United Communist Party of India	258	15	
59	Tamil Nadu - Dharmapuri	GOVINDARAJU. S.	Tamilar Makkal Katchi	139	16	
60	Tamil Nadu - Pappireddippatti	PALANIYAPPAN. P	All India Anna Dravida Munnetra Kazhagam	74234	1	12713
60	Tamil Nadu - Pappireddippatti	SATHIYAMOORTHY. A	Pattali Makkal Katchi	61521	2	12713
60	Tamil Nadu - Pappireddippatti	PRABHU RAJASEKAR. M	Dravida Munnetra Kazhagam	56109	3	
60	Tamil Nadu - Pappireddippatti	BASKAR . A	Desiya Murpokku Dravida Kazhagam	9441	4	
60	Tamil Nadu - Pappireddippatti	ASHOKAN. G	Kongunadu Makkal Desia Katchi	1760	5	
60	Tamil Nadu - Pappireddippatti	None of the Above	None of the Above	1467	6	
60	Tamil Nadu - Pappireddippatti	GOPI. K	Bahujan Samaj Party	827	7	
60	Tamil Nadu - Pappireddippatti	RAJALINGAM. A	Independent	818	8	
60	Tamil Nadu - Pappireddippatti	RAJKUMAR. V	Independent	771	9	
60	Tamil Nadu - Pappireddippatti	MOOVENDAN. M	Naam Tamilar Katchi	588	10	
60	Tamil Nadu - Pappireddippatti	SARAVANAN. K	Youth And Students Party	293	11	
60	Tamil Nadu - Pappireddippatti	MUNIRAJ. M	Independent	287	12	
60	Tamil Nadu - Pappireddippatti	SUNDARAMOORTHY. M	Indiya Jananayaka Katchi	270	13	
60	Tamil Nadu - Pappireddippatti	RAGU. V	Independent	204	14	
60	Tamil Nadu - Pappireddippatti	DHANAPAL. R	Samajwadi Party	164	15	
61	Tamil Nadu - Harur	R.MURUGAN	All India Anna Dravida Munnetra Kazhagam	64568	1	11421
61	Tamil Nadu - Harur	S.RAJENDRAN	Dravida Munnetra Kazhagam	53147	2	11421
61	Tamil Nadu - Harur	K.GOVINDHASAMY	Viduthalai Chiruthaigal Katchi	33632	3	
61	Tamil Nadu - Harur	S.MURALI	Pattali Makkal Katchi	27747	4	
61	Tamil Nadu - Harur	K.SURULIRAJAN	Kongunadu Makkal Desia Katchi	3500	5	
61	Tamil Nadu - Harur	None of the Above	None of the Above	2092	6	
61	Tamil Nadu - Harur	P.VEDIYAPPAN	Bharatiya Janata Party	1948	7	
61	Tamil Nadu - Harur	A.KARTHIK	Bahujan Samaj Party	762	8	
61	Tamil Nadu - Harur	K.RAMESH	Naam Tamilar Katchi	627	9	
61	Tamil Nadu - Harur	S.AGILA	Independent	558	10	
61	Tamil Nadu - Harur	R.GOVINDAN	Independent	510	11	
61	Tamil Nadu - Harur	K.RAJENDIRAN	Independent	433	12	
61	Tamil Nadu - Harur	M.GOVINDASAMY	Independent	317	13	
61	Tamil Nadu - Harur	S.KUMAR	Independent	293	14	
62	Tamil Nadu - Chengam	GIRI .M.P	Dravida Munnetra Kazhagam	95939	1	12691
62	Tamil Nadu - Chengam	DINAKARAN. M	All India Anna Dravida Munnetra Kazhagam	83248	2	12691
62	Tamil Nadu - Chengam	MURUGAN. C	Pattali Makkal Katchi	15114	3	
62	Tamil Nadu - Chengam	KALAIYARASI .A	Desiya Murpokku Dravida Kazhagam	8007	4	
62	Tamil Nadu - Chengam	None of the Above	None of the Above	1403	5	
62	Tamil Nadu - Chengam	DINAKARAN. S	Independent	1255	6	
62	Tamil Nadu - Chengam	DINAKARAN. H	Independent	1151	7	
62	Tamil Nadu - Chengam	BASKARAN. M.R	Bahujan Samaj Party	948	8	
62	Tamil Nadu - Chengam	KARUPPAN. V	Bharatiya Janata Party	884	9	
62	Tamil Nadu - Chengam	VENNILA.S	Naam Tamilar Katchi	666	10	
62	Tamil Nadu - Chengam	MURUGAN. R	Independent	425	11	
62	Tamil Nadu - Chengam	SUGUMAR. S	Independent	413	12	
62	Tamil Nadu - Chengam	PANDU. M	Gandhiya Makkal Iyakkam	313	13	
62	Tamil Nadu - Chengam	KASI. G	Independent	235	14	
62	Tamil Nadu - Chengam	ANBAZHAGAN. S	Valimai Valartchi Indians Party	209	15	
62	Tamil Nadu - Chengam	KRISHNAVENI.P	Samajwadi Party	193	16	
63	Tamil Nadu - Tiruvannamalai	VELU E.V.	Dravida Munnetra Kazhagam	116484	1	50348
63	Tamil Nadu - Tiruvannamalai	RAJAN K	All India Anna Dravida Munnetra Kazhagam	66136	2	50348
63	Tamil Nadu - Tiruvannamalai	PANDIAN L	Pattali Makkal Katchi	7916	3	
63	Tamil Nadu - Tiruvannamalai	MANIKANDAN S	Desiya Murpokku Dravida Kazhagam	5075	4	
63	Tamil Nadu - Tiruvannamalai	VENKATACHALAPATHI K	Bharatiya Janata Party	1935	5	
63	Tamil Nadu - Tiruvannamalai	None of the Above	None of the Above	1803	6	
63	Tamil Nadu - Tiruvannamalai	KAMALAKKANNAN J	Naam Tamilar Katchi	1686	7	
