Constituency No.	Constituency Name	Candidate Name	Party	Votes Polled	Position	Win/Lose Margin
1	Tamil Nadu - Gummidipoondi	VIJAYAKUMAR K S	All India Anna Dravida Munnetra Kazhagam	89332	1	23395
1	Tamil Nadu - Gummidipoondi	SEKAR C H	Dravida Munnetra Kazhagam	65937	2	23395
1	Tamil Nadu - Gummidipoondi	SELVARAJ M	Pattali Makkal Katchi	43055	3	
1	Tamil Nadu - Gummidipoondi	GEETHA K	Desiya Murpokku Dravida Kazhagam	6585	4	
1	Tamil Nadu - Gummidipoondi	BHASKARAN M	Bharatiya Janata Party	2092	5	
1	Tamil Nadu - Gummidipoondi	None of the Above	None of the Above	1484	6	
1	Tamil Nadu - Gummidipoondi	MURALI KRISHNA M (A) SAMARAN	Bahujan Samaj Party	1282	7	
1	Tamil Nadu - Gummidipoondi	SURESHKUMAR S	Naam Tamilar Katchi	1250	8	
1	Tamil Nadu - Gummidipoondi	MURUGAN M	Independent	875	9	
1	Tamil Nadu - Gummidipoondi	KANDAVEL R	Youth And Students Party	645	10	
1	Tamil Nadu - Gummidipoondi	KARUNAKARAN A	Independent	554	11	
1	Tamil Nadu - Gummidipoondi	ARULVEL SELVAN C	Independent	550	12	
1	Tamil Nadu - Gummidipoondi	PANDIYAN A	Independent	231	13	
1	Tamil Nadu - Gummidipoondi	GANAPATHY R	Independent	164	14	
1	Tamil Nadu - Gummidipoondi	SARAVANAN T	Independent	163	15	
1	Tamil Nadu - Gummidipoondi	KANTHARAJ V C	Gokula Makkal Katchi	149	16	
2	Tamil Nadu - Ponneri	BALARAMAN P	All India Anna Dravida Munnetra Kazhagam	95979	1	19336
2	Tamil Nadu - Ponneri	PARIMALAM K DOCTOR	Dravida Munnetra Kazhagam	76643	2	19336
2	Tamil Nadu - Ponneri	PANDIAN A	Pattali Makkal Katchi	9586	3	
2	Tamil Nadu - Ponneri	SENTHIL KUMAR V	Viduthalai Chiruthaigal Katchi	5566	4	
2	Tamil Nadu - Ponneri	None of the Above	None of the Above	2284	5	
2	Tamil Nadu - Ponneri	GANESAN K	Bharatiya Janata Party	2067	6	
2	Tamil Nadu - Ponneri	VINOTH BABU S	Naam Tamilar Katchi	1620	7	
2	Tamil Nadu - Ponneri	RAJA S	Bahujan Samaj Party	1152	8	
2	Tamil Nadu - Ponneri	KOTTEESWARAN K	Youth And Students Party	696	9	
2	Tamil Nadu - Ponneri	RUKUMANGADAN L	Independent	640	10	
2	Tamil Nadu - Ponneri	DILLI BABU V	Independent	536	11	
2	Tamil Nadu - Ponneri	SUDHAKARAN H	Independent	383	12	
2	Tamil Nadu - Ponneri	ELAYARAJA R	Independent	213	13	
2	Tamil Nadu - Ponneri	SRINIVASAN E	Independent	181	14	
2	Tamil Nadu - Ponneri	SATHISH RAJA M	Independent	102	15	
3	Tamil Nadu - Tiruttani	NARASIMHAN P M	All India Anna Dravida Munnetra Kazhagam	93045	1	23141
3	Tamil Nadu - Tiruttani	CHIDAMBARAM A G	Indian National Congress	69904	2	23141
3	Tamil Nadu - Tiruttani	VAITHILINGAM A	Pattali Makkal Katchi	29596	3	
3	Tamil Nadu - Tiruttani	KRISHNAMURTHY D	Desiya Murpokku Dravida Kazhagam	15648	4	
3	Tamil Nadu - Tiruttani	CHAKRAVARTHY. M	Bharatiya Janata Party	5525	5	
3	Tamil Nadu - Tiruttani	None of the Above	None of the Above	2076	6	
3	Tamil Nadu - Tiruttani	JAIBASKARAN S	Bahujan Samaj Party	1445	7	
3	Tamil Nadu - Tiruttani	PRABU S	Naam Tamilar Katchi	1077	8	
3	Tamil Nadu - Tiruttani	RAJESHKUMAR V	Independent	875	9	
3	Tamil Nadu - Tiruttani	KRISHNAMOORTHY R	Independent	748	10	
3	Tamil Nadu - Tiruttani	RAJAGOPAL N	Independent	723	11	
3	Tamil Nadu - Tiruttani	BABU K	Independent	643	12	
3	Tamil Nadu - Tiruttani	PRATHEEP M	Independent	359	13	
3	Tamil Nadu - Tiruttani	VAITHIYALINGAM K	Independent	346	14	
3	Tamil Nadu - Tiruttani	NARASIMAN P	Independent	247	15	
3	Tamil Nadu - Tiruttani	THUKKARAM N	Independent	152	16	
4	Tamil Nadu - Thiruvallur	RAAJENDRAN V G	Dravida Munnetra Kazhagam	80473	1	5138
4	Tamil Nadu - Thiruvallur	BASKARAN A	All India Anna Dravida Munnetra Kazhagam	75335	2	5138
4	Tamil Nadu - Thiruvallur	BALAYOGI V	Pattali Makkal Katchi	31935	3	
4	Tamil Nadu - Thiruvallur	BALASUBRAMANI A	Viduthalai Chiruthaigal Katchi	7006	4	
4	Tamil Nadu - Thiruvallur	PREM SEKAR M	Bahujan Samaj Party	2171	5	
4	Tamil Nadu - Thiruvallur	SRINIVASAN K	Bharatiya Janata Party	1826	6	
4	Tamil Nadu - Thiruvallur	SENTHIL KUMAR K	Naam Tamilar Katchi	1451	7	
4	Tamil Nadu - Thiruvallur	None of the Above	None of the Above	1418	8	
4	Tamil Nadu - Thiruvallur	BASKAR A	Independent	796	9	
4	Tamil Nadu - Thiruvallur	SHANKAR K	Vijaya Bharatha Makkal (People) Party	703	10	
4	Tamil Nadu - Thiruvallur	BALA KRISHNAN N	Independent	572	11	
4	Tamil Nadu - Thiruvallur	RAJEEV B	Independent	418	12	
4	Tamil Nadu - Thiruvallur	ANANDANAYAGI A	Lok Jan Shakti Party	417	13	
4	Tamil Nadu - Thiruvallur	MURUGAN S	Independent	415	14	
4	Tamil Nadu - Thiruvallur	SRINIVASAN V	Independent	289	15	
4	Tamil Nadu - Thiruvallur	BASKAR M	Independent	202	16	
4	Tamil Nadu - Thiruvallur	SATHISH B	Vidiyalai Thedum Indhiyargal Party	172	17	
4	Tamil Nadu - Thiruvallur	SIVANANTHAM R	Independent	149	18	
4	Tamil Nadu - Thiruvallur	ANBURAJ P	Independent	138	19	
4	Tamil Nadu - Thiruvallur	RAJENDIRAN D	Independent	128	20	
4	Tamil Nadu - Thiruvallur	PANNEERSELVAM T N	Independent	125	21	
4	Tamil Nadu - Thiruvallur	RADHAKRISHNAN D	Independent	105	22	
5	Tamil Nadu - Poonamallee	ELUMALAI T A	All India Anna Dravida Munnetra Kazhagam	103952	1	11763
5	Tamil Nadu - Poonamallee	PARANTHAMEN I	Dravida Munnetra Kazhagam	92189	2	11763
5	Tamil Nadu - Poonamallee	PARTHASARATHY C	Pattali Makkal Katchi	15827	3	
5	Tamil Nadu - Poonamallee	KANDAN D	Marumalarchi Dravida Munnetra Kazhagam	15051	4	
5	Tamil Nadu - Poonamallee	AMARNATH A	Bharatiya Janata Party	3456	5	
5	Tamil Nadu - Poonamallee	None of the Above	None of the Above	3265	6	
5	Tamil Nadu - Poonamallee	PONNARASU A	Naam Tamilar Katchi	2562	7	
5	Tamil Nadu - Poonamallee	VIJAYABALAJI V	Bahujan Samaj Party	2066	8	
5	Tamil Nadu - Poonamallee	RAMAMOORTHY M	Independent	391	9	
5	Tamil Nadu - Poonamallee	PRATHAP R	Shivsena	351	10	
5	Tamil Nadu - Poonamallee	NAGARAJ J	Independent	312	11	
5	Tamil Nadu - Poonamallee	TAMILSELVAN B	Independent	177	12	
5	Tamil Nadu - Poonamallee	ANANTH C	Independent	151	13	
5	Tamil Nadu - Poonamallee	KANDHASAMY B	Independent	121	14	
5	Tamil Nadu - Poonamallee	SANKARALINGAM J	Independent	116	15	
6	Tamil Nadu - Avadi	PANDIA RAJAN K	All India Anna Dravida Munnetra Kazhagam	108064	1	1395
6	Tamil Nadu - Avadi	NASAR S M	Dravida Munnetra Kazhagam	106669	2	1395
6	Tamil Nadu - Avadi	ANTHRIDOSS R	Marumalarchi Dravida Munnetra Kazhagam	22848	3	
6	Tamil Nadu - Avadi	ANANDAKRISHNAN N	Pattali Makkal Katchi	12428	4	
6	Tamil Nadu - Avadi	LOGANATHAN J	Bharatiya Janata Party	7232	5	
6	Tamil Nadu - Avadi	None of the Above	None of the Above	4994	6	
6	Tamil Nadu - Avadi	NALLATHAMBI S	Naam Tamilar Katchi	4301	7	
6	Tamil Nadu - Avadi	CHARLES S	Bahujan Samaj Party	1477	8	
6	Tamil Nadu - Avadi	NAZAR S M A	Independent	452	9	
6	Tamil Nadu - Avadi	DINESH KUMAR P	Independent	402	10	
6	Tamil Nadu - Avadi	PANDIARAJAN G	Independent	386	11	
6	Tamil Nadu - Avadi	DHARANI K	Independent	193	12	
6	Tamil Nadu - Avadi	SELVANAYAGAM D	Independent	188	13	
6	Tamil Nadu - Avadi	ANTHARAIYAN	Independent	173	14	
6	Tamil Nadu - Avadi	DURGA PRASAD G	Independent	148	15	
6	Tamil Nadu - Avadi	PONNUSAMY R	Vijaya Bharatha Makkal (People) Party	138	16	
6	Tamil Nadu - Avadi	KARTHIKEYAN V P	Independent	136	17	
6	Tamil Nadu - Avadi	JANOVA J	Independent	115	18	
6	Tamil Nadu - Avadi	KALIAMMAL RAJENDRAN	Independent	110	19	
6	Tamil Nadu - Avadi	SATHYA D	Independent	103	20	
6	Tamil Nadu - Avadi	RAMACHANDRAN J	Independent	89	21	
6	Tamil Nadu - Avadi	ROWOTH PASARI	Samata Party	86	22	
7	Tamil Nadu - Maduravoyal	BENJAMIN P	All India Anna Dravida Munnetra Kazhagam	99739	1	8402
7	Tamil Nadu - Maduravoyal	RAJESH R	Indian National Congress	91337	2	8402
7	Tamil Nadu - Maduravoyal	BEEMRAO G	Communist Party of India (Marxist)	19612	3	
7	Tamil Nadu - Maduravoyal	SRINIVASAN N V	Pattali Makkal Katchi	17328	4	
7	Tamil Nadu - Maduravoyal	None of the Above	None of the Above	6655	5	
7	Tamil Nadu - Maduravoyal	VASU M	Naam Tamilar Katchi	6181	6	
7	Tamil Nadu - Maduravoyal	ANANDAPRIYA R	Indiya Jananayaka Katchi	4582	7	
7	Tamil Nadu - Maduravoyal	MOHAMED ABBAS S	Bahujan Samaj Party	807	8	
7	Tamil Nadu - Maduravoyal	DHANASEKAR A	Youth And Students Party	549	9	
7	Tamil Nadu - Maduravoyal	GANAPATHY SURESH	Independent	503	10	
7	Tamil Nadu - Maduravoyal	RAJESH C	Independent	430	11	
7	Tamil Nadu - Maduravoyal	SRIRANGARAYAN G	Kongunadu Makkal Desia Katchi	274	12	
7	Tamil Nadu - Maduravoyal	SRINIVASAN K V	Independent	269	13	
7	Tamil Nadu - Maduravoyal	RAVI C V	Independent	173	14	
7	Tamil Nadu - Maduravoyal	ARUN KUMAR R	Independent	158	15	
8	Tamil Nadu - Ambattur	ALEXANDER V	All India Anna Dravida Munnetra Kazhagam	94375	1	17498
8	Tamil Nadu - Ambattur	AASSAN MAULAANA	Indian National Congress	76877	2	17498
8	Tamil Nadu - Ambattur	SEKAR K N	Pattali Makkal Katchi	16635	3	
8	Tamil Nadu - Ambattur	CONSTANDINE RAVINDRAN J	Desiya Murpokku Dravida Kazhagam	16631	4	
8	Tamil Nadu - Ambattur	DEVARAJAN C	Bharatiya Janata Party	9563	5	
8	Tamil Nadu - Ambattur	None of the Above	None of the Above	5603	6	
8	Tamil Nadu - Ambattur	ANBUTHENNARASAN R	Naam Tamilar Katchi	5044	7	
8	Tamil Nadu - Ambattur	SIMRAN KALATI	Youth And Students Party	553	8	
8	Tamil Nadu - Ambattur	ABUBAKKAR M	Nationalist Congress Party	479	9	
8	Tamil Nadu - Ambattur	PRAKASH C	Bahujan Samaj Party	456	10	
8	Tamil Nadu - Ambattur	DEVARAJAN G	Independent	418	11	
8	Tamil Nadu - Ambattur	PALANIVEL K	Communist Party of India (Marxist-Leninist) (Liberation)	403	12	
8	Tamil Nadu - Ambattur	CHINNADURAI M	Independent	385	13	
8	Tamil Nadu - Ambattur	SHIVAKUMAR S	Independent	339	14	
8	Tamil Nadu - Ambattur	NARMADHA NANDHAKUMAR	Independent	267	15	
8	Tamil Nadu - Ambattur	PRAKASH R	Independent	234	16	
8	Tamil Nadu - Ambattur	VISWANATHAN R	Independent	166	17	
8	Tamil Nadu - Ambattur	MANOHARAN D	Independent	128	18	
8	Tamil Nadu - Ambattur	BALAJI G	Independent	119	19	
8	Tamil Nadu - Ambattur	GANESAN N	Independent	117	20	
8	Tamil Nadu - Ambattur	KANAKARAJ K	Independent	116	21	
8	Tamil Nadu - Ambattur	RAMESH B	Independent	115	22	
8	Tamil Nadu - Ambattur	RANGANATHAN K	Valamaana Tamizhagam Katchi	112	23	
8	Tamil Nadu - Ambattur	RAMADASS A S	Independent	109	24	
8	Tamil Nadu - Ambattur	DHANRAJ P	Independent	106	25	
8	Tamil Nadu - Ambattur	ARUMUGAM S	Independent	100	26	
8	Tamil Nadu - Ambattur	BALACHANDAR M	People's Party of India(secular)	99	27	
8	Tamil Nadu - Ambattur	VIJAYAKUMAR G	Independent	83	28	
9	Tamil Nadu - Madavaram	SUDHARSANAM S	Dravida Munnetra Kazhagam	122082	1	15253
9	Tamil Nadu - Madavaram	DHAKSHNAMOORTHY D	All India Anna Dravida Munnetra Kazhagam	106829	2	15253
9	Tamil Nadu - Madavaram	ERAVIRAJ G	Pattali Makkal Katchi	14245	3	
9	Tamil Nadu - Madavaram	KANNAN A S	Communist Party of India	9383	4	
9	Tamil Nadu - Madavaram	JANAKIRAMAN R M R	Bharatiya Janata Party	5161	5	
9	Tamil Nadu - Madavaram	None of the Above	None of the Above	4291	6	
9	Tamil Nadu - Madavaram	ELUMALAI R	Naam Tamilar Katchi	3697	7	
9	Tamil Nadu - Madavaram	GIRI C	Bahujan Samaj Party	829	8	
9	Tamil Nadu - Madavaram	GOPI M	Youth And Students Party	573	9	
9	Tamil Nadu - Madavaram	JANAKIRAMAN S	Communist Party of India (Marxist-Leninist) (Liberation)	393	10	
9	Tamil Nadu - Madavaram	NANDAKUMAR P	Independent	312	11	
9	Tamil Nadu - Madavaram	VINOTHKUMAR P	The Future India Party	303	12	
9	Tamil Nadu - Madavaram	NAGARAJ S	Independent	256	13	
9	Tamil Nadu - Madavaram	RAJASEKARAN M	Independent	132	14	
9	Tamil Nadu - Madavaram	SATHEESH S	Independent	123	15	
9	Tamil Nadu - Madavaram	SURESHKUMAR S	Independent	109	16	
10	Tamil Nadu - Thiruvottiyur	SAMY.K.P.P	Dravida Munnetra Kazhagam	82205	1	4863
10	Tamil Nadu - Thiruvottiyur	BALRAJ.B	All India Anna Dravida Munnetra Kazhagam	77342	2	4863
10	Tamil Nadu - Thiruvottiyur	ARUMUGAM.A.V	Desiya Murpokku Dravida Kazhagam	13463	3	
10	Tamil Nadu - Thiruvottiyur	VASANTHAKUMARI.R	Pattali Makkal Katchi	4025	4	
10	Tamil Nadu - Thiruvottiyur	GOKUL.R	Naam Tamilar Katchi	3961	5	
10	Tamil Nadu - Thiruvottiyur	SIVAKUMAR.M	Bharatiya Janata Party	3313	6	
10	Tamil Nadu - Thiruvottiyur	None of the Above	None of the Above	2917	7	
10	Tamil Nadu - Thiruvottiyur	DHANASEKAR.C	Independent	511	8	
10	Tamil Nadu - Thiruvottiyur	KARNAN.P	Shivsena	425	9	
10	Tamil Nadu - Thiruvottiyur	TAMILSELVAN.S	Independent	299	10	
10	Tamil Nadu - Thiruvottiyur	NANDHAKUMAR.B	Gokula Makkal Katchi	252	11	
10	Tamil Nadu - Thiruvottiyur	SELVAM.P	Independent	196	12	
10	Tamil Nadu - Thiruvottiyur	THAMOTHARAN.P	Independent	190	13	
10	Tamil Nadu - Thiruvottiyur	RAMESH.E	Independent	166	14	
10	Tamil Nadu - Thiruvottiyur	KARIMULLA.M.G	Independent	159	15	
10	Tamil Nadu - Thiruvottiyur	MANIKANDAN.K	Independent	138	16	
10	Tamil Nadu - Thiruvottiyur	ZAKIR HUSSAIN.B	Independent	104	17	
10	Tamil Nadu - Thiruvottiyur	SUNDAR.D	Vidiyalai Thedum Indhiyargal Party	100	18	
10	Tamil Nadu - Thiruvottiyur	SANKAR.D	Independent	87	19	
10	Tamil Nadu - Thiruvottiyur	SENTHIL.K	Independent	79	20	
10	Tamil Nadu - Thiruvottiyur	ISRATHBEGUM.A.R	Independent	65	21	
10	Tamil Nadu - Thiruvottiyur	SOWRI RAJAN.M	People's Party of India(secular)	64	22	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	JAYALALITHAA J	All India Anna Dravida Munnetra Kazhagam	97218	1	39545
11	Tamil Nadu - Dr.Radhakrishnan Nagar	SHIMLA MUTHUCHOZHAN	Dravida Munnetra Kazhagam	57673	2	39545
11	Tamil Nadu - Dr.Radhakrishnan Nagar	VASANTHI DEVI V	Viduthalai Chiruthaigal Katchi	4195	3	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	AGNES F	Pattali Makkal Katchi	3011	4	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	RAJA M.N	Bharatiya Janata Party	2928	5	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	None of the Above	None of the Above	2873	6	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	DEVI G	Naam Tamilar Katchi	2513	7	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	EDINBUROUGH J	Bahujan Samaj Party	327	8	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	MICHAEL RAJ M.A	Independent	230	9	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	SELVARANI	Independent	206	10	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	MARIMUTHU P	Independent	204	11	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	GOPI M	Independent	189	12	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	ARUNTHATHI RAMACHANDRAN	Independent	177	13	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	VENUGOPAL D	Shivsena	162	14	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	SADAIYANDI.E	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)	132	15	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	RAVI PARAYANAR.D	Republican Party of India (A)	125	16	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	BHUVANESWARI P	Independent	119	17	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	KAVERISELVAM M	Independent	104	18	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	NAMBIRAJAN N	Independent	100	19	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	JAYALAKSHMI K	Independent	99	20	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	MANAOHARAN S	Independent	98	21	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	PREMKUMAR P	Independent	82	22	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	ARUNTHATHI VADIVEL MURUGAN	Independent	81	23	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	MEENACHI SUNDARAM V	Independent	80	24	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	CHANDRASEKAR K	Independent	73	25	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	YUVARAJ S	Independent	73	26	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	PONRAJ P	Independent	72	27	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	ABRAHAM RAJAMOHAN.R	People's Party of India(secular)	68	28	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	PRAVINA G	Independent	63	29	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	GAJENDRAN P	Independent	63	30	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	SWAMY A.K	Independent	61	31	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	JAGADISHWARAREDDY K	Independent	57	32	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	DURAIVEL V	Independent	57	33	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	SUBASH BABU M	Anbu Udhayam Katchi	55	34	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	MURUGAN M.R.	Jebamani Janata	52	35	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	PRAKASH S	Independent	48	36	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	BASKARAN N	Independent	48	37	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	SURESHKUMAR S	Makkalatchi Katchi	42	38	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	SHANMUGANANDHAM M	Vidiyalai Thedum Indhiyargal Party	42	39	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	SEKAR S	Independent	37	40	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	THANGAVEL V	Independent	35	41	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	RAJU R.S	Independent	35	42	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	BASKAR P	Independent	31	43	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	MEGAVANAN I	Independent	29	44	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	RAJ L	Independent	28	45	
11	Tamil Nadu - Dr.Radhakrishnan Nagar	RAMESH R	Independent	20	46	
12	Tamil Nadu - Perambur	P VETRIVEL	All India Anna Dravida Munnetra Kazhagam	79974	1	519
12	Tamil Nadu - Perambur	N R DHANAPALAN	Dravida Munnetra Kazhagam	79455	2	519
12	Tamil Nadu - Perambur	A SOUNDARA RAJAN	Communist Party of India (Marxist)	10281	3	
12	Tamil Nadu - Perambur	PRAKASH R	Bharatiya Janata Party	4582	4	
12	Tamil Nadu - Perambur	M.VENKATESH PERUMAL	Pattali Makkal Katchi	3685	5	
12	Tamil Nadu - Perambur	S VETRI THAMIZHAN	Naam Tamilar Katchi	3236	6	
12	Tamil Nadu - Perambur	None of the Above	None of the Above	3167	7	
12	Tamil Nadu - Perambur	S SURESH	Youth And Students Party	387	8	
12	Tamil Nadu - Perambur	N RAJ	Bahujan Samaj Party	363	9	
12	Tamil Nadu - Perambur	J PRAVEEN KUMAR	Independent	319	10	
12	Tamil Nadu - Perambur	R SARAVANA PERUMAL	Independent	304	11	
12	Tamil Nadu - Perambur	P SARAVANAN	Independent	249	12	
12	Tamil Nadu - Perambur	D SUNDARA RAMAN	Independent	248	13	
12	Tamil Nadu - Perambur	S VENGADESAN	Shivsena	230	14	
12	Tamil Nadu - Perambur	L SUSITHRA	Independent	215	15	
12	Tamil Nadu - Perambur	G KOTHANDAN	Independent	212	16	
12	Tamil Nadu - Perambur	R KARTHIKEYAN	Independent	163	17	
12	Tamil Nadu - Perambur	G.R.MOHAMMED YOUSUFF	Independent	161	18	
12	Tamil Nadu - Perambur	S MOHAN	Independent	158	19	
12	Tamil Nadu - Perambur	N VIJI	Independent	158	20	
12	Tamil Nadu - Perambur	A SIVARAJALINGAM	Independent	121	21	
12	Tamil Nadu - Perambur	P RAJA	Independent	118	22	
12	Tamil Nadu - Perambur	A MANIVANNAN	Independent	115	23	
12	Tamil Nadu - Perambur	K. KAMARAJ	Independent	100	24	
12	Tamil Nadu - Perambur	M MAHENDRAN	Makkalatchi Katchi	100	25	
12	Tamil Nadu - Perambur	V SUBRAMANI	Independent	83	26	
12	Tamil Nadu - Perambur	S JAYARAJ	Independent	80	27	
12	Tamil Nadu - Perambur	B KUMARAN	Independent	75	28	
12	Tamil Nadu - Perambur	K.MALLIKA	All India Women United Party	72	29	
12	Tamil Nadu - Perambur	S PARTHIBAN	Independent	64	30	
12	Tamil Nadu - Perambur	S NARENDRA KUMAR	Independent	55	31	
12	Tamil Nadu - Perambur	K VASANTHA KUMARI	Lok Jan Shakti Party	54	32	
12	Tamil Nadu - Perambur	R MANIKANDAN	Independent	51	33	
12	Tamil Nadu - Perambur	P NARAYANASAMI	Independent	46	34	
13	Tamil Nadu - Kolathur	M.K.STALIN	Dravida Munnetra Kazhagam	91303	1	37730
13	Tamil Nadu - Kolathur	J.C.D.PRABHAKAR	All India Anna Dravida Munnetra Kazhagam	53573	2	37730
13	Tamil Nadu - Kolathur	P.MATHIVANAN	Desiya Murpokku Dravida Kazhagam	6276	3	
13	Tamil Nadu - Kolathur	K.T.RAGHAVAN	Bharatiya Janata Party	5289	4	
13	Tamil Nadu - Kolathur	None of the Above	None of the Above	3554	5	
13	Tamil Nadu - Kolathur	S.GOPAL	Pattali Makkal Katchi	3022	6	
13	Tamil Nadu - Kolathur	S.XAVIER FELIX	Naam Tamilar Katchi	2827	7	
13	Tamil Nadu - Kolathur	M. SHAJINI	Independent	525	8	
13	Tamil Nadu - Kolathur	C.VELAN	Bahujan Samaj Party	438	9	
13	Tamil Nadu - Kolathur	S.ASHOK KUMAR	Vidiyalai Thedum Indhiyargal Party	256	10	
13	Tamil Nadu - Kolathur	R.SIVASHANKAR	Independent	202	11	
13	Tamil Nadu - Kolathur	SEETHA MALLAR	Independent	201	12	
13	Tamil Nadu - Kolathur	M.PRAKASH	Independent	127	13	
13	Tamil Nadu - Kolathur	G. SATHYANARAYANAN	Youth And Students Party	112	14	
13	Tamil Nadu - Kolathur	A.STALINKUMAR	Independent	83	15	
13	Tamil Nadu - Kolathur	V. VIJAYAKUMARI	Republican Party of India (A)	65	16	
13	Tamil Nadu - Kolathur	A.ARAVIND	Independent	62	17	
13	Tamil Nadu - Kolathur	J.MOHANRAJ	Jebamani Janata	60	18	
13	Tamil Nadu - Kolathur	M.VASANTHA KUMAR	Vijaya Bharatha Makkal (People) Party	60	19	
13	Tamil Nadu - Kolathur	G.RAGAVANAYAGAM	Independent	59	20	
13	Tamil Nadu - Kolathur	S.KARTHICK	Independent	51	21	
13	Tamil Nadu - Kolathur	M. P. CHARAVANAN	Independent	48	22	
13	Tamil Nadu - Kolathur	M.MURALI VINODH	Independent	42	23	
13	Tamil Nadu - Kolathur	A.DEVAKUMARAN	Independent	37	24	
13	Tamil Nadu - Kolathur	J.SUBBIAH	Independent	36	25	
14	Tamil Nadu - Villivakkam	B. RANGANATHAN	Dravida Munnetra Kazhagam	65972	1	9321
14	Tamil Nadu - Villivakkam	M.RAJU	All India Anna Dravida Munnetra Kazhagam	56651	2	9321
14	Tamil Nadu - Villivakkam	T.PANDIYAN	Desiya Murpokku Dravida Kazhagam	8234	3	
14	Tamil Nadu - Villivakkam	M.JAISHANKAR	Bharatiya Janata Party	6438	4	
14	Tamil Nadu - Villivakkam	V.SUBRAMANIAN	Pattali Makkal Katchi	4193	5	
14	Tamil Nadu - Villivakkam	None of the Above	None of the Above	3409	6	
14	Tamil Nadu - Villivakkam	A.VAGAI VENTHAN	Naam Tamilar Katchi	3002	7	
14	Tamil Nadu - Villivakkam	K.M.SUCHARITHA	Youth And Students Party	952	8	
14	Tamil Nadu - Villivakkam	A.PALANIVEL	Bahujan Samaj Party	369	9	
14	Tamil Nadu - Villivakkam	S.RANJITHKUMAR	Independent	244	10	
14	Tamil Nadu - Villivakkam	J JAGADESH	Valamaana Tamizhagam Katchi	113	11	
14	Tamil Nadu - Villivakkam	B.MOHAMED IQBAL BASHA	Independent	111	12	
14	Tamil Nadu - Villivakkam	G.ASHOK KUMAR	Independent	91	13	
14	Tamil Nadu - Villivakkam	R.K.RAVICHANDRAN	Independent	80	14	
14	Tamil Nadu - Villivakkam	M.GUNASEKARAN	Independent	71	15	
14	Tamil Nadu - Villivakkam	C.PANDIYAN	Independent	66	16	
14	Tamil Nadu - Villivakkam	S.KANDASAMY	Independent	52	17	
14	Tamil Nadu - Villivakkam	D.ELAVARASAN	Independent	36	18	
15	Tamil Nadu - Thiru-Vi-Ka-Nagar	SIVAKUMAR P @ THAYAGAM KAVI	Dravida Munnetra Kazhagam	61744	1	3322
15	Tamil Nadu - Thiru-Vi-Ka-Nagar	NEELAKANDAN V	All India Anna Dravida Munnetra Kazhagam	58422	2	3322
15	Tamil Nadu - Thiru-Vi-Ka-Nagar	SUGANTHI	Communist Party of India (Marxist)	5702	3	
15	Tamil Nadu - Thiru-Vi-Ka-Nagar	None of the Above	None of the Above	2685	4	
15	Tamil Nadu - Thiru-Vi-Ka-Nagar	VANITHAMANI D	Pattali Makkal Katchi	2056	5	
